𢨪			⿸戶巳
𢪒			⿰手手
𢪘			⿱分手
𢪙			⿰龵⿱一𰀁
𢪛			⿰扌攵
𢪫			⿰扌爿
𣅄			⿺廴日
𣅆			⿳一八日
𣅋			⿱日䒑
𣅌			⿱千日
𣅍			⿴囗日
𣅑			⿱䒑日
𣅔			⿺夨日
𣌡			⿳丨日厶
𣌢			⿱日𡭔
𣌢			⿱日小
𣍟			⿱冖⿱一⺝
𣍟			⿱冖⿱一月
𣏈			⿰木么
𣏉			⿱刃木
𣏋			⿱𠫓木
𣏌			⿰木巳
𣏏			⿱𠫔木
𣏒			⿰木⿻九一
𣏒			⿰木丸
𣏒			⿰木⿻九丶
𣥈			⿱止巾
𣧄			⿱巛歹
𣲎			⿱今水
𣲑			⿰氵𢆰
𣲙			⿰氵水
𣲩			⿰氵巴
𣲪			⿰氵旡
𣲭			⿰氵毛
𤆍			⿱大火
𤆎			⿰扌火
𤆗			⿱口灬
𤓳			⿱爫𠀁
𤬦			⿱冖瓦
𤰖			⿰田又
𤰗			⿱𠂉田
𤰜			⿰田厶
𤼦			⿱癶又
𥁀			⿱刀皿
𥃩			⿱目匕
𥃫			⿰目又
𥃮			⿱入目
𥃯			⿱目几
𥃰			⿱亠目
𥎦			⿸厂矢
𥐘			⿸厂⿱二口
𥐛			⿰石刀
𥘑			⿰礻寸
𥝐			⿰禾又
𥤤			⿱穴几
𥤤			⿱宂几
𥤥			⿱穴七
𥤦			⿱穴又
𥸦			⿹⺄米
𦉱			⿱罒七
𦉳			⿵冂双
𦉴			⿱罒十
𦒱			⿱耂丁
𦘴			⿰月乇
𦘴			⿰⺼乇
𦘶			⿰月川
𦘶			⿰⺼川
𦬅			⿱艹口
𦬆			⿱艹亾
𦬊			⿱艹巳
𦬑			⿱艹女
𧢲			⿱⺈⿵⺆仌
𧢲			⿱⺈𠕎
𧮫			⿱仌口
𧺆			⿱夭龰
𨈏			𨈏
𨑃			⿸厂⿱二⿰⿺𠄌丨乁
𨑃			⊖𨑄㇒
𨑄			⿸厂⿱二⿰⿺𠄌丨{24}
𨑄			⿻𨑃㇒
𨑢			⿺辵从
𨑦			⿺辶予
𨑭			⿺辶止
𨑮			⿺辶什
𨑲			⿺辶手
𨑳			⿺辶壬
𨑳			⿺辶𡈼
𨙨			↔邑
𨚡			⿱氶邑
𨚪			⿰立阝
𨚫			⿰去阝
𨸲			⿰阝市
𪜢			⿱亠旧
𪜬			⿱𠆢未
𪜭			⿰亻囙
𪜮			⿰亻目
𪜱			⿱𠆢禾
𪞏			⿱冖夗
𪞐			⿱{80}孑
𪞐			⿱㓁子
𪟙			⿰{18}力
𪢾			⿱火土
𪩡			⿱巛巴
𪪳			⿱公廾
𪱳			⿰木口
𫔭			⿵门开
𫔮			⿵门月
𫝕			⿸厂⊖艮一
𫝣			⿰夕𪢱
𫠉			⿹{51}一
𫠨			⿱𠂤一
𫠩			⿱一𢆶
𫡆			⿰丨𢑑
𫢑			⿰亻⿻大二
𫢑			⿰亻𡗗
𫨶			⿰且又
𫩙			⿻吕乚
𫩜			⿰口爪
𫩞			⿰台⿹𠃌一
𫭠			⿱止土
𫯝			⿱上天
𫯞			⿱大中
𫰑			⿰女欠
𫲷			⿱宀夫
𫲺			⿱宀止
𫹏			⿰彳攴
𫹯			⿱干心
𫻨			⿰戈大
𬁟			⿱日寸
𬂝			⿱木寸
𬇚			⿰氵幻
𬉶			⿱于火
𬉸			⿱火口
𬉹			⿱夕火
𬋻			⿱父大
𬍑			⿰𤣩山
𬜥			⿱艹风
𬷽			⿰鸟了
𬻏			⿱引上
𬽲			⿰亻㐌
𬽵			⿰亻付
𭃡			⿰礻{34}
𭆃			⿸厂民
𭎃			⿰土冘
𭓟			⿱宀牙
𭕇			⿱天小
𭗾			⿱巛凶
𭛞			⿰彳予
𭟯			⿱土戈
𭣖			⿰丬支
𭣢			⿲亻丨攴
𭣣			⿰丬攵
𭤔			⿱文巾
𭥐			⿱日工
𭮀			⿸歹巳
𭮁			⿰歹巳
𭯺			⿰氵壬
𭶻			⿱父口
𮌁			⿻⿳乛一三⿸丨丶
𮎟			⿱艹⺝
𮓗			⿸{13}土
𮕜			⿱一血
𮕜			⿱丆皿
𮞅			⿺辶{15}
𰀾			⿺𠃊西
𰅲			⿱世十
𰅳			⿱𡗜十
𰅴			⿱十𰋙
𰆺			⿱乍又
𰌞			⿳二八子
𰍪			⿱止小
𰍱			⿸尸专
𰎋			⿱山⺝
𰠧			⿱口牛
𰠿			⿰犭分
𰤳			⿱龴皿
𰨛			⿰禾刀
𰰡			⿱𫇦一
𰹲			⿱车口
𰿩			⿵门牙
𱑲			⿱且又
𱒋			⿱爻口
𱖐			⿱文土
𱘭			⿱大⿰𰍧⺀
𱘭			⿱大⺗
𱥺			⿰氵𠬠
𱱴			⿱癶丁
𲂺			⿱巛贝
的			⿰白勺
者			⿱耂日
者			⿻⿱耂日丶
門			⿰𠁣𠃛
京			⿱亠𱒃
隹			⿰亻⿱丶⿻工二
隹			⿰亻⿱丶⿻王一
隹			⿰亻⿱亠龶
到			⿰至刂
国			⿴囗玉
固			⿴囗古
或			⿹戈⿱口一
青			⿱龶⺝
青			⿱龶月
其			⿱{94}八
事			⿻⿱𠮛{43}亅
和			⿰禾口
雨			⿻丅⿵冂⿰⿱丶丶⿱丶丶
雨			⿱一𠕒
㝵			⿱旦寸
𫩠			⿱龸口
靑			⿱龶円
靑			⿱龶⿵⺆丄
咅			⿱立口
拉			⿰扌立
釒	;	⾦	釒
長			⿱{76}{25}
咼			⿵冎口
果			⿻日木
所			⿰戶斤
所			⿰戸斤
定			⿱宀𤴓
法			⿰氵去
官			⿱宀㠯
官			⿱宀⿰丨⿱{50}{50}
非			⿰⿰三丨⿰丨三
非			⿰⿰⿱𠄟㇀丿⿰丨三
非			⿰⿻⿰𠄟丿㇀⿰丨三
非			⿰⿰三丿⿰丨三
明			⿰日月
学			⿱𰃮子
知			⿰矢口
直			⿱十{73}
直			⿺𠃊𥃭
𢆍			⿻千日
𦍎			⿱䒑未
周			⿵⺆𠮷
周			⿵⺆⿱𰀁口
來			⿻木从
表			⿱龶𧘇
具			⿱{73}八
具			⿳目一八
制			⿰⿻牛冂刂
建			⿺廴聿
使			⿰亻吏
金			⿱𠆢⿻王丷
東			⿻木日
受			⿳爫冖又
性			⿰忄生
取			⿰耳又
𥝢			⿰禾{34}
幸			⿱土𢆉
𣏟			⿰𣎳𣎳
林			⿰木木
物			⿰牜勿
些			⿱此二
念			⿱今心
飠	;	⾷	飠
治			⿰氵台
卑			⿱⿱㇒⿻日丿十
卑			⿱甶⿻㇒十
卑			⿱㇒𤰞
兩			⿻丅⿵冂𠓜
放			⿰方攵
空			⿱穴工
空			⿱宂工
於			⿰方仒
於			⿰方⿱𠂉⺀
於			⿸𭤨⺀
戔			⿱戈戈
並			⿱䒑业
帛			⿱白巾
昔			⿱龷日
始			⿰女台
实			⿱宀头
臤			⿰臣又
𠦝			⿱十早
委			⿱禾女
忩			⿱公心
𩙿			⿱{88}{75}
妾			⿱立女
爭			⿱爫⿻{43}亅
罙			⿱{80}木
罙			⿱㓁木
炎			⿱火火
采			⿱爫木
居			⿸尸古
易			⿱日勿
𧈧			⿱厶虫
奇			⿱大可
侖			⿱{88}𠕁
育			⿳亠厶⺝
育			⿳亠厶⺼
命			⿱{88}叩
畀			⿱田丌
𥃲			⿱目廾
服			⿰月𠬝
帚			⿳𫜹冖巾
帚			⿳{43}冖巾
実			⿱宀𡗗
府			⿸广付
若			⿱艹右
油			⿰氵由
房			⿸户方
房			⿸戸方
房			⿸戶方
供			⿰亻共
英			⿱艹央
参			⿳厶大彡
郎			⿰{17}阝
店			⿸广占
㑒			⿱𠆢⿱一⿻口人
㑒			⿱{88}⿻口人
例			⿰亻列
劵			⿱龹力
劵			⿱𠔉力
怕			⿰忄白
注			⿰氵主
叔			⿰尗又
往			⿰彳主
玩			⿰𤣩元
画			⿱一𰢵
画			⿱一⿶凵由
兒			⿱臼儿
卖			⿱十买
武			⿹{28}止
夜			⿱亠⿰亻⿴夂丶
波			⿰氵皮
限			⿰阝艮
录			⿱{42}氺
录			⿱{42}⿴{11}亅
㚘			⿰夫夫
彔			⿱彑氺
彔			⿱彑⿴{11}亅
肯			⿱止⺝
肯			⿱止⺼
单			⿱丷⿻甲一
罔			⿵冂𠅇
变			⿱𰁜又
隶			⿻{43}氺
隶			⿻{43}⿴{11}亅
宗			⿱宀示
朋			⿰月月
依			⿰亻衣
河			⿰氵可
斉			⿵齐二
斉			⿱文⿲丿二丨
虎			⿸虍几
虎			⿸虍儿
规			⿰夫见
斦			⿰斤斤
苦			⿱艹古
松			⿰木公
底			⿸广氐
鱼			⿳⺈田一
味			⿰口未
亟			⿱⿻了叹一
亟			⿱⿻丂叹一
狀			⿰爿犬
述			⿺辶术
述			⿺辶朮
责			⿱龶贝
昏			⿱氏日
昌			⿱日日
昌			⿱日曰
宓			⿱宀必
罗			⿱罒夕
刻			⿰亥刂
亞			⿱{40}一
担			⿰扌旦
降			⿰阝夅
況			⿰氵兄
版			⿰片反
拍			⿰扌白
卒			⿱𠅃十
股			⿰月殳
股			⿰⺼殳
质			⿸𠂆⿱十贝
尚			⿱⺌冋
转			⿰车专
承			⿻氶三
岩			⿱山石
卷			⿱龹㔾
卷			⿱𠔉㔾
享			⿳亠口子
享			⿱亠𠯂
苗			⿱艹田
忝			⿱天⺗
忝			⿱天㣺
忝			⿱夭⺗
㐭			⿱亠回
歩			⿱止少
垂			⿱⿻千龷一
垂			⿻⿻千⿰十十二
备			⿱夂田
卓			⿱⺊早
欧			⿰区欠
舍			⿱𠆢⿱干口
舍			⿱𠆢舌
舍			⿱{88}古
招			⿰扌召
岡			⿵𦉰山
昆			⿱日比
𰧭			⿱士示
杯			⿰木不
坴			⿱{114}土
坴			⿱圥土
坴			⿱土𡉀
迫			⿺辶白
苟			⿱艹句
怪			⿰忄圣
图			⿴囗冬
典			⿱⿻𠀇⿰丨丨八
爸			⿱父巴
岸			⿱山厈
析			⿰木斤
屈			⿸尸出
妻			⿱⿻⿱一{43}丨女
板			⿰木反
抱			⿰扌包
宛			⿱宀夗
妹			⿰女未
终			⿰纟冬
券			⿱龹刀
券			⿱𠔉刀
卦			⿰圭卜
衫			⿰衤彡
奉			⿱𡗗𰀁
𭁨			⿵冂米
征			⿰彳正
范			⿱艹氾
宝			⿱宀玉
斩			⿰车斤
宜			⿱宀且
彼			⿰彳皮
抽			⿰扌由
刺			⿰朿刂
拔			⿰扌犮
届			⿸尸由
忽			⿱勿心
佰			⿰亻百
季			⿱禾子
忠			⿱中心
孟			⿱子皿
佳			⿰亻圭
狗			⿰犭句
沓			⿱水日
沓			⿱水曰
审			⿱宀申
匋			⿹勹缶
臽			⿱⺈臼
臽			⿱勹臼
耶			⿰耳阝
炒			⿰火少
肥			⿰月巴
肥			⿰⺼巴
枝			⿰木支
効			⿰交力
玨			⿰𤣩王
尙			⿱𡭔冋
欣			⿰斤欠
坦			⿰土旦
戾			⿸户犬
戾			⿸戶犬
姑			⿰女古
押			⿰扌甲
昇			⿱日升
贯			⿱毌贝
屆			⿸尸凷
屆			⿸尸𠙽
败			⿰贝攵
奄			⿱大电
厓			⿸厂圭
呵			⿰口可
舎			⿱𠆢𠮷
孤			⿰子瓜
枚			⿰木攵
拂			⿰扌弗
坡			⿰土皮
择			⿰扌𠬤
㸚			⿰爻爻
泥			⿰氵尼
姆			⿰女母
夌			⿱{114}夊
夌			⿱圥夊
顶			⿰丁页
肩			⿸户⺝
肩			⿸戸⺝
肩			⿸戶⺝
肩			⿸戶⺼
杲			⿱日木
杰			⿱木灬
奔			⿱大卉
宙			⿱宀由
肃			⿻肀⿲丿八丨
贫			⿱分贝
𢌿			⿱田廾
尭			⿱卉兀
牧			⿰牜攵
泊			⿰氵白
迪			⿺辶由
齿			⿱止⿶凵人
奋			⿱大田
兔			⿷免丶
兔			⿷⿱⺈⿸⿻口丿乚丶
兔			⿷⿱刀⿸⿻口丿乚丶
郑			⿰关阝
函			⿶凵⿱乛氺
函			⿶凵⿻了{11}
函			⿶凵⿻丂{11}
刷			⿰𡰯刂
径			⿰彳𢀖
径			⿰彳圣
顷			⿰匕页
幷			⿰⿱㇒干⿱㇒干
乳			⿰孚乚
茂			⿱艹戊
奈			⿱大示
泳			⿰氵永
泪			⿰氵目
疌			⿻⿱一{43}龰
咖			⿰口加
昍			⿰日日
侌			⿱今云
浅			⿰氵戋
浅			⿰氵㦮
岳			⿱丘山
郊			⿰交阝
佩			⿰亻𫥞
盲			⿱亡目
郁			⿰有阝
囷			⿴囗禾
妮			⿰女尼
闹			⿵门市
净			⿰冫争
泙			⿰氵平
炉			⿰火户
炉			⿰火戸
炉			⿰火戶
废			⿸广发
帕			⿰巾白
氛			⿹气分
肺			⿰月巿
肺			⿰⺼巿
肺			⿰月市
垃			⿰土立
叁			⿳厶大三
匊			⿹勹米
凭			⿱任几
拘			⿰扌句
旺			⿰日王
泡			⿰氵包
披			⿰扌皮
丧			⿱⿻土丷{25}
乖			⿻千北
歧			⿰止支
𡬠			⿰{18}寸
𡬠			⿰皀寸
侠			⿰亻夹
沼			⿰氵召
𧈡			⿱又虫
昂			⿱日卬
坪			⿰土平
祇			⿰礻氏
祇			⿰示氏
弦			⿰弓玄
泣			⿰氵立
𢼄			⿰户攵
𢼄			⿰戶攵
沽			⿰氵古
拋			⿰扌𡯄
㸒			⿱爫壬
𱐍			⿶凵米
侍			⿰亻寺
黾			⿱口电
𤰞			⿱田⿻丨十
𤰞			⿱田⿻㇒十
拐			⿰扌另
拐			⿰扌叧
杭			⿰木亢
刮			⿰舌刂
𬎾			⿻肀月
𬎾			⿱肀用
弥			⿰弓尔
弥			⿰弓尓
陌			⿰阝百
𫂱			⿲丿米丨
枉			⿰木王
贤			⿱𰀡贝
卧			⿰臣卜
肴			⿱㐅有
肴			⿱㐅⿸𠂇⺼
贪			⿱今贝
庙			⿸广由
糾			⿰糹丩
糾			⿰糸丩
咒			⿱吅几
肿			⿰月中
泄			⿰氵世
茅			⿱艹矛
豖			⿻豕丶
沾			⿰氵占
𲂻			⿰贝贝
沸			⿰氵弗
玫			⿰𤣩攵
𫵖			⿸尸示
𤕰			⿰爿片
叕			⿱双双
狐			⿰犭瓜
彿			⿰彳弗
怡			⿰忄台
忿			⿱分心
怯			⿰忄去
坤			⿰土申
抨			⿰扌平
泌			⿰氵必
帖			⿰巾占
沫			⿰氵末
㡀			⿻丨⿱丷{113}
㡀			⿻丨⿱八{113}
枢			⿰木区
苹			⿱艹平
𠈌			⿱从从
斧			⿱父斤
枕			⿰木冘
刹			⿰杀刂
炊			⿰火欠
昗			⿱日六
沮			⿰氵且
茄			⿱艹加
衬			⿰衤寸
阜			⿱𠂤十
迦			⿺辶加
陏			⿰阝有
虏			⿸虍力
陋			⿰阝𫠥
庚			⿸广⿻{43}人
迭			⿺辶失
宠			⿱宀龙
拙			⿰扌出
牀			⿰爿木
帘			⿱穴巾
帘			⿱宂巾
侈			⿰亻多
秉			⿻禾{43}
枣			⿱朿⺀
苑			⿱艹夗
𠣜			⿹勹虫
𧘗			⿱口衣
侄			⿰亻至
侃			⿰亻⿱口𫶧
侣			⿰亻吕
咎			⿱处口
苛			⿱艹可
炬			⿰火巨
畄			⿱𭕄田
觅			⿱爫见
歨			⿱止龰
臥			⿰臣人
苔			⿱艹台
弧			⿰弓瓜
甾			⿱巛田
臾			⿻臼人
臾			⿻𦥑人
㧜			⿰扌匝
佻			⿰亻兆
呱			⿰口瓜
𡕥			⿱目夊
拌			⿰扌半
拌			⿰扌⿻八𰀁
迢			⿺辶召
鼡			⿱𭕄𠂡
茁			⿱艹出
拈			⿰扌占
炙			⿱𱼀火
苯			⿱艹本
佯			⿰亻羊
弩			⿱奴弓
拃			⿰扌乍
昊			⿱日天
沱			⿰氵它
穹			⿱穴弓
穹			⿱宂弓
竺			⿱𥫗二
诣			⿰讠旨
迥			⿺辶冋
宕			⿱宀石
岱			⿱代山
苓			⿱艹令
虱			⿹⺄䖝
侗			⿰亻同
炆			⿰火文
苞			⿱艹包
苞			⿱艹⿹勹巳
泓			⿰氵弘
瓮			⿱公瓦
㓤			⿰吉刂
戕			⿰爿戈
抦			⿰扌丙
杼			⿰木予
枭			⿹{53}木
沝			⿰水水
泯			⿰氵民
盂			⿱于皿
庖			⿸广包
庖			⿸广⿹勹巳
昕			⿰日斤
昙			⿱日云
杳			⿱木日
杵			⿰木午
矾			⿰石凡
籴			⿱入米
郅			⿰至阝
兖			⿱亠兊
妲			⿰女旦
戽			⿸户斗
戽			⿸戶斗
沬			⿰氵未
泅			⿰氵囚
苫			⿱艹占
苻			⿱艹付
軋			⿰車乚
迤			⿺辶㐌
佶			⿰亻吉
坨			⿰土它
岢			⿱山可
帙			⿰巾失
怛			⿰忄旦
昀			⿰日匀
昀			⿰日勻
枋			⿰木方
泔			⿰氵甘
泠			⿰氵令
泫			⿰氵玄
泮			⿰氵半
泮			⿰氵⿻八𰀁
炏			⿰火火
狍			⿰犭包
玟			⿰𤣩文
盱			⿰目于
肫			⿰月屯
肫			⿰⺼屯
苕			⿱艹召
苜			⿱艹目
苴			⿱艹且
茆			⿱艹卯
𠚍			⿶凵𠂭
↔𨸏			
↷虎			
↷或			
↷隹			
㐩			⿰井井
㒺			⿵冂⿱䒑亾
㓣			⿰合刂
㔙			⿰并力
㔽			⿱⺊回
㕁			⿰𠫤卩
㕞			⿰𡰯又
㕺			⿱吅丂
㕻			⿱丶否
㕿			⿱禾口
㘠			⿴囗必
㘳			⿱北土
㘴			⿻㕥土
㚔			⿱大𢆉
㚖			⿱白大
㚗			⿱大且
㚻			⿱田女
㚼			⿰女田
㚿			⿰女包
㛁			⿰女平
㞐			⿸尸立
㞑			⿸尸⿻乚{11}
㞺			⿱山矢
㟀			⿱禾山
㢱			⿰弓厼
㣇			⿳彑𰀪巾
㣇			⿳⿱夕一𠂊巾
㣘			⿰彳句
㤁			⿱天心
㤅			⿱旡心
㤐			⿱占心
㤕			⿰忄出
㦰			⿻戈从
㦲			⿹𢦏⿰丿𠃌
㦿			⿸户木
㦿			⿸戶木
㧝			⿱加手
㫄			⿱亠⿹勹方
㫄			⿱二⿹勹方
㭊			⿰木片
㱚			⿰歹月
㱛			⿰歹歹
㲎			⿰毛毛
㳎			⿰氵弁
㶨			⿱不灬
㸓			⿱爫日
㹜			⿰犬犬
㹨			⿰犭由
㺳			⿰𤣩攴
㽵			⿸疒土
䀐			⿰目彡
䄪			⿰禾勺
䍐			⿱罒干
䏔			⿰月丑
䏔			⿰⺼丑
䏙			⿰月冘
䏙			⿰⺼冘
䒔			⿱艹八
䘚			⿱衣十
䢸			⿰且阝
丳			⿻吕⿰丿丨
亝			⿱厽二
佫			⿰亻各
佴			⿰亻耳
佸			⿰亻舌
侁			⿰亻先
侎			⿰亻米
侘			⿰亻宅
侙			⿰亻式
侫			⿰亻妄
兓			⿰旡旡
兓			⿰兂兂
冐			⿱冃⺝
冐			⿱冃冃
冐			⿱日月
冞			⿱冖米
冾			⿰冫合
凮			⿵𠘨百
刲			⿰圭刂
刵			⿰耳刂
刼			⿰去刃
刾			⿰夹刂
劼			⿰吉力
勆			⿰{17}力
勆			⿰良力
匌			⿹勹合
匼			⿷匚合
匼			⿷匸合
卥			⿱⺊{31}
卹			⿰血卩
卺			⿱丞㔾
厒			⿸厂缶
厔			⿸厂至
叀			⿱𤰔厶
呥			⿰口冉
呴			⿰口句
囶			⿴𡆦土
囶			⿴四土
囶			⿴囗𡉀
坣			⿱龸土
坥			⿰土且
坩			⿰土甘
坫			⿰土占
坬			⿰土瓜
坮			⿰土台
坸			⿰土句
奅			⿱大卯
奌			⿱占大
妬			⿰女石
妱			⿰女召
妸			⿰女可
姁			⿰女句
姄			⿰女民
姈			⿰女令
孥			⿱奴子
宖			⿱宀弘
屇			⿸尸田
岝			⿱山乍
岦			⿱山立
岨			⿰山且
岪			⿱山弗
岶			⿰山白
岺			⿱山令
岽			⿱山东
峀			⿱山由
峀			⿱山田
廻			⿺廴回
廼			⿺廴西
弆			⿱去廾
徂			⿰彳且
徃			⿰彳生
忞			⿱文心
忥			⿹气心
怐			⿰忄句
怗			⿰忄占
怚			⿰忄且
怽			⿰忄未
抯			⿰扌且
抳			⿰扌尼
抺			⿰扌未
拑			⿰扌甘
斨			⿰爿斤
旹			⿱㞢日
旻			⿱日文
旾			⿱屯日
昃			⿱日仄
昋			⿱天日
昋			⿱夭日
昑			⿰日今
昒			⿰日勿
昘			⿱日方
昛			⿰日巨
曶			⿱勿日
曶			⿱勿曰
杪			⿰木少
杴			⿰木欠
杸			⿰木殳
枀			⿱公木
枈			⿱比木
枒			⿰木牙
欥			⿰日欠
欦			⿰今欠
毟			⿱少毛
沲			⿰氵㐌
沷			⿰氵犮
泃			⿰氵句
泈			⿰氵冬
泍			⿰氵本
泜			⿰氵氐
炅			⿱日火
炇			⿰火攵
炗			⿱廿火
炘			⿰火斤
牨			⿰牜亢
牪			⿰牜牛
狛			⿰犭白
玢			⿰𤣩分
玧			⿰𤣩允
玪			⿰𤣩今
瓫			⿱分瓦
畁			⿱由丌
畂			⿰田久
盰			⿰目干
矤			⿰弓矢
祅			⿰礻夭
祅			⿰示夭
祋			⿰礻殳
祋			⿰示殳
秅			⿰禾乇
秇			⿰禾{20}
秇			⿰禾丸
秇			⿰禾⿻九丶
秈			⿰禾山
秊			⿱禾千
穸			⿱穴夕
穸			⿱宂夕
糼			⿰糹力
羋			⿱⿴卝丨𰀁
羋			⿱⿴卝丨干
肏			⿱入肉
肬			⿰月尤
肬			⿰⺼尤
肰			⿰月犬
肰			⿰⺼犬
肶			⿰月比
肶			⿰⺼比
舠			⿰舟刀
苐			⿱艹𢎨
苖			⿱艹由
苘			⿱艹冋
苙			⿱艹立
苚			⿱艹用
苠			⿱艹民
苨			⿱艹尼
苪			⿱艹丙
苲			⿱艹乍
苳			⿱艹冬
苶			⿱艹尒
苽			⿱艹瓜
苾			⿱艹必
苿			⿱艹未
茀			⿱艹弗
茇			⿱艹犮
茋			⿱艹氐
茌			⿱艹仕
茐			⿱艹匆
迡			⿺辶尼
迮			⿺辶乍
迱			⿺辶它
邿			⿰寺阝
郍			⿰舟阝
靣			⿱丆回
靣			⿴𫩑口
𠀬			⿴㐁人
𠀭			⿱釆𠃌
𠄭			⿳一舟一
𠄮			⿱𫠩一
𠈄			⿰亻臣
𠈇			⿰亻㐁
𠈉			⿰亻𠮰
𠈗			⿰亻亘
𠈣			⿺先人
𠈪			⿰亻关
𠒃			⿱⿻丄从儿
𠒆			⿱囟儿
𠒋			⿱亠兇
𠗀			⿱⿻口人⺀
𠗀			⿱⿻丨口仒
𠗆			⿲亻丨冬
𠙇			⿰交几
𠙉			⿰臣几
𠛧			⿰𠕎刂
𠛫			⿰多刂
𠛱			⿰𡿪刂
𠛹			⿰⿻⿰冂冂𠄠刂
𠛹			⿰⿻册一刂
𠛼			⿰并刂
𠜊			⿰𡿩刂
𠤻			⿷匚米
𠦜			⿰廿廿
𠧠			⿺𠃊卣
𠧢			⿱⺊㫐
𠧦			⿱䒑⿰幺卜
𠧧			⿱⺊⿴囗夊
𠩋			⿸厂屰
𠩓			⿸厂兆
𠩕			⿸厂米
𠫭			⿱厶夵
𠫯			⿱厽人
𠰓			⿱口禾
𠰕			⿱出口
𠰛			⿱山古
𠰞			⿱𠂉吕
𠰞			⿱𠂉呂
𠰣			⿱必口
𠰥			⿱䒑右
𠱀			⿰口皮
𠱄			⿱口皿
𡇈			⿴囗石
𡇋			⿴囗氺
𡇌			⿴囗目
𡊎			⿱卯土
𡊙			⿱叹土
𡊚			⿰土白
𡊥			⿱㇒𡉵
𡊦			⿱土句
𡊨			⿰土玄
𡊭			⿱必土
𡊮			⿳土𠂈{25}
𡊮			⿳土𠃋𧘇
𡊱			⿰土召
𡊵			⿱石土
𡕢			⿱灭夊
𡘃			⿱大皿
𡘆			⿱𡗜亏
𡘊			⿱大由
𡛩			⿰女立
𡛼			⿰女玉
𡥚			⿰子可
𡧘			⿱宀𬺻
𡧟			⿱宀目
𡧢			⿳宀工八
𡧧			⿳宀？一
𡭧			⿰出小
𡭨			⿱目小
𡱁			⿸尸矢
𡱂			⿸尸⿱兀几
𡱅			⿸尸去
𡱈			⿸尸句
𡴋			⿱屮母
𡴋			⿱䶹母
𡶇			⿱必山
𡶓			⿱{33}山
𡶟			⿱山夗
𡶣			⿳山八夊
𡶣			⿳山儿夊
𡶤			⿱山用
𡶦			⿱山丘
𡶩			⿱罒山
𡿱			⿳一巛𡈼
𡿱			⿳一巛壬
𡿲			⿱巛用
𢂇			⿳⿱一丷冖巾
𢂋			⿱亠吊
𢆎			⿱𡗜干
𢆻			⿱𢆶几
𢇳			⿸广皮
𢇻			⿸广矢
𢍀			⿱㠯廾
𢍁			⿱由廾
𢏈			⿰弓㠯
𢏈			⿰弓⿰丨⿱{50}{50}
𢏏			⿰弓尒
𢒊			⿱大⿸厂彡
𢘆			⿰忄𣄼
𢘤			⿱半心
𢦟			⿹戈今
𢨯			⿰户户
𢨯			⿰戶戶
𢪿			⿱古手
𢫕			⿰扌永
𢺸			⿰支支
𢻻			⿰户攴
𢻻			⿰戶攴
𢼂			⿰爻攵
𣂔			⿰片斤
𣅜			⿱比日
𣅟			⿰日冘
𣅳			⿺⿱𠃑大日
𣏔			⿱止木
𣏚			⿰木氏
𣏦			⿱火木
𣏰			⿱分木
𣏼			⿱廿木
𣏼			⊖某一
𣏽			⿰木攴
𣐀			⿰木文
𣐁			⿱{44}木
𣐂			⿱云木
𣐇			⿱丰木
𣢊			⿰勿欠
𣢐			⿰欠欠
𣥏			⿱止𧘇
𣥐			⿱止从
𣥕			⿱止止
𣥖			⿰止止
𣥚			⿱夭止
𣥜			⿱止日
𣧋			⿰歹欠
𣲲			⿰氵禾
𤆦			⿰火王
𤆬			⿱毛灬
𤆯			⿱耂火
𤓻			⿱爫天
𤘆			⿰牙牙
𤘴			⿰牜攴
𤝗			⿰犭田
𤝚			⿰犭申
𤝡			⿰白犬
𤤅			⿰𤣩勿
𤤋			⿱夭玉
𤰅			⿱夂用
𤰠			⿱田干
𤽇			⿱白𫶧
𤿌			⿱口皮
𥁃			⿱亡皿
𥁄			⿱亏皿
𥁄			⿱亐皿
𥃳			⿰目亏
𥃳			⿰目亐
𥃷			⿱目寸
𥄁			⿱⿺𠃊目乂
𥎨			⿱⿻一𠃎矢
𥐦			⿰石已
𥐦			⿰石己
𥐧			⿱石廾
𥘣			⿱止示
𥘪			⿰礻午
𥝕			⿰禾亡
𥝝			⿱禾干
𥝝			⿻禾二
𥝞			⿰禾彡
𥤧			⿱穴土
𥤧			⿱宂土
𥤨			⿱穴女
𥤨			⿱宂女
𥤬			⿵𠕉廾
𥤱			⿱穴干
𥤱			⿱宂干
𥩘			⿰立勺
𥸨			𥸨
𥸩			⿰米又
𦉷			⿱罒土
𦉼			⿱罒大
𦉾			⿱罒亡
𦍐			⿱𠆢羊
𦏲			⿰⿹𠃌彡⿹𠃌彡
𦒳			⿱耂工
𦓎			⿰而刂
𦙃			⿱⿺𠃊口⺝
𦙃			⿱⿺𠃊口⺼
𦙊			⿱火⺝
𦙊			⿱火⺼
𦙌			⿰⿱幺⺝乚
𦙑			⿱勿⺼
𦙑			⿱勿⺝
𦙚			⿰龵月
𦙟			⿱文⺝
𦙟			⿱文⺼
𦥙			⿻𦥑⿻㇂㇒
𦨈			⿰舟人
𦨉			⿰舟刂
𦬘			⿱艹公
𦬞			⿱艹天
𦬣			⿱艹𠕀
𦬦			⿱艸犬
𦬪			⿱𫇦丁
𦬬			⿱艹王
𦬮			⿱𫇦儿
𦬮			⿱艹㓁
