止			⿻上丨
耂			⿻土㇒
巨			⿷匚{50}
𤣩	;	王	𤣩
尤			⿺尢丶
曰	日		曰
云			⿱二厶
文			⿱亠乂
牙			⿹⿻丁𠃋㇒
牙			⿹⿻丁𠃊㇒
𱼀			⿻夕丶
𫩏			⿴囗丨
殳			⿱𠘧又
殳			⿱几又
廿			⿱卄一
开			⿱一廾
欠			⿱⿰㇒乛人
礻	;	⿸⿱丶㇇⿰丨丶	礻
⺼	月		⺼
以			⿻人⿰𠄌丶
从			⿰人人
犬			⿺大丶
分			⿱八刀
戶			⿸𠂆{50}
戶			⿱㇒尸
贝			⿸⿵冂丿丶
手			⿱㇒⿻二亅
戸			⿱一尸
天			⿱一大
反			⿸𠂆又
反			⿸厂又
火	;	⿻丷人	火
𠂒			⿰㇒土
𠂒			⊖生一
巴			⿻巳丨
牛			⿰㇒𰀁
化			⿰亻𠤎
化			⿰亻匕
爫			⿱㇒𭕄
爫			⿱㇒⿲㇒丶丶
元			⿱一兀
见			⿸⿵冂丿乚
𡈼			⿱㇒土
牜	;	牛	牜
龰			⿺人⺊
车			⿻⿻一𠃋十
𫧇			⿱匕匕
𧘇			𧘇
少			⿱𡭔㇒
少			⿱小㇒
公			⿱八厶
予			⿱龴𠄐
夬			⿻{14}人
为			⿻⿵力丶丶
比			⿰⿺乚一匕
比			⿰⿺乚一⿺乚一
比			⿰匕匕
比			⿰⿺乚一⿺乚㇒
歹			⿱一夕
旡			⿱一⿸⿻𠃋丿乚
旡			⿻无丨
夫			⿻二人
壬			⿱㇒士
壬			⿱一士
冃			⿵冂𠄠
勿			⿹勹⿰丿丿
五			⿱一𫝀
今			⿱⿵𠆢丶乛
今			⿱{88}乛
支			⿱十又
水			⿰㇇𰛅
水			⿰𰛄{24}
气			⿳𠂉一⺄
𠬝			⿸卩又
𭃂			⿻刀二
内			⿻冂人
𰀆			⿱一䒑
介			⿱𠆢⿰丿丨
父			⿱八乂
爿			⿰⿱𠃊丆丨
斗			⿻十⺀
井			⿻二⿰丿丨
冇			⿸𠂇冂
冇			⿸𠂇⺆
冇			⊖有𠄠
区			⿷匚㐅
区			⿷匸㐅
户			⿱丶尸
六			⿱亠八
长			⿸⿺⿻一𠄌㇒乀
太			⿵大丶
氏			氏
午			⿱𠂉十
𠓜			⿰入入
片			⿰丿⿱丄𠃍
仒			⿱𠆢⺀
尺			⿸尸㇏
𣥂			⊖少丶
友			⿸𠂇又
円			⿵冂丄
什			⿰亻十
专			⿱⿻一𠀁丶
无			⿱一尢
朩			⿻𬺰八
朩			⿻一小
切			⿰七刀
引			⿰弓丨
卝			⿰↔⺊⺊
毛			⿱㇒⿻二乚
帀			⿱一巾
办			⿻力八
夭			⿱㇒大
𠃜			⿻尸丨
丰			⿻三丨
丰			⿻⿱㇒二丨
內			⿻冂入
仑			⿱𠆢匕
亢			⿱亠几
屯			⿻一𡳾
屯			⿻㇒𡳾
队			⿰阝人
书			⿺⿻⿱𠃍𠃌丨丶
计			⿰讠十
㓁			⿱冖儿
𠁣			⿰丨𫜹
𠃛			⿰𰀄亅
仓			⿱𠆢㔾
韦			⿻⿳一一𠃌丨
风			⿵𠘨㐅
卬			⿰{39}卩
升			⿱㇒廾
勾			⿹勹厶
𰀡			⿲丨丨又
允			⿱厶儿
匀			⿹勹冫
尹			⿻{43}丿
勻			⿹勹二
冄			⿻冂𠄠
仍			⿰亻乃
卅			⿻一川
卅			⿻廾丨
厄			⿸厂㔾
𭁟			⿵{110}{111}
厷			⿸𠂇厶
巿			⿻一巾
毋	申		毋
冈			⿵冂㐅
厃			⿱⺈厂
𡭕			⿱一小
双			⿰又又
冗			⿱冖几
历			⿸厂力
乏			⿱㇒之
禸			⿻冂厶
互			⿱一彑
丑			⿻{42}丨
丑			？
収			⿰丩又
仅			⿰亻又
爪	?		爪
凶			⿶凵㐅
匂			⿹勹匕
𠀇			⿴𠀃一
𠀇			⊖且一
瓦			⿵⿸⿱一𠄌㇈丶
瓦			⿱⿵⿸丅㇈丶㇀
匹			⿷匚儿
匹			⿷匸儿
艺			⿱艹乙
肀			⿻{43}丨
𱐩			⿱𠂉力
𡯃			⿸𠂇𠤎
仁			⿰亻二
冘			⿸⿻冖丿乚
圡			⿷土丶
孔			⿰子乚
毌	申		毌
丹			⿻⿻⺆一丶
扎			⿰扌乚
乌			⊖鸟丶
乌			⿹⊖{53}丶一
⺗	小		⺗
币			⿱㇒巾
卆			⿱九十
𠀉			𠀉
𠀉			⊖丘丨
厅			⿸厂丁
幻			⿰幺𠃌
𠔾			⿱㇒⿻⺆一
𠔾			⊖舟⿱丶丶
攴			⿱⺊又
邓			⿰又阝
仏			⿰亻厶
凤			⿵𠘨又
仇			⿰亻九
𠔿			⿵冂人
𠂑			⿴𠂎丶
夃			⿵乃又
爻			⿱㐅乂
𠠵			⿺九力
仆			⿰亻卜
厸			⿰厶厶
丐			⿱⿸丅一㇉
刈			⿰㐅刂
㝉			⿱宀一
兮			⿱八丂
尐			⿱𡭔㇝
尐			⿱小乁
尐			⿱𡭔乁
尐			⿱小乀
弔			⿻弓丨
㕚			⿻叉丶
卞			⿱丶下
仄			⿸厂人
丏			⿱丅⿰𠃊𠃌
仃			⿰亻丁
㞢			⿱屮一
仌			⿱人人
仌			⿱𠆢𠆢
卍	x		卍
丯	丰		⿻彡丨
亓			⿱一丌
𠤏			⿱匕十
↔卍			
↔止			
↷戈			
↷予			
↷止			
↷灬			
↷见			
㐊			⿱士乙
㐋			⿱土乙
㐧			⿻⿹⿻乛亅㇒丶
㓀			⿱冖卜
㔫			⿸𠂇匕
㕛			⿱又又
㠪			⿱一上
㠪			⊖正丨
㸦			⿻丁⿱𠃋乀
丒			⿱刃一
丒			⿱⿹𠃌㐅一
丮			⿹⺄𰀁
乣			⿰幺乚
亖			⿱二二
亣			⿱丶丌
亣			⿱亠⿰丿丨
仂			⿰亻力
仉			⿰亻几
仐			⿱𠆢十
兂			⿸⿻⿱一𠃋丿乚
兂			⿻⿸⿻二丿乚丨
刅			⿰刃丶
勼			⿹勹九
勽			⿹勹人
匁			⿻勹乂
匁			⿻{34}乀
卐			↔卍
厹			⿱九厶
尣			⿱八儿
屲			⿱㇒山
弌			⿹弋一
弖			⿱弓一
罓			⿵冂㐅
阞			⿰阝力
𠀈			𠀈
𠀋			⿺丈丶
𠀌			⿱⿰𠃍{111}一
𠁾			𠁾
𠃙			⿱九九
𠆦			⿺𠃊亼
𠆧			⿰亻人
𠓝			⿱入十
𠔁			⿱八八
𠔃			⿱丷丂
𠔄			⿱丷匸
𠔽			⿵冂冂
𠕀			⿵冂又
𠘬			⿰几几
𠘭			⿱厶几
𠘯			⿻𠘨厶
𠘯			⿻几厶
𠙷			⿶凵十
𠙸			⿶凵厶
𠚪			⿰刀刀
𠚫			⿰又刂
𠠴			⿰力力
𠤭			⿷匚人
𠥻			𠥻
𠨎			⿰㔾㔾
𠨐			⿰匕卩
𠨬			⿸厂匕
𠫗			⿵𠘨厶
𠫗			⿻⿻丿㇈厶
𠫘			⿱厶十
𠬚			⿱九又
𠬛			⿱刀又
𠬜			⿰又⿻𠃊乚
𠬞			⿰𠂈又
𠬠			⿱丷又
𠮚			⿴囗丶
𡈽			⿺土丶
𡗒			𡗒
𡗓			⿱大一
𡗜			⿻大丷
𡴯			⿱山乙
𡿧			⿻巛一
𢀳			⿻巳一
𢆯			⿱幺丨
𢆰			⿱一幺
𢎜			𢎜
𢎟			⿻弓丨
𣁬			⿻{50}十
𣂑			⿸𠂆十
𣎳			⿻十儿
𣎳			⿻十⿰丿㇄
𣎴			⿻丅𠆢
𣦵			⿱⺊𠔼
𣦶			𣦶
𣫬			𣫬
𣬛			⿻⿱㇒二乚
𣱳			⿱一水
𤓯			⿻丅八
𤓰			⊖瓜丶
𤣥			⿱亠{27}
𤣥			⊖玄丶
𥘅			⿻丅⿰丿㇄
𥘅			⿱一⿲丿丨㇄
𥘅			⿻丅儿
𥘅			⿱一𫶧
𪟽			⿱⺊了
𫜵			⿴𰀪⺀
𫡅			⿰丩丩
𬺷			⊖𬺻㇒
𬺹			⿻{50}𠄠
𬼆			⿱乄乄
𬼆			⿱㐅㐅
𬽢			⿰亻㔾
𭀗			⿻𠃔丶
𭂩			⿵𠘨十
𭂫			⿵凢丶
𭃄			⿰十刀
𭄞			⿱𠆢力
𭅄			⿹勹又
𭅠			⿱十几
𭣔			⿺支丶
𭺫			⊖耳一
𰁒			⿰了了
𰅭			⿱八十
𰋵			⿺女丶
𰍰			⿸尸一
𱤻			↔止
𲋄			⿻𠘨二
白			⿱㇒日
目	目		⿴囗𠄠
禾			⿱㇒木
尔			⿱⿰㇒乛小
尓			⿱𠂉小
田	申		⿴囗十
𤴓			⿱一龰
可			⿹丁口
去			⿱土厶
生			⿰㇒龶
生			⿻𠂉土
示			⿱二小
示			⿱二𡭔
业			⿱⿻⿰丨丨丷一
立			⿱亠䒑
立			⿱丶𰀆
正			⿱一止
玉			⿻王丶
甘			⿴廿一
左			⿸𠂇工
出	?		⿱屮凵
他			⿰亻也
本			⿻木一
主			⿱丶王
主			⿱亠土
尼			⿸尸匕
旦			⿱日一
未			⿻一木
矢			⿱𠂉大
矢			⿰㇒天
且	目		⿴𠀃𠄠
占			⿱⺊口
乍			⿸⿱𠂉丨二
石			⿸丆口
冋			⿵冂口
用			⿵⺆𰀁
加			⿰力口
龷			⿱卄一
由			⿻日丨
戊			⿰丿戈
台			⿱厶口
宂			⿱宀几
宂			⿱宀儿
穴			⿱宀八
古			⿱十口
癶			⿰{101}{102}
𰃮			⿱𭕄冖
衤			⿱𪜊𰀠
衤			⿷礻㇒
𦓐			⿱㇒𦉫
罒			⿴囗⿰丨丨
申	申		⿻日丨
皿			⿴𠀃⿰丨丨
市			⿱亠巾
令			⿱⿵𠆢丶龴
令			⿱{88}龴
令			⿱{88}𰆊
民	卩 		民
皮			⿻{84}⿱丨又
圥			⿱土儿
只			⿱口八
𫩑			⿱丆囗
疒			⿰冫广
代			⿰亻弋
四			⿴囗⿰丿㇄
四			⿴囗儿
北			⿰{45}匕
龸			⿱⺌冖
冉	?		⿻冂土
外			⿰夕卜
对			⿰又寸
兄			⿱口儿
平			⿻干丷
平			⿻干八
发			⿺⿸⿻𠃋丿又丶
𢀖			⿱⿰㇇丶工
头			⿻⺀大
钅	;	⿱𠂉[干]	钅
半			⿻丷𰀁
半			⿻八𰀁
氺			⿰冫𰛅
圣			⿱又土
打			⿰扌丁
电			⿻日乚
务			⿱夂力
母	日 二		母
甲	申		⿻日丨
𢎨			⿹弔㇒
𡗗			⿻三人
叫			⿰口丩
𠁤			⿻儿口
𠁤			⊖西一
付			⿰亻寸
包			⿹勹巳
包			⿹勹己
世			⿻廿𠃊
术			⿺木丶
冬			⿱夂⺀
冬			⿱夂冫
必			⿻心㇒
央			⿻𠀃人
司			⿹𠃌𠮛
𨈐	口 ㇒		𨈐
𨈐	口 ㇒		⊖身𠄠
句			⿹勹口
矛			⿹予㇒
氐			⿱氏丶
氐			⿱氏一
弗			⿻弓⿰丿丨
失			⿰㇒夫
召			⿱刀口
它			⿱宀匕
朮			⿺𣎳丶
𢆉			⿱丷干
右			⿸𠂇口
布			⿸𠂇巾
另			⿱口力
㐱			⿱𠆢彡
㐌			⿱𠂉也
戋			⿻戈一
丙			⿱一内
东			⿻⿻一𠃋小
叩			⿰口卩
疋			⿱乛龰
処			⿺夂几
𠮥			⿱⺈口
㠯			⿰丨⿱{50}{50}
㠯			⿱{50}⿰丨{50}
𠮠			⿱口⿰丿𠃌
𠮠			⿱口勹
史			⿻⿻口丿乀
乎			⿻𠂌丷
𠮦			⿱丷口
号			⿱口丂
斥			⿻斤丶
刍			⿱⺈𫜹
丘			⿱㇒⿺丄丅
丘			⿷𠀉丨
戉			⿰𠄌戈
仔			⿰亻子
功			⿰工力
㕣			⿱八口
处			⿺夂卜
处			⿺夂人
広			⿸广厶
奴			⿰女又
兰			⿱丷三
击			⿱𰀁凵
永			⿱丶水
永			⿱一水
旧			⿰丨日
写			⿱冖与
写			⿱冖⿻{22}一
印			⿰{72}卩
印			⿰{71}卩
鸟			⿹{53}一
𠬤			⿱又𰀁
边			⿺辶力
末			⿻一木
𠀐			⿱中一
氶			⿱乛水
龙			⿸⿺𠂇丶𠤎
龙			⿺𡯃丶
犯			⿰犭㔾
𫢉			⿱𠆢干
节			⿱艹𰆊
卡			⿱上卜
𠂛			⿱㇒止
氿			⿰氵九
乐			⿻⿱㇒𠃋小
乐			⿱𠂆朩
厈			⿸厂干
弁			⿱厶廾
𰀢			⿲丨丨⿱𠂉丶
犮			⿺友丶
犮			⿺⿸𠂇乂丶
庁			⿸广丁
丗			⿻廿丨
丗			⿱⿻卄丨一
仕			⿰亻士
瓜			瓜
艾			⿱艹乂
氾			⿰氵㔾
刊			⿰干刂
宁			⿱宀丁
汉			⿰氵又
辺			⿺辶刀
札			⿰木乚
𫠣			⿻⿻一𠃋⿻𠃌八
礼			⿰礻乚
讨			⿰讠寸
玄			⿱亠幺
卯			⿰𠂎卩
幼			⿰幺力
厉			⿸厂万
仙			⿰亻山
𠙻			⿱干凵
夗			⿰夕㔾
巧			⿰工丂
凷			⿶凵土
𠙽			⿶凵士
训			⿰讠川
叶			⿰口十
奶			⿰女乃
归			⿰{49}𫜹
冊			⿻冂卄
冊			⿻𦉫一
払			⿰扌厶
汇			⿰氵匚
卉			⿱十廾
圧			⿸厂土
丝			⿱⿰{27}{27}一
册			⿻⿰⺆⺆一
灭			⿱一火
𠕁			⿵冂卄
𩰊			⿰王丨
𩰊			⿰王亅
𩰋			⿰丨王
𠮡			⿱口二
闪			⿵门人
叹			⿰口又
𤴔			⿱乛止
屵			⿱山厂
卢			⿱⺊尸
𦉫			⿵冂⿰丨丨
𦉫			⿵{110}⿰丨丨
匆			⿻勿丶
冚			⿱冖山
甩			⿵⺆⿻二乚
汁			⿰氵十
𠂔			⿹⿻⿱㇒㇉丨㇒
冯			⿰冫马
𡯄			⿺尢力
丛			⿱从一
孕			⿱乃子
叧			⿱口刀
圤			⿰土卜
帅			⿰{49}巾
𦘒			⿻肀一
丕			⿱不一
囚			⿴囗人
凸	x		凸
𣄼			⿱一日
匝			⿷匚巾
氷			⿻水丶
弘			⿰弓厶
㲺			⿰氵七
扒			⿰扌八
凹	x		凹
氹			⿺乙水
叨			⿰口刀
𠀔			⿳一𠂈人
𠀔			⊖亥丶
轧			⿰车乚
叱			⿰口𠤎
叱			⿰口七
汀			⿰氵丁
𦉰			⿵冂䒑
龱			⿴囗㐅
仟			⿰亻千
叵			⿷匚口
夲			⿱大十
廵			⿺廴巛
歺			⿱⺊夕
匛			⿷匚久
卮			⿸𠂋㔾
夯			⿱大力
仨			⿰亻三
匃			⿹勹亾
𡚬			⿱二女
㞋			⿸尸又
仞			⿰亻刃
仡			⿰亻乞
囙			⿴囗{50}
宄			⿱宀九
尕			⿱乃小
艽			⿱艹九
