	element	sub_ids	regions	elm_type	stroke	freq2	count2	dep2
4942	蕁	⿱艹尋	GHTJKPV		15	45.9	1	('蕁', '𤃂')
4943	稸	⿰禾畜	GTJKP		15	41.8	1	('稸', '𧁃')
4944	蕳	⿱艹間	GHT		15	41.8	1	('蕳', '𤃦', '𭒮')
4945	趠	⿺走卓	GHTJKPV		15	41.8	1	('趠', '𱄹')
4946	鋂	⿰釒每	GHTJKPV		15	41.8	1	('鋂', '𱁧')
4947	頪	⿰米頁	GTKP		15	41.8	1	('頪', '𤁾', '𥌨', '𪫇', '𬕿')
4948	䁝	⿱𤇾目	GTKP		15	27.9	1	('䁝', '㹙', '𡂚', '𤁽')
4949	䲷	⿱鳥木	HT		15	27.9	1	('䲷', '𡂢')
4950	厱	⿸厂僉	GTP		15	27.9	1	('厱', '𩖄')
4951	噧	⿰口萬	GTP		15	27.9	1	('噧', '𧔺')
4952	潕	⿰氵無	GHTKP		15	27.9	1	('潕', '㶃')
4953	潗	⿰氵集	GHTJKPV		15	27.9	1	('潗', '𫊋')
4954	濈	⿰氵⿰咠戈	K		15	69.73333333333333	1	('濈', '𩆭')
4955	濈	⿰氵⿻咠{97}	P		15	69.73333333333333	1	('濈', '𩆭')
4956	幝	⿰巾單	GHTKP		15	69.7	1	('幝', '𡃐')
4957	槾	⿰木曼	GHTJKPV		15	69.7	1	('槾', '𰲌')
4958	遶	⿺辶堯	GHTJKPV		15	69.7	1	('遶', '𡃺', '𡮾', '𤃤')
4959	諑	⿰訁豖	GHTJKP		15	65.9	1	('諑', '𧞮')
4960	潸	⿰氵⿱𣏟⺝	GP		15	62.15	1	('潸', '𩆤')
4961	潸	⿰氵⿱林⺝	H		15	62.15	1	('潸', '𩆤')
4962	潸	⿰氵⿱𣏟⺼	T		15	62.15	1	('潸', '𩆤')
4963	潸	⿰氵⿱𣏟月	JK		15	62.15	1	('潸', '𩆤')
4964	䝿	⿱臾貝	GJP		15	55.8	1	('䝿', '𡃪', '𡓤', '𢤳', '𣟨', '𤃘', '𤼊', '𥌶', '𥤒', '𥤒', '𦇣', '𦘋', '𧂟', '𧭾', '𧸋', '𨇚', '𨘤', '𨷪', '𨽠', '𩉓')
4965	䝿	⿱⿻𦥑人貝	T		15	55.8	1	('䝿', '𡃪', '𡓤', '𢤳', '𣟨', '𤃘', '𤼊', '𥌶', '𥤒', '𥤒', '𦇣', '𦘋', '𧂟', '𧭾', '𧸋', '𨇚', '𨘤', '𨷪', '𨽠', '𩉓')
4966	槷	⿱埶木	GHTP		15	55.8	1	('槷', '𧁈')
4967	槷	⿱⿰坴{20}木	K		15	55.8	1	('槷', '𧁈')
4968	潐	⿰氵焦	GHTKPV		15	55.8	1	('潐', '𧀡', '𪇶')
4969	蕫	⿱艹童	GHTJKP		15	55.8	1	('蕫', '𢤦', '𬛞', '𭌕')
4970	稺	⿰禾屖	GHTJKP		15	125.5	1	('稺', '𮒤')
4971	褢	⿳亠鬼𧘇	GHTK		15	112.1	1	('褢', '𠐤', '𤪿')
4972	稾	⿱高禾	GHTJKP		15	111.6	1	('稾', '藳')
4973	蕇	⿱艹單	GHTKP		15	111.6	1	('蕇', '鄿', '𧂳', '𧂳', '𭄚', '𭬩')
4974	骹	⿰骨交	GHTJKP		15	111.6	1	('骹', '䉰', '䕧')
4975	霈	⿱雨沛	GHTJKPV		15	104.6	1	('霈', '𪷳')
4976	槧	⿱斬木	GHTJKP		15	100.2	1	('槧', '𧀵')
4977	賡	⿸庚貝	GHTJKV		15	99.8	1	('賡', '𨽔')
4978	賡	⿱庚貝	P		15	99.8	1	('賡', '𨽔')
4979	憃	⿱舂心	GHTJKP		15	97.6	1	('憃', '𣞝', '𩯲')
4980	槮	⿰木參	GHTJKPV		15	97.6	1	('槮', '𥶠')
4981	蕑	⿱艹閒	GHTJKP		15	97.6	1	('蕑', '𡤃', '𣟫', '𧂡')
4982	蝱	⿱亡䖵	GHTJKP		15	97.6	1	('蝱', '䥰')
4983	鼒	⿱才鼎	GHTJKP		15	97.6	1	('鼒', '𡓀')
4984	霅	⿱雨言	GHTJKP		15	83.7	1	('霅', '㘊', '𤁳', '𱾳')
4985	濈	⿰氵戢	GHTJV		15	69.73333333333333	1	('濈', '𩆭')
4986	遹	⿺辶矞	GHTJKP		15	251.4	1	('遹', '𪈄')
4987	瞏	⿱罒袁	GHTKP		15	251.0	1	('瞏', '𠐛', '𡣱', '𢸃', '𣞲', '𤪹', '𥌡', '𦇏', '𦒬', '𧔘', '𧭴', '𨏙', '𨘣', '𨷤', '𩯴', '𬙫', '𰡨', '𦍆')
4988	閫	⿵門困	GHTJKP		15	244.4	1	('閫', '𰙀')
4989	慙	⿱斬心	GHTJKP		15	223.1	1	('慙', '𩉒')
4990	頟	⿰各頁	GHTKP		15	209.2	1	('頟', '𡾆')
4991	蕨	⿱艹厥	GHTJKP		15	196.4	1	('蕨', '𧂱', '𧂱')
4992	澋	⿰氵景	GHTJKP		15	190.7	1	('澋', '灏', '\U0002ee5b')
4993	儂	⿰亻農	GHTJKPV		15	188.0	1	('儂', '𧁓')
4994	𢕪	⿰彳喬	GTV		15	181.3	1	('𢕪', '屩', '𨇊')
4995	遴	⿺辶粦	GHTJKPV		15	177.2	1	('遴', '𧁽', '𫸈')
4996	儇	⿰亻睘	GHTJKP		15	172.1	1	('儇', '𰫶')
4997	槱	⿰木⿱酉灬	GHTP		15	167.4	1	('槱', '𮒞')
4998	槱	⿱梄灬	JK		15	167.4	1	('槱', '𮒞')
4999	歔	⿰虚欠	G		15	161.45	1	('歔', '𡃧')
5000	歔	⿰虛欠	HTJKP		15	161.45	1	('歔', '𡃧')
5001	樠	⿰木㒼	GHTJKP		15	153.4	1	('樠', '𤂉')
5002	撟	⿰扌喬	GHTJKPV		15	536.7	1	('撟', '𭕷')
5003	閬	⿵門良	GHTJKP		15	527.8	1	('閬', '䕞')
5004	翫	⿰習元	GHTJKP		15	517.0	1	('翫', '𠐢')
5005	澍	⿰氵尌	GHTJKP		15	516.7	1	('澍', '𩆩')
5006	槳	⿱將木	GHTJKP		15	495.2	1	('槳', '𥷃')
5007	緹	⿰糹是	GHT		15	489.8	1	('緹', '𧀠')
5008	緹	⿰糸是	JKP		15	489.8	1	('緹', '𧀠')
5009	賚	⿱來貝	GHTJKP		15	479.0	1	('賚', '𡃄', '𮣠')
5010	羯	⿰羊曷	GHTJKP		15	454.2	1	('羯', '𭌅')
5011	窳	⿱穴㼌	G		15	363.25	1	('窳', '㺠')
5012	窳	⿱⿱宀儿㼌	HTJKP		15	363.25	1	('窳', '㺠')
5013	𢿐	⿰⿱幺幸攵	GT		15	348.7	1	('𢿐', '盭', '𰊿')
5014	覩	⿰者見	GHTKPV		15	341.7	1	('覩', '𣠶', '𤒠', '𧺂', '𧺃', '𨇛', '𨇜', '𬦄', '𭌎', '𱸰')
5015	覩	⿰⿻者丶見	J		15	341.7	1	('覩', '𣠶', '𤒠', '𧺂', '𧺃', '𨇛', '𨇜', '𬦄', '𭌎', '𱸰')
5016	踖	⿰𧾷昔	GHTJKPV		15	320.8	1	('踖', '𡽞')
5017	蝥	⿱敄虫	GHTJKP		15	283.8	1	('蝥', '𧒚')
5018	蕙	⿱艹惠	GHTJKPV		15	947.7	1	('蕙', '𢤺', '𤫃', '𦇠', '𪷺', '𬔄')
5019	緘	⿰糹咸	GHTV		15	921.1500000000001	1	('緘', '𥶳', '𦆃', '𧁺')
5020	緘	⿰糸咸	JKP		15	921.1500000000001	1	('緘', '𥶳', '𦆃', '𧁺')
5021	緝	⿰糹咠	GHT		15	891.75	1	('緝', '𡃃', '𧁭')
5022	緝	⿰糸咠	JKP		15	891.75	1	('緝', '𡃃', '𧁭')
5023	暪	⿰日㒼	GHTKP		15	801.3	1	('暪', '𤃞')
5024	寮	⿱宀尞	GHTJKP		15	746.5	1	('寮', '屪', '曢', '爎', '藔', '𠐟', '𠠙', '𡣲', '𢸘', '𤖡', '𤢸', '𥌢', '𥶣', '𧸴', '𨯈', '𨽒', '𩟩', '𪤮', '𪴔', '𪷷')
5025	廡	⿸广無	GHTJKPV		15	721.3	1	('廡', '𤮢', '𧓼')
5026	餒	⿰飠妥	GHTPV		15	713.5	1	('餒', '𡃲', '𤃠', '𥷓', '𩟼', '𫄑', '𬛠', '𬷸')
5027	餒	⿰𩙿妥	JK		15	713.5	1	('餒', '𡃲', '𤃠', '𥷓', '𩟼', '𫄑', '𬛠', '𬷸')
5028	嶲	⿱山雋	GHTJKP		15	641.6	1	('嶲', '觽', '㒞', '㰎', '㼇', '䥴', '𡣸', '𢤮', '𢹂', '𦢥', '𦢥', '𧔍', '𧮄', '𧲑', '𨟎', '𩍺', '𩟥', '𩧎', '𩽌', '𰿅')
5029	暹	⿺辶⿱日隹	GHTJKPVU		15	605.0	1	('暹', '𧔷', '𭀌', '𭶤', '𲌣')
5030	諄	⿰訁享	GHTJKP		15	584.8	1	('諄', '𫬛')
5031	慼	⿱戚心	GHJKPV		15	567.5	1	('慼', '𡂔', '𢅪', '𢷾', '𥀽', '𦢑', '𦢑', '𧞰', '𧞰', '𭟍')
5032	慼	⿵戚心	T		15	567.5	1	('慼', '𡂔', '𢅪', '𢷾', '𥀽', '𦢑', '𦢑', '𧞰', '𧞰', '𭟍')
5033	緜	⿰帛系	GHTJKP		15	543.9	1	('緜', '𥌣')
5034	趟	⿺走尚	GHT		15	1687.55	1	('趟', '𢸋')
5035	趟	⿺走尙	JKP		15	1687.55	1	('趟', '𢸋')
5036	撻	⿰扌達	GHTJKPV		15	1552.1	1	('撻', '𡃿', '𤃧')
5037	儋	⿰亻詹	GHTJKP		15	1500.7	1	('儋', '𧀻')
5038	箴	⿱𥫗咸	GHTJKPV		15	1467.4	1	('箴', '鱵', '𢤝', '𦏣', '𨮼', '𪇳', '𪈁', '𪉕', '𪒹', '𫄏', '𮬤', '𱩺')
5039	槽	⿰木曹	GHTJKPV		15	1454.0	1	('槽', '𨘨', '𰘻')
5040	翦	⿱前羽	GHTKP		15	1373.1	1	('翦', '譾', '𢸄', '𫍿', '𰝨')
5041	翦	⿱⿱䒑⿰⿵冂⺀刂羽	J		15	1373.1	1	('翦', '譾', '𢸄', '𫍿', '𰝨')
5042	毆	⿰區殳	GHTJKP		15	1364.1	1	('毆', '𬥍')
5043	畿	⿹{29}田	GHTJKPV		15	1184.6	1	('畿', '㼄', '𦢍', '𦢍', '𰋀')
5044	畿	⿻𢆶𤰭	X		15	1184.6	1	('畿', '㼄', '𦢍', '𦢍', '𰋀')
5045	磐	⿱般石	GHTJKP		15	1162.4	1	('磐', '𪼪', '\U0002ecbc')
5046	憧	⿰忄童	GHTJKP		15	1135.3	1	('憧', '𢤤')
5047	撮	⿰扌最	GHTJKPV		15	1058.1	1	('撮', '𢤎', '𪢚')
5048	篆	⿱𥫗彖	GHTJKPV		15	1053.2	1	('篆', '𢸢', '𤪪', '𥌫', '𱼣')
5049	憨	⿱敢心	GHTJKPV		15	986.7	1	('憨', '𠐣', '𤼉', '𥷌')
5050	蕊	⿱艹惢	GHTJKPV		15	2926.0	1	('蕊', '𦢬', '𬉡', '𮒦', '𮒦', '𰳥')
5051	撈	⿰扌勞	GHTJKPV		15	2895.2	1	('撈', '𫬓')
5052	噓	⿰口虛	GHTJKPV		15	2841.2	1	('噓', '𭌗')
5053	蕉	⿱艹焦	GHTJKPV		15	2502.2	1	('蕉', '櫵', '爑', '䌭', '䌭', '𢤼', '𢸺', '𫑿', '𫣾', '𫲔', '𬁞', '𬷹', '𭀐', '𰲑', '𱿍')
5054	賬	⿰貝長	GHTJKP		15	2311.3	1	('賬', '𫬖')
5055	澜	⿰氵阑	G		15	2265.4	1	('澜', '\U0002edb9')
5056	磊	⿱石砳	GHTJKPV		15	2213.7	1	('磊', '藞', '㔏', '㩡', '㰁', '𠁻', '𠐞', '𡂳', '𡓃', '𡕎', '𡤟', '𡾏', '𡾷', '𢋧', '𢤡', '𤂬', '𤑭', '𤢿', '𤻳', '𥗐')
5057	輟	⿰車叕	GHTJKP		15	2133.6	1	('輟', '𱴿')
5058	潦	⿰氵尞	GHTJKPV		15	2130.6	1	('潦', '𧀪')
5059	幡	⿰巾番	GHTJKPV		15	2030.0	1	('幡', '𥶋')
5060	鋤	⿰釒助	GHTJKP		15	2008.6	1	('鋤', '㐥', '𱕩', '𱕩')
5061	樁	⿰木舂	GHTJKPV		15	1967.1	1	('樁', '𱕖')
5062	蕪	⿱艹無	GHTJKPV		15	1861.0	1	('蕪', '𦢲')
5063	鞍	⿰革安	GHTJKPV		15	1735.3	1	('鞍', '𧁟', '𭺧')
5064	瑾	⿰𤣩堇	GHTJKP		15	1715.5	1	('瑾', '\U0002edb8')
5065	幢	⿰巾童	GHTJKPV		15	1696.0	1	('幢', '𢤖')
5066	败	⿰贝攵	G		8	72931.6	1	('败', '𱖼')
5067	设	⿰讠殳	GH		6	46715.2	1	('设', '𰰺')
5068	划	⿰戈刂	GHTJKP		6	46588.4	1	('划', '𭇞', '𭠤', '𰓛', '𰰲')
5069	忙	⿰忄亡	GHTJKPV		6	46353.0	1	('忙', '𦮝')
5070	级	⿰纟及	G		6	45519.0	1	('级', '𫼾')
5071	欢	⿰又欠	GTP		6	43811.9	1	('欢', '𣤅', '𭇲', '𭇳', '𰴸', '𱞓')
5072	戏	⿰又戈	GT		6	42280.6	1	('戏', '𰇣', '𱣘')
5073	爷	⿱父卩	G		6	38289.5	1	('爷', '𫢜')
5074	奸	⿰女干	GHTJKPV		6	37361.0	1	('奸', '𡋖', '𪥻', '𫰸', '𫱅', '𫱸', '𱞖')
5075	异	⿱巳廾	G		6	64433.46666666667	1	('异', '𢼷', '𦚪', '𩐦', '𫷩', '\U0002ee46')
5076	异	⿱已廾	HP		6	64433.46666666667	1	('异', '𢼷', '𦚪', '𩐦', '𫷩', '\U0002ee46')
5077	异	⿱己廾	TJK		6	64433.46666666667	1	('异', '𢼷', '𦚪', '𩐦', '𫷩', '\U0002ee46')
5078	膝	⿰⺼桼	HT		15	3749.45	1	('膝', '𦡩', '𧀬')
5079	諂	⿰訁臽	GHTJKPV		15	3658.3	1	('諂', '𭌂')
5080	撩	⿰扌尞	GHTJKPV		15	3434.7	1	('撩', '𡃔')
5081	殤	⿰歹𬀷	GHTJKP		15	3061.0	1	('殤', '𧀫')
5082	彼	⿰彳皮	GHTJKPV		8	76992.8	1	('彼', '𠥌', '𠪍', '𠶎', '𡮌', '𢜢', '𢯏', '𣔓', '𣤳', '𣷭', '𥓳', '𥨑', '𥨑', '𦋕', '𩏃', '𩕂', '𩜔', '𫖽', '𱝻')
5083	臍	⿰月齊	GJKP		18	637.0	1	('臍', '𫊖')
5084	臍	⿰⺼齊	HT		18	637.0	1	('臍', '𫊖')
5085	闓	⿵門豈	GHTJKP		18	620.1	1	('闓', '𭟥')
5086	嚚	⿳吅臣吅	GHTJKP		18	613.6	1	('嚚', '𡅚', '𧄤')
5087	擒	⿰扌禽	GHTJKPV		15	4987.9	1	('擒', '𫬜')
5088	邁	⿺辶萬	GHTJKPV		15	4873.2	1	('邁', '𧮇', '𫬱')
5089	編	⿰糹扁	GHTV		15	4367.55	1	('編', '𤻶', '𰪢')
5090	編	⿰糸扁	JKP		15	4367.55	1	('編', '𤻶', '𰪢')
5091	霄	⿱雨肖	GHTJKPV		15	4214.3	1	('霄', '𥍕')
5092	𤍾	⿱林𤆍	GT		15	4195.200000000001	1	('𤍾', '爨', '爨', '爨', '𤏷', '𫴘', '𬋡', '𣡿', '𥎤', '𥎥', '𩎑', '𣡿', '𥎤', '𥎥', '𩎑', '𣡿', '𥎤', '𥎥', '𩎑')
5093	億	⿰亻意	GHTJKPV		15	4138.6	1	('億', '𨯑', '𬟆')
5094	虢	⿰寽虎	GHTJK		15	3951.6	1	('虢', '㶁', '𢸗', '𧭣', '𲆣')
5095	虢	⿰⿱爫寸虎	P		15	3951.6	1	('虢', '㶁', '𢸗', '𧭣', '𲆣')
5096	膝	⿰月桼	GJKP		15	3749.45	1	('膝', '𦡩', '𧀬')
5097	降	⿰阝夅	GHTJKPV		8	73177.1	1	('降', '𡲣', '𡹷', '𤌅', '𤯲', '𧌰', '𩄐', '𫁫', '𭉓', '𰙳', '𰜡', '𱗘', '𱽿')
5098	藟	⿱艹畾	GHTJKP		18	488.1	1	('藟', '𡿉')
5099	颢	⿰景页	G		18	474.3	1	('颢', '\U0002ec17')
5100	鞫	⿰革訇	GHTJKP		18	350.0	1	('鞫', '𧄛', '𨰌', '𩧛', '𮆾')
5101	齕	⿰齒乞	GHTJKP		18	348.7	1	('齕', '𥷳', '𪩟')
5102	簟	⿱𥫗覃	GHTKP		18	311.5	1	('簟', '㶘')
5103	怪	⿰忄圣	GHTJKPV		8	108171.5	1	('怪', '𠶔', '𢯑', '𬏴', '𰸘')
5104	注	⿰氵主	GHTJKPV		8	98897.8	1	('注', '乼', '霔', '㗟', '㗟', '𥦠', '𥦠', '𮊈', '𨩾')
5105	儉	⿰亻僉	GHTJKPV		15	8273.7	1	('儉', '𢸟', '𨇓', '𨯘', '𰯥', '𰸶', '𱕚')
5106	撥	⿰扌發	GHTJKPV		15	8048.3	1	('撥', '𱕕')
5107	豎	⿱臤豆	GHTJKP		15	7241.3	1	('豎', '𠐊', '𧞫')
5108	撒	⿰扌散	GHTJKP		15	6482.5	1	('撒', '𫬒')
5109	蝦	⿰虫叚	GHTJKP		15	5911.0	1	('蝦', '𫬗')
5110	憎	⿰忄曾	GHTKP		15	5667.15	1	('憎', '𮆱')
5111	憎	⿰忄曽	J		15	5667.15	1	('憎', '𮆱')
5112	玩	⿰𤣩元	GHTJKPV		8	90218.6	1	('玩', '𠶃', '𬕎', '𰑨')
5113	怕	⿰忄白	GHTJKP		8	79792.2	1	('怕', '𫻅', '𫻋', '𰯜', '𱘶')
5114	閱	⿵門兌	GHTKP		15	11505.2	1	('閱', '𧀲', '𮆬')
5115	鋪	⿰釒甫	GHTJKPV		15	11384.4	1	('鋪', '𪢜')
5116	戮	⿰翏戈	GHTJKP		15	10873.2	1	('戮', '𪇯')
5117	輝	⿰光軍	GHTJKPV		15	10506.0	1	('輝', '𦇊')
5118	噴	⿰口賁	GHTJKPV		15	10224.8	1	('噴', '𤂫')
5119	撲	⿰扌菐	GHTJKPV		15	10053.0	1	('撲', '𡃒', '𤾷', '𦢟')
5120	稽	⿰禾⿱尤旨	GHTJPV		15	9761.5	1	('稽', '𡃊', '𡓈', '𥗎', '𦪼', '𨯀')
5121	稽	⿰禾⿱尤㫖	K		15	9761.5	1	('稽', '𡃊', '𡓈', '𥗎', '𦪼', '𨯀')
5122	歎	⿰𦰩欠	GHTJKPV		15	9590.8	1	('歎', '擹', '𣋸', '𣞔', '𤁤', '𪇽')
5123	鞋	⿰革圭	GHTJKPV		15	9535.3	1	('鞋', '嚡')
5124	賭	⿰貝者	GHTKPV		15	8816.1	1	('賭', '𭌙')
5125	賭	⿰貝⿻者丶	J		15	8816.1	1	('賭', '𭌙')
5126	闒	⿵門𦐇	GHTJKP		18	585.8	1	('闒', '躢', '𡓲', '𤒻', '𧄱', '𧮑', '𨰏')
5127	禰	⿰礻爾	GHT		18	546.15	1	('禰', '𭌹')
5128	禰	⿰示爾	JKP		18	546.15	1	('禰', '𭌹')
5129	㬥	⿳𣅽大米	GTJP		18	502.0	1	('㬥', '𠑔', '𢥟', '𢹯', '𣌑', '𤄗', '𤒺', '𤜌', '𦣃', '𧟊', '𧮔', '𪈚', '𪈫')
5130	蕩	⿱艹湯	GHTJKPV		15	14298.2	1	('蕩', '𢥉', '𥗔')
5131	履	⿸尸復	GHTJKPV		15	14181.0	1	('履', '𢖓', '𭌆', '𭗫', '𱡋')
5132	趣	⿺走取	GHTJPV		15	13265.2	1	('趣', '𫋦')
5133	趣	⿺走⿸耳又	K		15	13265.2	1	('趣', '𫋦')
5134	鬧	⿵鬥市	GHTKPV		15	13026.65	1	('鬧', '𤂗')
5135	鬧	⿵鬥巿	J		15	13026.65	1	('鬧', '𤂗')
5136	範	⿱𥫗𨊠	GHTJKPV		15	12983.7	1	('範', '𭐃', '𭬣')
5137	摩	⿸麻手	GHTJKP		15	12902.3	1	('摩', '嚤', '擵', '藦', '𠘚', '𠠒', '𡾉', '𢣾', '𥗂', '𦇑', '𨣴', '𩉑', '𫾝', '𭢽', '𭣒', '𱇇')
5138	糊	⿰米胡	GHTJKPV		15	12891.3	1	('糊', '𫊊')
5139	練	⿰糹柬	GHTV		15	12179.833333333334	1	('練', '𬚎', '𭌈', '𲄐')
5140	練	⿰糸東	J		15	12179.833333333334	1	('練', '𬚎', '𭌈', '𲄐')
5141	練	⿰糸柬	KP		15	12179.833333333334	1	('練', '𬚎', '𭌈', '𲄐')
5142	遼	⿺辶尞	GHTJKPV		15	12104.1	1	('遼', '𣟆', '𤃜', '𥷊', '𧂏')
5143	踏	⿰𧾷沓	GHTJKPV		15	12061.6	1	('踏', '𧃌')
5144	播	⿰扌番	GHTJKPV		15	12059.4	1	('播', '𡃓', '𭳐')
5145	澄	⿰氵登	GHTJKPV		15	11626.9	1	('澄', '𭟕')
5146	緩	⿰糸爰	JKP		15	18321.1	1	('緩', '藧', '𥶍')
5147	箭	⿱𥫗前	GHTKPV		15	18030.9	1	('箭', '擶', '櫤', '𢤣', '𮆵')
5148	箭	⿱𥫗⿱䒑⿰⿵冂⺀刂	J		15	18030.9	1	('箭', '擶', '櫤', '𢤣', '𮆵')
5149	劇	⿰豦刂	GHTJKPV		15	17533.7	1	('劇', '㘌', '𤁴', '𥗌')
5150	踪	⿰𧾷宗	GHTJKPV		15	17451.1	1	('踪', '𱕙')
5151	罵	⿱罒馬	GHTJKPV		15	16388.3	1	('罵', '𡂼', '𢤇', '𦌹', '𧁦', '𭸱', '𱶬')
5152	層	⿸尸曾	GHTKPV		15	15772.9	1	('層', '𡃆', '𡒸', '𡾓', '𥶰', '𪴕', '𭣃', '𮜠')
5153	層	⿸尸曽	J		15	15772.9	1	('層', '𡃆', '𡒸', '𡾓', '𥶰', '𪴕', '𭣃', '𮜠')
5154	慰	⿱尉心	GHTJKPV		15	15755.1	1	('慰', '藯')
5155	潜	⿰氵替	GHTJKP		15	15730.3	1	('潜', '𢸝')
5156	鋒	⿰釒夆	GHTJKPV		15	15697.0	1	('鋒', '𩆨')
5157	蕃	⿱艹番	GHTJKP		15	15561.0	1	('蕃', '𧂵', '𧂵', '𪿾')
5158	靠	⿱告非	GTKPV[B]		15	15272.1	1	('靠', '㸆', '𣞳', '𨘴', '𨯕', '𫣶', '𮧈', '𱡇')
5159	靠	⿱吿非	HJ		15	15272.1	1	('靠', '㸆', '𣞳', '𨘴', '𨯕', '𫣶', '𮧈', '𱡇')
5160	皺	⿰芻皮	GHTJKP		15	15050.6	1	('皺', '𥶈')
5161	暫	⿱斬日	GHTJKPV		15	14647.7	1	('暫', '𡃞', '𡗎', '𧔜', '𪮻')
5162	刻	⿰亥刂	GHTJKPV		8	147494.6	1	('刻', '𢮰', '𪣫', '𫋉', '𱞤')
5163	终	⿰纟冬	G		8	146180.3	1	('终', '𰱛')
5164	性	⿰忄生	GHTJKPV		8	120517.5	1	('性', '𠶞')
5165	忠	⿱中心	GHTJKPV		8	115139.6	1	('忠', '贒', '㥙', '䛱', '𠊞', '𢘑', '𢘗', '𣷡', '𦜦', '𨨩', '𨵖', '𩗻', '𫁑', '𫁑', '𬅇', '𰑻', '𱖽', '𲈅')
5166	妹	⿰女未	GHTJKPV		8	114731.3	1	('妹', '𠵈', '𦳀', '𦾇', '𨨓', '𱧁')
5167	贤	⿱𰀡贝	G		8	112280.3	1	('贤', '𫢲', '𬜾', '𰧇', '𱏛', '𱞠')
5168	承	⿻氶三	GHTJKPV		8	110994.0	1	('承', '㴍', '𠉹', '𢁇', '𢬫', '𢬬', '𢬬', '𢮋', '𤗓', '𦜎', '𦜎', '𦫠', '𦲶', '𨛾', '𫎷', '\U0002ec02', '\U0002ed24', '𰇻', '𰔄', '𰗸')
5169	廟	⿸广⿰𠦝⿵⺆⺀	J		15	20838.4	1	('廟', '𫗻', '𱕜')
5170	豫	⿰予象	GHTJKPV		15	20681.7	1	('豫', '櫲', '𤂻', '𫡡', '𫮻')
5171	盤	⿱般皿	GHTJKPV		15	20325.9	1	('盤', '瀊', '䃲', '䰔', '𡂑', '𢸔', '𤻷', '𥃚', '𥃛', '𬬛', '𮆮', '𰖶', '𱇆')
5172	歐	⿰區欠	GHTJKP		15	20001.6	1	('歐', '䥲', '𡂿', '𤮥', '𥗄', '𧞨', '𰎼', '𰟱', '𰲊', '𲍨')
5173	熟	⿱孰灬	GHTPV		15	19779.15	1	('熟', '𤒙', '𰃁', '𱬪')
5174	熟	⿱⿰享{20}灬	JK		15	19779.15	1	('熟', '𤒙', '𰃁', '𱬪')
5175	撫	⿰扌無	GHTJKPV		15	18937.2	1	('撫', '𧁵')
5176	醉	⿰酉卒	GHTJKPV		15	18893.0	1	('醉', '𤂭')
5177	緩	⿰糹爰	GHTV		15	18321.1	1	('緩', '藧', '𥶍')
5178	颜	⿰彦页	G		15	27940.9	1	('颜', '𰉁')
5179	撞	⿰扌童	GHTJKPV		15	27801.2	1	('撞', '𫝿')
5180	慶	⿸{55}⿱乛𢖻	GHTJKPV		15	26967.4	1	('慶', '櫦', '羻', '𡂻', '𥽝', '𨯙', '𪮿', '𪷸', '𫑭', '𮆯')
5181	價	⿰亻賈	GHTJKPV		15	25928.9	1	('價', '𰉀')
5182	輪	⿰車侖	GHTJKPV		15	24329.0	1	('輪', '𥶡', '𭋳', '𮒜', '𮣣')
5183	賦	⿰貝武	GHTJKPV		15	24133.8	1	('賦', '𫂩')
5184	標	⿰木票	GHTJKPV		15	23776.6	1	('標', '𰤉')
5185	篇	⿱𥫗扁	GHTJKPV		15	22575.9	1	('篇', '𡒺', '𭄙', '𮨣')
5186	選	⿺辶巽	GHTKV		15	22064.35	1	('選', '𠐯', '𢸷', '𣟙', '𤂿', '𥶷', '𦇗', '𧂍', '𨯭')
5187	選	⿺辶𢁉	JP		15	22064.35	1	('選', '𠐯', '𢸷', '𣟙', '𤂿', '𥶷', '𦇗', '𧂍', '𨯭')
5188	輩	⿱非車	GHTJKPV		15	21933.0	1	('輩', '𠐡', '𠓽', '𫚄')
5189	駕	⿱加馬	GHTJKPV		15	21051.2	1	('駕', '𡃉', '𪯀')
5190	課	⿰訁果	GHTJKPV		15	20933.4	1	('課', '𢸠', '𣋾', '𥌥')
5191	廟	⿸广朝	GHTKPV		15	20838.4	1	('廟', '𫗻', '𱕜')
5192	沒	⿰氵⿱勹又	GHTJKPV		7	635479.0	1	('沒', '莈', '𩃁')
5193	住	⿰亻主	GHTJKPV		7	549526.1	1	('住', '𡸌', '𣁑', '𥇁', '𪝲', '𬷗', '𭰠', '𰍀')
5194	鎔	⿰釒容	GHTJKP		18	192.2	1	('鎔', '𪸆')
5195	繢	⿰糹貴	GHT		18	183.2	1	('繢', '𧄑')
5196	繢	⿰糸貴	JKP		18	183.2	1	('繢', '𧄑')
5197	蹔	⿱斬足	GHTJKP		18	153.4	1	('蹔', '𨊝')
5198	蹢	⿰𧾷啇	GHTJKPV		18	139.5	1	('蹢', '𧃐')
5199	虩	⿰⿳⺌日小虎	G		18	139.46666666666667	1	('虩', '𡄼', '𭳳')
5200	虩	⿰⿱小⿱日小虎	H		18	139.46666666666667	1	('虩', '𡄼', '𭳳')
5201	虩	⿰𡭴虎	TJKP		18	139.46666666666667	1	('虩', '𡄼', '𭳳')
5202	韞	⿰韋昷	G		18	118.45	1	('韞', '𧄧')
5203	穀	⿰⿱⿱士冖禾殳	J		15	33332.2	1	('穀', '瀔', '𣫉', '𣫪', '𥵠', '𦾫', '𧂣', '𧞒', '𩁡', '𪇗', '𭬨')
