	element	sub_ids	regions	elm_type	stroke	freq2	count2	dep2
0	⿱	⿱	.	idc	0	3748058975.8999996	7135	('⿱', '丁', '丂', '丄', '丅', '丆', '丆', '上', '下', '丌', '丏', '丐', '丒', '丒', '专', '丕', '丗', '丗', '丘', '丙')
1	⿰	⿰	.	idc	0	2083244285.425	7103	('⿰', '丌', '不', '丏', '业', '丝', '丣', '丣', '丣', '丣', '丩', '丬', '丱', '丱', '丱', '丱', '丱', '丳', '丷', '丽')
2	一	一	GHTJKPV		1	3514932624.3166666	6872	('一', '丁', '丂', '七', '七', '丄', '丅', '丆', '丆', '上', '下', '丌', '与', '与', '丐', '丒', '丒', '专', '丕', '丗')
3	丨	丨	GHTJKP		1	1630097703.2749999	5779	('丨', '丄', '丅', '丌', '不', '丑', '丗', '丗', '丗', '丘', '业', '业', '丣', '丩', '个', '丫', '丬', '中', '丯', '丰')
4	⿻	⿻	.	idc	0	1537855989.6866667	5680	('⿻', '七', '七', '丈', '不', '与', '丑', '专', '世', '丗', '丗', '丗', '业', '东', '东', '両', '丣', '两', '丧', '中')
5	丶	丶	GHTJKP		1	1143524922.7	4480	('丶', '不', '专', '临', '丷', '丸', '丸', '丹', '为', '为', '主', '丼', '丽', '丽', '丽', '丽', '义', '之', '乓', '书')
6	㇒	㇒	.		1	992859291.5266666	4429	('㇒', '丆', '丘', '丢', '丰', '丷', '乇', '乇', '乇', '么', '乊', '乏', '乐', '乑', '乒', '亇', '亇', '亻', '俾', '先')
7	丿	丿	GHTJKPV		1	591461847.8933333	3335	('丿', '丆', '丌', '丣', '严', '丱', '丳', '乃', '乔', '井', '亣', '亦', '亷', '介', '伵', '俛', '俾', '儿', '兂', '兂')
8	十	⿻一丨	GHTJKPV		2	447848937.75333333	3326	('十', '亁', '什', '仐', '伞', '俾', '傘', '克', '兙', '凖', '卂', '卂', '千', '卆', '午', '卉', '卋', '华', '华', '协')
9	⿴	⿴	.	idc	0	337283897.36	2666	('⿴', '且', '丼', '亙', '伵', '兠', '叉', '叟', '囙', '囚', '四', '四', '囜', '囝', '回', '因', '囡', '团', '団', '囤')
10	口	口	GHTJKPV		3	310743710.26666665	2470	('口', '中', '亜', '亨', '享', '侃', '俗', '俛', '倉', '倉', '倜', '兄', '免', '兎', '兎', '兔', '兔', '冋', '冏', '冕')
11	囗	囗	GHTJKP		3	209093170.675	2208	('囗', '伵', '囙', '囚', '四', '四', '囜', '囝', '回', '因', '囡', '团', '団', '囤', '囥', '囦', '囨', '囩', '囫', '囬')
12	亅	亅	GHTJKP		1	209999223.875	1735	('亅', '丁', '了', '亇', '亇', '争', '亊', '事', '亦', '亦', '刂', '寜', '小', '彔', '录', '忁', '手', '様', '沗', '泰')
13	⿸	⿸	.	idc	0	250316904.33333334	1674	('⿸', '万', '不', '丐', '乍', '乕', '亷', '仄', '俛', '倉', '倉', '傉', '兂', '兂', '免', '兎', '兏', '兔', '兔', '冇')
14	二	⿱一一	GHTJKPV		2	142606457.30666667	1441	('二', '乍', '乕', '云', '井', '亖', '亖', '亗', '些', '亝', '仁', '侫', '兂', '勻', '嘷', '嘷', '垂', '夫', '夳', '屬')
15	⿵	⿵	.	idc	0	190395571.75	1398	('⿵', '丸', '为', '丽', '丽', '丽', '丽', '今', '令', '倆', '倉', '倜', '偂', '偷', '兩', '兪', '兪', '兪', '冃', '円')
16	乚	乚	GHTJ		1	206639307.53333333	1337	('乚', '七', '乇', '乇', '乢', '乣', '乨', '乩', '乱', '乳', '乵', '乹', '乿', '亂', '亃', '亄', '俛', '儿', '兂', '兂')
17	𠆢	𠆢	J		2	106782005.86666667	1330	('𠆢', '个', '亼', '亽', '今', '介', '仌', '仌', '仐', '仑', '仒', '仓', '仚', '仝', '令', '仧', '仺', '企', '会', '伞')
18	⿳	⿳	.	idc	0	113864737.56666666	1299	('⿳', '亊', '亜', '产', '亨', '享', '亴', '亴', '亵', '佥', '侵', '俗', '倶', '偼', '偼', '僉', '兴', '具', '养', '养')
19	日	⿴囗一	GHTJKPV		4	145579728.9	1226	('日', '俾', '冐', '冒', '冕', '勖', '勗', '卑', '啤', '喝', '圼', '埤', '塌', '妟', '婢', '孴', '帽', '庳', '戠', '抇')
20	土	⿱十一	GHTJKPV		3	235516446.18333334	1198	('土', '丧', '主', '亴', '冉', '凷', '去', '吐', '啬', '喪', '嗇', '囶', '囶', '圠', '圡', '圢', '圣', '圤', '圥', '圦')
21	冂	冂	GHTJKP		2	126114577.53333333	1190	('冂', '两', '丽', '丽', '丽', '丽', '倆', '偂', '內', '兩', '兪', '冃', '冄', '内', '円', '冇', '冈', '冉', '冊', '冋')
22	⿹	⿹	.	idc	0	148148749.63333333	1167	('⿹', '与', '丒', '丮', '乃', '习', '僃', '凫', '刀', '刁', '刃', '刃', '刃', '刅', '刨', '勺', '勺', '勻', '勼', '勽')
23	⿺	⿺	.	idc	0	202725965.06666666	1126	('⿺', '丘', '书', '乪', '乸', '亾', '値', '兆', '兘', '兙', '兛', '兝', '兞', '兡', '兣', '兤', '兦', '冦', '処', '剋')
24	⿲	⿲	.	idc	0	168082132.63333333	1087	('⿲', '临', '修', '修', '倏', '倏', '倐', '候', '偹', '儵', '儵', '兜', '凞', '凞', '嘂', '嚻', '夑', '夒', '媺', '嫐')
25	㇀	㇀	.		1	70881896.1	1058	('㇀', '冫', '刁', '孑', '扌', '瓦', '虫', '非', '非', '𠚭', '𠡅', '𢏻', '𢏻', '𣅬', '𩇦', '𭕿', '𮕋', '𱢓', '𱢓', '𱭕')
26	丷	⿰丶㇒	GHK		2	124385128.66666667	1042	('丷', '业', '丧', '丫', '乊', '乎', '亊', '产', '伞', '兑', '兯', '兰', '关', '兼', '兾', '半', '单', '商', '啇', '啬')
27	人	人	GHTJKPV		2	111487878.35	1038	('人', '亼', '亾', '仄', '仌', '仌', '从', '从', '以', '仧', '众', '倝', '僰', '内', '勽', '咎', '囚', '处', '大', '夫')
28	木	⿻十𠆢	GHTJKPV		4	55050780.95	1036	('木', '亲', '休', '來', '凩', '呆', '喿', '嘄', '困', '宋', '寨', '床', '未', '末', '本', '札', '术', '朰', '朲', '朳')
29	亠	⿱丶一	GHTKP		2	106933888.93333334	1033	('亠', '主', '亡', '亡', '亢', '亣', '交', '亦', '亦', '产', '亨', '亩', '享', '享', '京', '亯', '亰', '亱', '亵', '亷')
30	亠	⿱丨一	J[K]		2	106933888.93333334	1033	('亠', '主', '亡', '亡', '亢', '亣', '交', '亦', '亦', '产', '亨', '亩', '享', '享', '京', '亯', '亰', '亱', '亵', '亷')
31	㇏	㇏	.		1	63636076.1	1023	('㇏', '八', '孓', '尺', '眔', '眔', '𡆡', '𡆧', '𡦾', '𢑺', '𢫂', '𤵵', '𧵹', '𰏘', '𰏘', '𱝪', '亦', '亦', '亷', '仈')
32	乁	乁	GTJK		1	83359149.0	1005	('乁', '亪', '八', '尐', '尐', '𡆡', '𨑃', '亦', '亦', '亷', '仈', '俱', '倶', '兌', '公', '六', '兮', '共', '兲', '关')
33	八	⿰丿㇏	GHT		2	83358841.4	1005	('八', '亦', '亦', '亷', '仈', '俱', '倶', '兌', '公', '六', '兮', '共', '兲', '关', '兴', '兵', '其', '具', '具', '典')
34	八	⿰丿乁	JKPV		2	83358841.4	1005	('八', '亦', '亦', '亷', '仈', '俱', '倶', '兌', '公', '六', '兮', '共', '兲', '关', '兴', '兵', '其', '具', '具', '典')
35	𠃌	𠃌	GHV		1	113166468.33333333	900	('𠃌', '万', '丏', '丒', '习', '书', '刀', '刁', '刃', '力', '勹', '司', '局', '幻', '成', '為', '爲', '羽', '羽', '门')
36	𠄠	⿱一一	T		2	61326004.475	714	('𠄠', '且', '冃', '冄', '甚', '目', '身', '䑓', '𠀎', '𠁦', '𠁩', '𠕲', '𠕲', '𠕲', '𠕲', '𠕲', '𠕲', '𠕲', '𠕲', '𠚒')
37	{50}	{50}	.	unencoded	2	88358500.4	692	('{50}', '丣', '丣', '佀', '佀', '兜', '叚', '囙', '官', '官', '尸', '巨', '弓', '彐', '戶', '爂', '爨', '璺', '耜', '耜')
38	亻	⿱㇒丨	GHJK		2	134852273.73333332	689	('亻', '亿', '什', '仁', '仂', '仃', '仅', '仆', '仇', '仈', '仉', '仍', '仏', '仔', '仕', '他', '仗', '付', '仙', '仛')
39	儿	⿰丿乚	GHTJKP		2	54845862.8	661	('儿', '亮', '伔', '俗', '兀', '允', '兄', '兆', '兇', '先', '兊', '克', '免', '兎', '児', '兒', '兕', '党', '兜', '兠')
40	艹	⿻一⿰丨丨	GJ		3	21217687.1	639	('艹', '僃', '喜', '塟', '墓', '墸', '夢', '婲', '孽', '寬', '椛', '欗', '満', '漭', '漭', '爇', '瑹', '甍', '畢', '瞢')
41	艹	⿰十十	HTK		3	21217687.1	639	('艹', '僃', '喜', '塟', '墓', '墸', '夢', '婲', '孽', '寬', '椛', '欗', '満', '漭', '漭', '爇', '瑹', '甍', '畢', '瞢')
42	𬺰	⿻一亅	J		2	46929884.666666664	632	('𬺰', '于', '寸', '扌', '才', '才', '朩', '𠮼', '𱩅', '吁', '圩', '宇', '弙', '扜', '旴', '杅', '汙', '玗', '盂', '盱')
43	𠃋	𠃋	GHT		1	53156849.849999994	606	('𠃋', '东', '乐', '兂', '厶', '发', '旡', '牙', '车', '㐄', '㸦', '㸦', '𠈷', '𠑶', '𠑸', '𠡅', '𡊮', '𡕒', '𢎞', '𦀱')
44	冖	冖	GHTJKP		2	50644205.0	604	('冖', '伔', '侵', '冗', '冘', '写', '写', '冚', '军', '农', '冝', '冞', '冟', '冠', '冡', '冢', '冣', '冤', '冤', '冥')
45	小	⿲㇒亅丶	GHTJKPV		3	69721385.56666666	593	('小', '东', '乐', '亰', '仦', '原', '厼', '夵', '孙', '尐', '尐', '少', '尒', '尒', '尓', '尔', '尕', '尖', '尗', '尘')
46	丅	⿱一丨	GTJ		2	48121112.266666666	582	('丅', '丏', '丐', '丘', '倆', '兩', '工', '敢', '斤', '曱', '爾', '獪', '玁', '瓦', '聼', '螎', '雨', '鬠', '鬲', '鬲')
47	目	⿴囗𠄠	GHTJKPV		5	53049250.949999996	571	('目', '倶', '具', '冒', '冒', '勖', '勖', '媢', '帽', '敻', '毷', '泪', '狊', '瑁', '盯', '盰', '盱', '盲', '盳', '盵')
48	氵	氵	GHJKP		3	24602501.2	544	('氵', '氻', '氾', '氿', '汀', '汁', '汃', '汄', '汅', '汇', '汈', '汉', '汊', '汋', '汋', '汌', '汍', '汍', '汎', '汏')
49	⺊	⺊	.		2	35293700.175	529	('⺊', '上', '偼', '偼', '卓', '卝', '占', '卢', '卣', '卤', '卥', '卨', '媫', '媫', '攴', '桌', '欳', '歺', '竊', '竊')
50	𡭔	⿲㇒丨丶	G		3	33909849.96666667	513	('𡭔', '尐', '尐', '少', '尖', '尘', '尙', '尛', '尜', '斎', '県', '示', '糸', '縣', '肖', '覍', '雀', '齋', '㝸', '㣎')
51	⺆	⺆	.		2	25995447.68	497	('⺆', '丹', '倜', '冇', '册', '册', '周', '周', '啁', '塍', '奝', '媵', '幐', '廟', '惆', '晭', '月', '椆', '榺', '琱')
52	䒑	⿱丷一	HJ		6	47037123.050000004	493	('䒑', '並', '偂', '偂', '兹', '养', '兿', '兿', '前', '前', '剪', '善', '善', '壴', '壹', '屰', '巕', '従', '掽', '揃')
53	厂	⿱一丿	GHTJKP		2	29222817.833333332	487	('厂', '产', '仄', '厃', '厄', '厅', '历', '厇', '厈', '厉', '厊', '压', '厌', '厍', '厎', '厏', '厐', '厑', '厑', '厒')
54	丆	⿱一㇒	X		2	45000971.325	485	('丆', '万', '不', '不', '寕', '寕', '敢', '爿', '百', '睂', '石', '面', '靣', '頁', '页', '䁞', '𠀑', '𠍩', '𠖧', '𠣐')
55	丆	⿱一丿	GK		2	45000971.325	485	('丆', '万', '不', '不', '寕', '寕', '敢', '爿', '百', '睂', '石', '面', '靣', '頁', '页', '䁞', '𠀑', '𠍩', '𠖧', '𠣐')
56	大	⿻一人	GHTJKPV		3	53801878.46666667	484	('大', '冭', '冭', '厺', '叁', '参', '吳', '器', '因', '圶', '夨', '天', '太', '夭', '夯', '夰', '夲', '夳', '头', '夵')
57	田	⿴囗十	GHTJKPV		5	16439405.45	460	('田', '乪', '亩', '佃', '塁', '备', '奋', '奮', '屇', '峀', '思', '榃', '横', '毗', '毘', '沺', '熼', '甶', '男', '甸')
58	乛	乛	GHK		1	44757229.7	440	('乛', '买', '了', '亇', '亇', '今', '今', '仱', '侌', '僋', '函', '唅', '壽', '夀', '夀', '尔', '念', '慶', '敢', '梒')
59	又	又	GHTJKPV		2	54855428.43333333	435	('又', '仅', '侵', '傁', '凤', '劝', '叉', '友', '双', '双', '反', '反', '収', '叏', '发', '叒', '叓', '叔', '取', '受')
60	扌	⿻𬺰㇀	GHTJK		3	30963860.099999998	409	('扌', '兿', '势', '垫', '我', '我', '扎', '扏', '扐', '扑', '扒', '打', '扔', '払', '扖', '扗', '托', '扙', '扚', '扚')
61	王	⿱一土	GHTJKPV		4	47609833.96666667	409	('王', '丟', '主', '仼', '全', '全', '兲', '匡', '呈', '噩', '囯', '寚', '尩', '尪', '尫', '弄', '彺', '徴', '忹', '抂')
62	厶	⿰𠃋丶	GHTJKP		2	34741483.75	409	('厶', '丟', '么', '云', '仏', '允', '公', '勾', '厷', '厸', '厸', '厹', '厺', '去', '厼', '厽', '县', '叀', '叁', '参')
63	⿷	⿷	.	idc	0	30357675.6	407	('⿷', '丘', '兎', '兎', '兔', '兔', '兔', '冤', '匛', '匜', '匝', '匞', '匟', '匠', '匡', '匢', '匣', '匤', '匥', '匦')
64	冫	⿱丶㇀	GHTJKP		2	14258388.125	401	('冫', '丬', '习', '兆', '冬', '冭', '冮', '冯', '冰', '冱', '冲', '决', '冴', '况', '冶', '冷', '冸', '冸', '冹', '冺')
65	凵	凵	GHTJKP		2	25496584.666666668	398	('凵', '凶', '凷', '出', '击', '凼', '函', '函', '函', '凾', '凿', '屮', '屮', '山', '崡', '画', '缶', '菡', '蜬', '顄')
66	灬	灬	GHTJKP		4	26524977.8	395	('灬', '凞', '凞', '勲', '喣', '庶', '杰', '槱', '槱', '炁', '炰', '炰', '点', '為', '烈', '烋', '烏', '烝', '热', '烹')
67	月	⿵⺆二	GHTJKPV		4	26523925.71666667	372	('月', '仴', '兪', '冐', '刖', '勝', '塍', '塍', '媵', '媵', '嬴', '嬴', '岄', '幐', '抈', '明', '有', '朊', '朋', '朋')
68	卄	⿻一⿰丨丨	GTKP		3	17033022.25	368	('卄', '丗', '丗', '冊', '卌', '带', '廿', '曲', '甚', '簔', '韛', '龷', '䑓', '𠀍', '𠂨', '𠂯', '𠎰', '𠕁', '𠕯', '𠕯')
69	幺	幺	GHTJKP		3	72121132.35	364	('幺', '乣', '吆', '幻', '幼', '後', '摔', '樂', '樂', '牽', '玄', '率', '糸', '糸', '糹', '糹', '系', '繂', '胤', '胤')
70	中	⿻口丨	GHTJKPV		4	11787415.6	364	('中', '仲', '冲', '妕', '忠', '忡', '沖', '狆', '盅', '祌', '祌', '种', '翀', '肿', '舯', '虫', '蚛', '衶', '衷', '訲')
71	宀	⿱丶冖	GHTJKP		3	27131461.733333334	357	('宀', '割', '割', '叜', '字', '宁', '宂', '宂', '它', '宄', '宅', '宆', '宇', '守', '安', '宊', '宋', '完', '宍', '宎')
72	⺼	⺼	.		4	11539932.833333334	353	('⺼', '堶', '媠', '嬴', '惰', '散', '朑', '朡', '朥', '楕', '毻', '湇', '潃', '潸', '猒', '羘', '羸', '肊', '肋', '肌')
73	龶	⿻土一	GU		4	29994675.6	353	('龶', '割', '堇', '害', '彗', '彗', '搳', '毒', '毒', '生', '素', '菫', '表', '責', '责', '轄', '隹', '靑', '靑', '青')
74	㇇	㇇	.		1	20855490.046666667	350	('㇇', '水', '𠁱', '𠂊', '𠤶', '𠨙', '𢀖', '𢫂', '𥅀', '𥅀', '𨨈', '𪜊', '𬻆', '𬽡', '𬽡', '𭆥', '𭖀', '𭴚', '𮌇', '𰛄')
75	工	⿱丅一	GHTJKPV		3	24437602.35	346	('工', '仜', '仝', '冮', '功', '匞', '卭', '叿', '噐', '壽', '妅', '尋', '尋', '屸', '巠', '左', '巧', '巩', '巩', '巩')
76	𠂉	⿰㇒一	GJV		2	36369882.8	333	('𠂉', '临', '乍', '乞', '亇', '午', '复', '尓', '年', '年', '忾', '斻', '於', '斾', '斿', '旂', '旃', '旄', '旅', '旅')
77	{88}	{88}	.	unencoded	2	24154974.0	330	('{88}', '今', '令', '令', '仱', '会', '伶', '佘', '余', '佥', '佱', '侌', '侖', '侴', '俞', '俞', '倉', '僉', '僋', '兪')
78	⺝	⺝	.		4	23090053.46666667	329	('⺝', '俞', '偷', '兪', '兪', '冐', '前', '堬', '堶', '媠', '媮', '惰', '散', '有', '朞', '楕', '榆', '毻', '渝', '滫')
79	⿽	⿽	.	idc	0	27213315.575	321	('\u2ffd', '为', '以', '弐', '斗', '止', '氷', '為', '睂', '貮', '㐧', '㢤', '㦰', '㦱', '㳤', '𠁩', '𠆱', '𠏞', '𠑂', '𠥼')
80	匕	⿺乚一	T		2	30904948.266666666	311	('匕', '仑', '匂', '化', '北', '匘', '匙', '吪', '囮', '壱', '它', '尼', '庀', '彘', '彘', '旨', '朼', '杹', '此', '死')
81	匕	⿺乚㇒	GHJKP		2	30904948.266666666	311	('匕', '仑', '匂', '化', '北', '匘', '匙', '吪', '囮', '壱', '它', '尼', '庀', '彘', '彘', '旨', '朼', '杹', '此', '死')
82	貝	⿱目八	GHTJKPV		7	13105897.725000001	310	('貝', '僋', '則', '員', '唄', '垻', '孭', '寳', '寶', '屓', '戝', '敗', '梖', '浿', '狽', '珼', '璳', '筫', '蕆', '蛽')
83	𰀁	⿻二丨	VB		3	17614824.349999998	302	('𰀁', '丮', '丰', '举', '亴', '倜', '冸', '击', '判', '割', '半', '半', '叛', '周', '啁', '坢', '奉', '奝', '惆', '拌')
84	⿶	⿶	.	idc	0	7019651.6	301	('⿶', '义', '凶', '凷', '凼', '函', '函', '函', '凾', '凿', '山', '崡', '画', '臿', '臿', '菡', '蜬', '顄', '鼎', '齿')
85	女	女	GHTJKPV		3	26738648.0	300	('女', '侫', '囡', '奴', '奵', '奶', '奷', '奸', '她', '奺', '奻', '奻', '奼', '好', '奾', '奿', '妀', '妁', '如', '妃')
86	丄	⿱丨一	GHTJ		2	20063516.98	299	('丄', '丘', '円', '啚', '士', '片', '甴', '靑', '𠀄', '𠇬', '𠒃', '𠛲', '𠫟', '𠯧', '𡲯', '𡲱', '𡲱', '𡳡', '𡳿', '𣳄')
87	上	⿱⺊一	GHTJKPV		3	14644863.724999998	298	('上', '仧', '仧', '仩', '卡', '圵', '尗', '忐', '止', '让', '㑅', '㠪', '㫔', '㫖', '䒙', '䶶', '𠀝', '𠆳', '𠑷', '𠛯')
88	广	⿱丶厂	GHTJKP		3	13781839.5	295	('广', '唐', '嘛', '噟', '圹', '席', '庀', '庁', '庂', '広', '庄', '庅', '庆', '庇', '庈', '庉', '床', '庋', '庌', '庍')
89	⺈	⺈	.		2	12645797.966666667	294	('⺈', '亀', '争', '俛', '免', '兔', '冕', '凂', '刍', '勉', '厃', '夐', '奂', '奐', '奐', '娩', '嫓', '急', '急', '悗')
90	糸	⿱幺小	GHT		6	32132867.708333336	289	('糸', '乿', '孫', '彝', '彞', '糺', '系', '糽', '糾', '糿', '紀', '紂', '紃', '約', '約', '紅', '紆', '紇', '紈', '紈')
91	⿼	⿼	.	idc	0	14164985.833333334	289	('\u2ffc', '彐', '㕚', '𠰟', '𡖈', '𡖈', '𡙝', '𡪷', '𢎟', '𢕉', '𣡪', '𤕦', '𦷠', '𫃺', '𫜹', '𬺹', '𬻑', '𬻘', '𬻘', '𬽤')
92	糸	⿱幺𡭔	JKP		6	32132867.708333336	289	('糸', '乿', '孫', '彝', '彞', '糺', '系', '糽', '糾', '糿', '紀', '紂', '紃', '約', '約', '紅', '紆', '紇', '紈', '紈')
93	虫	⿱中⿰㇀丶	GHTJKPV		6	7385984.533333333	289	('虫', '嗤', '媸', '浊', '烛', '独', '痋', '繭', '繭', '繭', '茧', '萤', '虄', '虄', '虬', '虭', '虮', '虯', '虰', '虲')
94	勹	⿰㇒𠃌	GHTJKP		2	28705373.25	289	('勹', '僃', '刨', '勺', '勺', '勻', '勼', '勽', '勾', '勿', '匀', '匁', '匂', '匃', '匄', '包', '包', '匇', '匈', '匉')
95	{24}	{24}	.	unencoded	2	15856905.433333334	285	('{24}', '水', '艮', '飞', '𠁱', '𠅆', '𠩐', '𡏳', '𡘁', '𦹆', '𨑄', '𨦏', '𨳥', '𩡬', '𫵎', '𬼿', '𬽆', '𬾤', '𭾽', '𮙥')
96	𫜹	⿼{50}一	MVU		3	28267014.066666666	282	('𫜹', '侵', '偼', '刍', '嘒', '妇', '婦', '媫', '寝', '寻', '尋', '帚', '帰', '归', '归', '当', '彗', '彗', '急', '慧')
97	止	⿽上丨	GHTJKPV		4	13561875.366666667	275	('止', '企', '凪', '址', '夒', '夒', '夒', '夒', '夔', '巎', '扯', '杫', '正', '此', '步', '武', '歧', '歨', '歩', '歫')
98	匚	匚	GHTJKP		2	16227062.25	268	('匚', '丣', '丣', '匛', '匜', '匝', '匞', '匟', '匠', '匡', '匢', '匣', '匤', '匥', '匦', '匧', '匨', '匩', '匩', '匪')
99	釒	釒	G		8	3248996.0	265	('釒', '欽', '釓', '釔', '釕', '釖', '釗', '釘', '釙', '釚', '釛', '針', '釞', '釟', '釠', '釢', '釣', '釣', '釤', '釥')
100	阝	阝	GHTJK		2	25301580.466666665	257	('阝', '幚', '曏', '檃', '祁', '祁', '綁', '耶', '萨', '薌', '薩', '蠁', '邒', '邓', '邔', '邖', '邗', '邘', '邙', '邚')
101	言	⿳亠二口	GHTJKPV		7	28925528.6	252	('言', '信', '唁', '圁', '夑', '娮', '悥', '燮', '爕', '狺', '獄', '琂', '訁', '訄', '訇', '訔', '訚', '訾', '詈', '詟')
102	𠮛	⿱一口	GT		4	21536107.53333333	242	('𠮛', '事', '兽', '司', '合', '同', '吏', '咸', '嘼', '栆', '栆', '獣', '畐', '睘', '螎', '衷', '豆', '鬲', '鬲', '鷊')
103	尸	⿰丿{50}	GHTJKPV		3	13737637.149999999	240	('尸', '凥', '卢', '孱', '尺', '尻', '尼', '尾', '尿', '局', '屁', '层', '屃', '屄', '居', '屆', '屆', '屇', '屈', '屉')
104	心	⿰㇒⿻乚⿰丶丶	GHTJKPV		4	25942207.0	240	('心', '伈', '傯', '吢', '吣', '唿', '孞', '幒', '幰', '徳', '必', '忈', '忌', '忍', '忎', '忐', '忑', '忒', '志', '忘')
105	𠃊	𠃊	GHV		1	15352894.649999999	238	('𠃊', '丏', '世', '丱', '亡', '亾', '侫', '値', '兦', '夨', '嵮', '悳', '断', '爿', '牙', '甚', '直', '県', '県', '眞')
106	旦	⿱日一	GHTJKPV		5	9832587.433333334	238	('旦', '亘', '亶', '但', '呾', '坦', '妲', '怛', '担', '昜', '昼', '晝', '暨', '曁', '查', '柦', '泹', '炟', '狚', '疍')
107	{86}	{86}	.	unencoded	3	6319641.925000001	235	('{86}', '州', '糹', '㳤', '𡎓', '𡎓', '𡖗', '𡗃', '𢽯', '𣸼', '𤚶', '𤚶', '𧡉', '𨤅', '𱧱', '𱸿', '𱹂', '𱹟', '𱼑', '𱾓')
108	㇂	㇂	.		1	22380751.2	234	('㇂', '曳', '𠂗', '𠃕', '𡒏', '𣥓', '𤅌', '𤦥', '𦥙', '𦪴', '𦭂', '𦴞', '𧘵', '𧰞', '𪷎', '𫃛', '𫠠', '𭙌', '𭙙', '𭚨')
109	𠂇	⿻㇒一	H		2	39860513.06666667	233	('𠂇', '丈', '冇', '冇', '厷', '友', '右', '尢', '左', '布', '恢', '戎', '有', '有', '汛', '漭', '灰', '煢', '犮', '盔')
110	𠂇	⿻一丿	GT		2	39860513.06666667	233	('𠂇', '丈', '冇', '冇', '厷', '友', '右', '尢', '左', '布', '恢', '戎', '有', '有', '汛', '漭', '灰', '煢', '犮', '盔')
111	糹	⿱幺{86}	G		6	10271735.791666668	231	('糹', '糺', '糼', '糽', '糾', '糿', '紀', '紁', '紁', '紂', '紃', '約', '紅', '紆', '紇', '紈', '紈', '紉', '紋', '紌')
112	糹	⿱幺⿲丶丶丶	H		6	10271735.791666668	231	('糹', '糺', '糼', '糽', '糾', '糿', '紀', '紁', '紁', '紂', '紃', '約', '紅', '紆', '紇', '紈', '紈', '紉', '紋', '紌')
113	士	⿻一丄	GHTJKPV		3	14875998.180000002	230	('士', '仕', '吉', '壬', '壬', '壭', '壮', '壯', '声', '壱', '売', '売', '壳', '壳', '壳', '壴', '壵', '壵', '壵', '壶')
114	士	⿱十一	X		3	14875998.180000002	230	('士', '仕', '吉', '壬', '壬', '壭', '壮', '壯', '声', '壱', '売', '売', '壳', '壳', '壳', '壴', '壵', '壵', '壵', '壶')
115	𰀪	⿱㇒㇒	S		2	21666834.066666666	230	('𰀪', '乑', '尨', '弱', '弱', '彧', '彳', '摔', '瘝', '瘝', '眔', '眔', '繂', '羽', '羽', '膟', '蟀', '遝', '鰥', '㣇')
116	𫠠	⿻一㇂	T		2	14897534.4	230	('𫠠', '弋', '𡭶', '𣍫', '𥄽', '𦬴', '𫬯', '𬻒', '𭄧', '𭠍', '𱯡', '𱵛', '𱸸', '代', '弌', '弍', '弎', '式', '忒', '杙')
117	钅	钅	GH		5	1585003.4	225	('钅', '衔', '钆', '钇', '针', '钉', '钊', '钋', '钌', '钍', '钎', '钏', '钐', '钑', '钒', '钓', '钔', '钕', '钖', '钗')
118	火	火	GHTJKPV		4	7028845.4	224	('火', '伙', '倐', '吙', '夑', '夑', '恢', '灭', '灮', '灯', '灰', '灰', '灱', '灲', '灳', '灴', '灵', '灵', '灶', '灷')
119	山	⿶凵丨	GHTJKPV		3	4053941.6	222	('山', '両', '乢', '亗', '仙', '仚', '冚', '喦', '喦', '嗤', '圸', '埊', '奾', '妛', '媸', '媸', '宻', '密', '屲', '屳')
120	㇄	㇄	.		1	20490189.366666667	221	('㇄', '七', '亡', '伵', '四', '朮', '皂', '虍', '𠀑', '𠃒', '𠹉', '𣎳', '𤣪', '𥄙', '𥑓', '𥘅', '𥘅', '𥬻', '𦉪', '𦙐')
121	贝	⿸⿵冂丿丶	GH		4	5662375.4	221	('贝', '则', '呗', '员', '坝', '屃', '狈', '蒇', '贞', '负', '贠', '贡', '财', '责', '贤', '败', '账', '货', '质', '贩')
122	立	⿱亠䒑	GHTJKPV		5	12969572.325000001	216	('立', '亲', '位', '咅', '垃', '妾', '岦', '拉', '攱', '昱', '柆', '泣', '湇', '砬', '竌', '竍', '竎', '竏', '竐', '竑')
123	𰀆	⿱一䒑	B		4	8646381.55	216	('𰀆', '立', '𡕄', '𡩅', '𢮣', '𣣂', '𤾑', '𧰬', '𩪫', '𫏁', '𰺦', '𱳷', '亲', '位', '咅', '垃', '妾', '岦', '拉', '攱')
124	立	⿱丶𰀆	X		5	12969572.325000001	216	('立', '亲', '位', '咅', '垃', '妾', '岦', '拉', '攱', '昱', '柆', '泣', '湇', '砬', '竌', '竍', '竎', '竏', '竐', '竑')
125	𠀃	⿱冂一	GT		3	4789557.666666667	215	('𠀃', '且', '央', '皿', '𠀇', '𠀵', '𡄅', '𣕺', '𥬺', '𥭿', '𦘕', '𨬧', '𫓕', '𬃃', '𮌃', '𰀊', '𰅰', '𰋙', '𲄸', '伹')
126	𠂆	⿱㇒丿	GHT		2	13810920.25	211	('𠂆', '乐', '乕', '兏', '反', '戶', '斤', '栃', '盾', '虒', '覛', '貭', '质', '㐆', '㳁', '䥿', '𠂋', '𠂘', '𠂢', '𠂢')
