21834	啊	10
21160	动	6
32893	聽	22
32893	聽	22
21484	召	5
23553	封	9
31085	祭	11
30028	界	9
26044	於	8
26044	於	8
26044	於	8
21733	哥	10
29255	片	4
31070	神	9
31070	神	9
32004	約	9
32004	約	9
30330	発	9
37318	釆	7
22089	噉	14
21312	區	11
21312	區	11
20178	仒	4
21902	喎	11
23044	娄	9
27849	泉	9
38498	院	9
141711	𢦏	6
25108	戔	8
20040	么	3
26463	束	7
20006	並	8
23427	它	5
201859	𱒃	6
26414	朮	5
139657	𢆉	5
23610	尺	4
20809	光	6
25153	扁	9
25153	扁	9
22352	坐	7
22352	坐	7
22257	囱	7
22257	囱	7
24091	帛	8
33394	色	6
30552	睘	13
33276	臼	6
26395	望	11
26395	望	11
26395	望	11
26395	望	11
26395	望	11
20225	企	6
26132	昔	8
26781	條	10
22987	始	8
22291	圓	13
20309	何	7
23454	实	8
25941	敕	11
23105	婁	11
36824	还	7
20105	争	6
22317	圭	6
145730	𣥂	4
25910	收	6
157947	𦣻	7
157947	𦣻	7
27231	機	16
21451	友	4
21491	右	5
33252	臤	8
35519	調	15
36817	近	7
23627	屋	9
21209	務	10
20891	军	6
35373	設	11
25972	整	16
133533	𠦝	8
25964	敬	12
25964	敬	12
27809	没	7
27931	洛	9
20870	円	4
27770	決	7
22996	委	8
20160	什	4
13356	㐬	7
22522	基	11
27493	步	7
37327	量	12
11908	⺄	1
21063	則	9
30535	睇	12
20041	义	3
24553	忩	8
31649	管	14
32771	考	6
32771	考	6
169599	𩙿	8
22974	妾	8
22217	囉	22
38761	革	9
21335	南	9
21576	呈	7
21576	呈	7
21576	呈	7
30740	研	9
24182	并	6
31278	種	14
25509	接	11
20852	兴	6
29229	爭	8
20478	俾	10
20478	俾	10
20446	俞	9
20446	俞	9
33879	著	11
26360	書	10
26360	書	10
24067	布	5
25968	数	13
32601	罙	8
32601	罙	8
40644	黄	11
40644	黄	11
20210	仲	6
32291	縣	16
32291	縣	16
32291	縣	16
27683	氣	10
35336	計	9
23558	将	9
23558	将	9
19987	专	4
20134	亦	6
20134	亦	6
38651	電	13
38651	電	13
24555	快	7
29995	甫	7
36275	足	7
22250	囪	7
36012	責	11
36039	資	13
24525	忍	7
36784	辰	7
31455	竟	11
131283	𠃓	3
24171	幫	17
26080	无	4
36896	造	10
36896	造	10
21478	另	5
23475	害	10
23475	害	10
33853	落	12
27969	流	10
38988	題	18
26409	朩	4
26409	朩	4
33836	萬	12
32701	羽	6
32701	羽	6
13630	㔾	3
26679	样	10
22686	增	15
28814	炎	8
23550	対	7
20011	丫	3
20879	冏	7
20879	冏	7
24418	形	7
38598	集	12
31243	程	12
20999	切	4
20035	乃	2
21830	商	11
23549	寽	7
174583	𪧷	6
22475	埋	10
25100	戌	6
20004	两	7
26426	机	6
31185	科	9
21592	员	7
29699	球	11
37319	采	8
13361	㐱	5
131075	𠀃	3
131075	𠀃	3
23621	居	8
25976	數	15
20813	免	7
20813	免	7
18188	䜌	19
18188	䜌	19
18188	䜌	19
38388	间	7
13324	㐌	5
26684	格	10
30059	畫	12
30059	畫	12
196700	𰁜	6
21523	吓	6
26657	校	10
33251	臣	6
20512	倠	10
30331	登	12
31350	究	7
31350	究	7
26131	易	8
21316	卄	3
32202	緊	14
34429	虽	9
18937	䧹	13
25099	戋	5
40643	黃	12
40643	黃	12
24375	強	11
23616	局	7
24030	州	6
24030	州	6
160295	𧈧	8
23481	容	10
23481	容	10
23481	容	10
25237	投	7
35531	請	15
35531	請	15
25033	應	17
25033	應	17
20325	佥	7
22855	奇	8
21526	吖	6
32080	結	12
32080	結	12
27138	樂	15
24341	引	4
24433	影	15
20374	侖	8
35469	認	14
21341	卝	4
22577	報	12
27611	毛	4
24064	帀	4
37002	邊	18
33265	臱	15
33265	臱	15
26431	朿	6
26397	朝	12
31080	票	11
19993	丙	5
38382	问	6
19996	东	5
24373	張	11
32946	育	8
32946	育	8
21150	办	4
25512	推	11
21481	叩	5
34560	蜀	13
30031	畏	9
21336	単	9
40778	齊	14
24478	從	11
36865	送	9
35722	變	23
40784	齐	6
21629	命	8
30016	畀	8
32317	總	17
32317	總	17
32317	總	17
32317	總	17
30091	疋	5
22772	壴	9
22772	壴	9
20415	便	9
21674	咪	9
35543	諗	15
26597	查	9
22829	夭	4
12744	㇈	1
31639	算	14
151794	𥃲	8
38306	関	14
21158	劦	6
26381	服	8
131292	𠃜	4
25136	戰	16
38859	韋	9
38859	韋	9
20966	処	5
25216	技	7
134053	𠮥	5
32068	組	11
32068	組	11
24090	帚	8
24090	帚	8
20016	丰	4
20016	丰	4
26194	晒	10
24076	希	7
26031	斯	12
158761	𦰩	11
158761	𦰩	11
27402	權	21
20687	像	13
24291	廣	14
24291	廣	14
26009	料	10
24503	德	15
190838	𮥶	11
20065	乡	3
20122	亚	6
20839	內	4
131234	𠂢	6
131234	𠂢	6
21890	喂	12
26045	施	9
26045	施	9
22797	复	9
22797	复	9
30149	病	10
21443	參	11
30465	省	9
38500	除	9
36996	還	16
36939	運	12
25343	拿	10
37666	錢	16
21009	刑	6
14445	㡭	14
14445	㡭	14
150634	𤱪	11
150634	𤱪	11
32113	統	12
32113	統	12
40636	麼	14
40636	麼	14
22768	声	7
24535	志	7
20842	兪	9
20842	兪	9
20842	兪	9
20842	兪	9
20177	仑	4
23493	寅	11
25253	报	7
19980	丌	3
28436	演	14
20505	候	10
23455	実	8
33457	花	7
35352	記	10
31163	离	10
28040	消	10
179384	𫲸	7
22330	场	6
14383	㠯	5
14383	㠯	5
24118	帶	11
139258	𡿺	9
22518	埶	11
22518	埶	11
22518	埶	11
24220	府	8
24212	应	7
31867	类	9
23383	字	6
137732	𡨄	10
133519	𠦏	6
27966	派	9
196640	𰀠	3
23384	存	6
22043	嘛	14
22043	嘛	14
30097	疑	14
26365	曽	11
21371	卻	9
28165	清	11
140731	𢖻	6
22963	妳	8
22963	妳	8
24635	总	9
26449	村	7
20806	兆	6
20806	兆	6
28145	深	11
26354	曲	6
38627	難	19
21364	却	7
24613	急	9
24613	急	9
24613	急	9
33509	若	8
21029	別	7
134048	𠮠	5
134048	𠮠	5
21490	史	5
21332	協	8
27833	油	8
31168	秀	7
39740	鬼	9
39740	鬼	9
21028	判	7
21028	判	7
20221	份	6
35542	論	15
20046	乎	5
25112	战	9
25151	房	8
25151	房	8
25151	房	8
34945	袁	10
21021	初	7
21531	君	7
30524	眼	11
134054	𠮦	5
31456	章	11
27671	気	6
32076	経	11
32076	経	11
36164	资	10
38656	需	14
21437	厽	6
30570	睪	13
23068	娜	9
31574	策	12
35672	識	19
33324	般	10
20853	兵	7
20379	供	8
31505	笑	10
22659	境	14
20302	低	7
30041	留	10
33521	英	8
20811	克	7
20811	克	7
64020	﨔	14
33958	蒦	13
33958	蒦	13
21495	号	5
21442	参	8
37070	郎	8
26143	星	9
21161	助	7
32566	缶	6
31572	答	12
20024	丸	3
20024	丸	3
25191	执	6
25191	执	6
25191	执	6
134071	𠮷	6
22296	團	14
27576	殸	11
32396	續	21
32396	續	21
32396	續	21
32396	續	21
31119	福	13
31119	福	13
26576	某	9
25126	戦	13
24215	店	8
29232	爰	9
38957	頭	16
26157	昭	9
35805	话	8
38555	際	13
37197	配	10
132647	𠘧	2
13394	㑒	8
13394	㑒	8
196650	𰀪	2
20130	亢	4
26021	斥	5
20363	例	8
26681	根	10
21005	刍	5
24859	愛	13
23566	導	15
36319	跟	13
39064	题	15
27573	段	9
32882	聲	17
36040	賈	13
26604	柬	9
19992	丘	5
19992	丘	5
34389	處	11
22767	壯	7
20489	倉	10
20489	倉	10
35264	觀	24
21916	喜	12
21213	勝	12
21173	劵	8
21173	劵	8
26619	査	9
24597	怕	8
32473	给	9
27880	注	8
21460	叔	8
40575	鹿	11
20062	乞	3
29987	産	11
20729	價	15
24055	巷	9
24055	巷	9
29677	班	10
36681	轉	18
131344	𠄐	2
25097	戉	5
24448	往	8
36234	越	12
31934	精	14
31934	精	14
29151	營	16
29151	營	16
20180	仔	5
22411	型	9
22478	城	9
36027	費	12
24398	彎	22
23798	島	10
29609	玩	8
29986	產	11
27982	济	9
23556	射	10
24046	差	9
24046	差	9
39717	鬥	10
33274	臺	14
23663	屯	4
23663	屯	4
22000	嗰	13
30011	画	8
30011	画	8
198837	𰢵	7
30691	矣	7
36861	追	9
197016	𰆘	7
20818	兒	8
25928	效	10
29575	率	11
28771	灣	25
21151	功	5
30410	益	10
30410	益	10
21734	哦	10
38431	队	4
35760	记	5
27177	権	15
35222	視	11
35222	視	11
28639	濟	17
24107	師	10
35770	论	6
13667	㕣	5
35774	设	6
31454	竞	10
32622	置	13
38450	防	6
34899	術	11
34899	術	11
20070	书	4
35748	认	4
28187	減	12
35242	親	16
23519	察	14
21017	则	6
28207	港	12
29031	照	13
32467	结	9
22788	处	5
22788	处	5
36767	辟	13
26417	朱	6
35258	覺	20
21334	卖	8
32207	総	14
32207	総	14
27494	武	8
133397	𠤕	7
