立	242913.6	4774
陽	242234.6	4766
阳	242234.6	4766
名	240372.0	4750
若	239766.3	4742
等	239312.2	4734
聽	238871.9	4726
似	238857.5	4718
向	238321.7	4710
白	237999.5	4702
安	236941.3	4694
最	236648.8	4687
啊	235419.6	4679
謂	233995.5	4671
谓	233995.5	4671
百	233440.7	4655
矣	232138.8	4648
必	231925.8	4640
平	228985.5	4632
位	226197.2	4625
兵	225953.4	4617
世	225710.0	4610
山	225421.8	4602
返	223618.9	4595
作	223434.6	4587
黎	223342.6	4580
仔	223194.4	4572
解	223096.3	4565
張	222821.1	4557
张	222821.1	4557
東	222585.3	4543
东	222585.3	4543
回	221646.6	4528
即	221615.2	4520
重	221199.1	4513
帝	220611.9	4506
士	219919.3	4498
嚟	218106.7	4491
野	216755.8	4484
馬	216042.2	4477
马	216042.2	4477
叫	213686.8	4462
冇	213606.4	4455
物	212968.4	4448
内	212062.8	4441
內	211709.3	4434
被	210621.2	4427
數	209125.2	4420
数	209125.2	4420
杀	209042.1	4406
殺	208972.4	4399
乃	208237.5	4392
完	207394.5	4385
感	207381.2	4378
直	205919.5	4371
思	205289.1	4365
始	205086.4	4358
及	204099.8	4351
虽	203325.6	4344
雖	203311.7	4337
书	202547.8	4331
書	202519.9	4324
西	202452.5	4317
睇	201947.9	4310
命	201930.3	4304
信	201794.5	4297
全	200990.0	4290
亦	199900.1	4284
進	199716.1	4277
进	199716.1	4277
反	198862.3	4264
皆	198386.7	4257
光	196216.3	4251
車	195551.7	4244
车	195551.7	4244
常	195310.9	4231
六	193799.1	4225
欲	192552.9	4218
把	192458.2	4212
受	191456.7	4205
楚	188681.2	4199
諸	186594.8	4193
诸	186594.8	4193
南	186400.8	4180
變	186026.2	4174
变	186026.2	4174
什	183549.8	4162
放	183348.8	4156
武	180922.8	4150
落	180645.7	4144
理	180555.1	4138
色	180469.2	4132
失	180225.4	4126
些	179527.7	4120
周	177163.6	4114
依	176448.6	4108
原	176315.5	4102
緊	176205.7	4096
紧	176205.7	4096
由	175828.0	4084
战	174722.4	4079
戰	174708.4	4073
候	173918.5	4067
通	173904.4	4061
德	173673.3	4055
快	173067.0	4050
难	172552.3	4044
難	172438.6	4038
复	169451.0	4032
聞	169366.1	4027
闻	169366.1	4027
秦	169037.9	4016
金	168679.4	4010
更	168245.2	4004
风	168126.9	3999
風	168099.0	3993
种	166939.0	3988
万	166541.3	3982
架	166436.2	3976
男	165923.0	3971
利	165576.1	3965
禮	165370.1	3960
礼	165370.1	3960
机	164293.5	3949
裡	163856.5	3943
功	163124.3	3938
路	162797.7	3933
部	161100.1	3927
足	159814.1	3922
處	159558.6	3917
处	159558.6	3917
亲	159405.6	3906
親	159391.6	3901
姐	158836.1	3895
加	158731.9	3890
父	158101.3	3885
諗	158031.1	3879
谂	158031.1	3879
第	157846.4	3869
城	157711.7	3864
萬	157356.3	3858
條	157275.9	3853
条	157275.9	3853
服	156651.1	3843
关	156106.6	3838
關	156092.7	3832
很	155966.7	3827
坐	155519.2	3822
喺	153818.8	3817
哋	152946.4	3812
元	152496.3	3807
吾	152108.1	3802
機	151226.7	3797
且	150707.8	3792
体	150657.6	3786
接	149524.1	3781
离	148810.3	3777
才	148736.5	3772
儿	148579.0	3767
讓	148549.6	3762
让	148549.6	3762
兒	148397.7	3752
復	148105.7	3747
并	147900.9	3742
刻	147494.6	3737
輕	146922.4	3732
轻	146922.4	3732
义	146263.7	3722
義	146249.7	3717
終	146180.3	3713
终	146180.3	3713
或	145470.8	3703
算	144933.2	3698
埋	144775.4	3693
體	144369.0	3688
樂	143662.7	3684
乐	143662.7	3684
司	143596.9	3674
千	142365.2	3669
合	141183.7	3665
远	140301.7	3660
請	140290.4	3655
请	140290.4	3655
治	139909.6	3646
却	139883.5	3641
卻	139841.6	3637
八	139338.4	3632
任	138813.2	3627
細	138401.6	3623
细	138401.6	3623
清	137896.5	3613
擊	137741.4	3609
击	137741.4	3609
便	137723.4	3600
該	137117.3	3595
该	137117.3	3595
九	137111.3	3586
北	137042.3	3581
官	136790.4	3577
守	136201.6	3572
愛	135607.6	3568
爱	135607.6	3568
陣	135329.7	3559
阵	135329.7	3559
钟	135189.0	3550
政	134628.1	3545
離	134527.5	3541
七	134415.5	3536
石	134257.5	3532
帶	134192.9	3527
带	134192.9	3527
友	133296.1	3518
火	133273.9	3514
陳	133091.4	3510
陈	133091.4	3510
目	133013.8	3501
弟	132811.5	3496
朝	132659.9	3492
别	132377.2	3487
海	132202.5	3483
連	132155.4	3479
连	132155.4	3479
余	131540.9	3470
傳	130409.6	3465
传	130409.6	3465
汉	130178.4	3457
漢	130164.4	3452
給	129901.4	3448
给	129901.4	3448
記	129736.9	3439
记	129736.9	3439
焉	129302.3	3431
善	129185.7	3427
轉	129107.1	3422
转	129107.1	3422
龙	129052.0	3414
龍	129038.1	3409
陰	128950.7	3405
阴	128950.7	3405
求	128027.3	3396
喇	127904.5	3392
众	127498.0	3388
星	127456.5	3384
電	127419.7	3379
电	127419.7	3379
亂	127152.8	3371
乱	127152.8	3371
教	126885.1	3362
哥	126491.1	3358
居	126451.8	3354
眾	126005.7	3350
识	125926.5	3346
母	125035.3	3341
惊	124940.8	3337
敢	124897.0	3333
强	124475.1	3329
取	123901.3	3325
云	123644.2	3321
右	123417.1	3317
飛	122191.5	3313
飞	122191.5	3313
識	122061.9	3304
黄	122039.5	3300
帮	121945.2	3296
幫	121903.3	3292
黃	121719.2	3288
李	121429.4	3284
性	120517.5	3280
跟	120262.4	3276
隻	120177.6	3272
易	120163.8	3268
咪	119117.0	3264
越	118772.5	3260
封	117703.7	3256
伯	117550.9	3252
衣	117349.9	3248
林	117288.7	3244
空	117103.7	3241
遠	116827.2	3237
亡	116562.5	3233
竟	116304.2	3229
嗰	116135.0	3225
𠮶	116135.0	3225
屋	116016.3	3217
绝	115886.1	3213
絕	115815.4	3210
流	115445.4	3206
傷	115005.1	3202
伤	115005.1	3202
妹	114731.3	3194
黑	114407.4	3190
近	114277.7	3187
指	114277.5	3183
尽	114126.9	3179
慢	113967.1	3175
制	113640.2	3171
步	112965.4	3168
赵	112922.6	3164
趙	112908.6	3160
圣	112843.1	3156
賢	112280.3	3153
贤	112280.3	3153
表	112183.3	3145
企	112167.1	3141
皇	111792.2	3138
微	111664.9	3134
孫	111601.3	3130
孙	111601.3	3130
病	110119.3	3123
收	109862.2	3119
驚	109516.7	3116
美	109512.6	3112
攻	109200.5	3108
興	109046.1	3105
兴	109046.1	3105
工	109026.9	3097
往	108296.8	3094
岁	108231.3	3090
歲	108184.2	3087
怪	108171.5	3083
餘	107733.7	3079
恶	107589.2	3076
新	107386.4	3072
突	107017.1	3069
各	106910.2	3065
归	106761.1	3061
歸	106733.2	3058
音	106559.8	3054
容	106489.2	3051
化	106459.7	3047
交	106208.8	3044
响	105979.5	3040
響	105977.2	3037
視	105959.3	3033
视	105959.3	3033
早	105270.8	3026
俾	105127.5	3023
單	104794.3	3019
单	104794.3	3019
留	104710.9	3012
舉	104593.3	3009
举	104593.3	3009
房	104482.2	3002
場	104366.7	2998
场	104366.7	2998
哈	103677.9	2991
钱	103589.6	2988
錢	103561.7	2984
形	103391.5	2981
遂	103319.9	2977
聖	103221.0	2974
半	103049.2	2971
告	102897.5	2967
計	102885.7	2964
计	102885.7	2964
揾	102834.0	2957
惡	101953.4	2953
深	101892.1	2950
除	101468.1	2947
別	101118.1	2943
乜	100666.1	2940
氏	100607.5	2937
結	100490.1	2933
结	100490.1	2933
滿	100296.0	2927
满	100296.0	2927
強	100033.0	2920
备	99889.2	2917
備	99875.3	2913
卒	99791.0	2910
随	99694.1	2907
隨	99680.1	2903
春	99224.8	2900
莫	98941.0	2897
吧	98613.3	2893
甚	97590.8	2890
代	97066.2	2887
卫	96808.9	2884
衛	96794.9	2880
异	96650.2	2877
臉	96422.6	2874
脸	96422.6	2874
史	96281.9	2868
初	96152.5	2864
罪	95951.2	2861
許	95907.6	2858
许	95907.6	2858
夏	95821.6	2852
錯	95566.7	2848
错	95566.7	2848
句	95402.2	2842
止	95271.7	2839
搵	94703.6	2836
怎	94690.1	2833
、	94649.1	2829
﹑	94649.1	2829
晚	94170.5	2823
干	93887.1	2820
古	93885.3	2817
胜	93814.5	2814
低	93559.5	2811
吓	93431.4	2807
靈	93350.3	2804
灵	93350.3	2804
酒	93233.9	2798
貴	93224.1	2795
贵	93224.1	2795
木	92869.0	2789
晋	92394.3	2786
晉	92380.3	2783
特	92340.1	2780
鬼	92110.1	2776
奇	91615.3	2773
班	91611.6	2770
宫	91407.8	2767
宮	91379.9	2764
語	91373.7	2761
语	91373.7	2761
室	91336.8	2755
詩	91218.5	2752
诗	91218.5	2752
夜	91145.3	2746
朋	91018.1	2743
件	90771.2	2740
双	90770.7	2737
害	90726.0	2734
冲	90690.1	2731
雙	90638.9	2728
期	90478.2	2725
血	90421.2	2722
校	90359.2	2719
玩	90218.6	2716
盡	90107.6	2713
每	89929.3	2710
異	89830.3	2707
字	89708.3	2704
嘢	89411.2	2701
首	88380.2	2698
极	88189.5	2695
红	88157.1	2692
紅	88143.2	2689
秋	87682.3	2686
節	87650.5	2683
节	87650.5	2683
影	87591.0	2677
属	87547.1	2675
屬	87533.1	2672
論	87325.8	2669
论	87325.8	2669
兄	87251.0	2663
急	87072.9	2660
静	86865.4	2657
靜	86743.2	2654
破	86722.1	2651
稱	86702.6	2648
称	86702.6	2648
修	86622.4	2643
答	86444.9	2640
客	86170.3	2637
種	86014.0	2634
河	86005.1	2631
決	85980.8	2628
决	85980.8	2628
耳	85868.7	2623
剛	85640.3	2620
刚	85640.3	2620
吳	85522.1	2614
吴	85522.1	2614
認	85326.5	2608
认	85326.5	2608
息	85274.2	2603
精	85263.7	2600
報	84820.0	2597
报	84820.0	2597
叔	84706.1	2591
伐	84347.8	2588
勝	84266.1	2586
觀	84218.3	2583
观	84218.3	2583
田	83989.5	2577
劍	83833.2	2574
剑	83833.2	2574
冷	83617.6	2569
像	83489.9	2566
保	83259.8	2563
斷	83251.6	2561
断	83251.6	2561
玉	83197.5	2555
拜	82843.3	2552
苦	82703.7	2549
劉	82448.1	2547
刘	82448.1	2547
題	82114.6	2541
题	82114.6	2541
愿	81377.4	2536
总	81276.2	2533
總	81178.5	2530
媽	81038.4	2528
妈	81038.4	2528
孔	80996.9	2522
花	80976.5	2520
痛	80880.4	2517
圍	80617.6	2514
围	80617.6	2514
宗	80470.0	2509
量	80350.7	2506
凡	80325.2	2503
够	80289.5	2501
夠	80233.2	2498
救	79978.3	2495
怕	79792.2	2493
續	79769.6	2490
续	79769.6	2490
喜	79689.3	2485
建	79249.7	2482
隊	79175.6	2480
队	79175.6	2480
游	79088.5	2474
威	78953.2	2472
底	78844.6	2469
倒	78588.2	2466
界	78560.4	2464
青	78486.5	2461
象	78169.2	2459
繼	78087.1	2456
继	78087.1	2456
待	77510.2	2451
順	77349.3	2448
顺	77349.3	2448
並	77195.3	2443
華	76621.3	2440
华	76621.3	2440
獨	76620.3	2435
独	76620.3	2435
恐	76561.1	2430
根	76435.8	2428
管	76332.8	2425
孝	76294.3	2423
久	76178.0	2420
犹	76067.9	2418
郡	75481.7	2415
活	75242.7	2412
土	75102.6	2410
尚	74934.3	2407
势	74904.2	2405
勢	74862.3	2403
布	74811.3	2400
差	74717.9	2398
宜	74495.6	2395
约	74169.7	2393
約	74155.8	2390
願	74154.4	2388
停	74014.7	2385
江	73974.2	2383
吏	73917.0	2380
章	73712.3	2378
广	73514.6	2375
顯	73423.3	2373
显	73423.3	2373
鐘	73279.4	2368
降	73177.1	2366
持	73065.0	2363
敗	72931.6	2361
败	72931.6	2361
猶	72506.9	2356
提	72495.8	2353
—	72461.5	2351
嗎	72429.0	2349
吗	72429.0	2349
脚	72354.6	2344
准	72291.4	2341
腳	72189.7	2339
洗	72075.0	2337
州	72040.3	2334
送	71982.5	2332
疑	71658.6	2329
況	71535.4	2327
况	71535.4	2327
背	71502.7	2322
嘉	71306.8	2320
怒	71234.8	2317
射	71133.0	2315
置	71049.1	2313
業	70366.2	2310
业	70366.2	2310
晒	70260.0	2306
乘	69687.6	2303
寒	69674.9	2301
退	69552.4	2299
群	69536.8	2296
执	69509.9	2294
志	69452.1	2292
執	69440.2	2289
器	69308.2	2287
号	69276.0	2285
號	69150.5	2283
極	69097.8	2280
搞	68939.5	2278
樓	68934.0	2276
楼	68934.0	2276
谢	68476.0	2271
謝	68462.1	2269
术	68215.0	2266
試	68119.8	2264
试	68119.8	2264
致	68017.0	2260
尉	67864.6	2257
韩	67721.9	2255
韓	67708.0	2253
堂	67620.9	2251
廣	67472.7	2248
魏	67471.0	2246
仁	67300.9	2244
呼	66888.5	2242
拎	66853.6	2239
拉	66665.1	2237
幸	66321.9	2235
飲	66251.2	2233
饮	66251.2	2233
姓	66102.1	2228
喎	66013.7	2226
㖞	66013.7	2226
谷	65938.8	2222
魔	65910.8	2220
整	65666.1	2217
香	65617.0	2215
訓	65586.3	2213
训	65586.3	2213
雨	65547.2	2209
尊	65371.6	2206
貞	65209.3	2204
贞	65209.3	2204
肉	65074.3	2200
雪	65019.4	2198
宋	64960.8	2196
您	64697.7	2193
商	64587.8	2191
存	64572.4	2189
兮	64567.6	2187
陵	64249.5	2185
切	64230.7	2183
府	64141.0	2181
類	63923.2	2178
类	63923.2	2178
福	63800.3	2174
共	63789.6	2172
免	63697.0	2170
騎	63696.7	2168
骑	63696.7	2168
叶	63579.0	2164
鄭	63557.5	2161
郑	63557.5	2161
議	63483.9	2157
议	63483.9	2157
虚	63480.9	2153
葉	63399.3	2151
虛	63397.2	2149
角	63268.7	2147
怀	63181.0	2145
御	63171.7	2142
引	63153.5	2140
尔	63148.6	2138
刺	63143.0	2136
斯	63098.0	2134
準	63064.1	2132
推	62754.9	2130
喪	62752.5	2128
丧	62752.5	2128
祖	62686.9	2124
升	62556.4	2121
謀	62523.9	2119
谋	62523.9	2119
温	62518.0	2115
爭	62213.7	2113
争	62213.7	2113
溫	62198.7	2109
改	62006.4	2107
熱	61967.2	2105
热	61967.2	2105
景	61878.1	2101
台	61783.3	2099
消	61770.4	2097
达	61594.9	2095
良	61533.5	2093
唯	61115.4	2090
街	60924.7	2088
追	60884.8	2086
刀	60861.9	2084
益	60859.8	2082
忍	60786.9	2080
纯	60709.9	2078
純	60682.0	2076
宝	60669.4	2074
哉	60666.5	2072
邪	60606.6	2070
敵	60574.4	2068
敌	60574.4	2068
味	60494.7	2064
徒	60355.4	2062
征	60326.2	2060
另	60309.4	2058
術	60224.1	2056
寶	60139.4	2054
辞	59998.4	2052
辭	59984.4	2050
曾	59930.0	2048
支	59793.7	2046
线	59678.0	2044
禁	59642.6	2042
線	59636.2	2040
誰	59588.3	2038
谁	59588.3	2038
片	59558.0	2034
敬	59479.1	2032
尸	59359.3	2030
魯	59344.6	2028
鲁	59344.6	2028
暗	59291.6	2024
掌	59001.9	2022
考	58981.7	2020
找	58729.5	2018
腦	58485.3	2016
脑	58485.3	2016
疾	58463.6	2013
简	58443.4	2011
簡	58429.5	2009
賜	58303.9	2007
赐	58303.9	2007
員	58281.9	2003
员	58281.9	2003
囉	58166.8	1999
啰	58166.8	1999
領	58142.1	1995
领	58142.1	1995
包	58075.2	1991
牛	57968.0	1989
危	57939.3	1987
察	57854.1	1985
照	57777.8	1984
燕	57744.9	1982
梁	57740.5	1980
份	57729.1	1978
臨	57597.1	1976
临	57597.1	1976
忠	57569.8	1972
爸	57507.2	1970
市	57459.5	1968
喂	57432.8	1966
拍	57294.7	1964
護	57108.9	1962
护	57108.9	1962
办	57062.8	1959
辦	57021.0	1957
养	56727.4	1955
養	56713.4	1953
肯	56613.6	1951
招	56348.6	1949
务	56334.3	1947
務	56307.0	1945
斗	56296.0	1944
希	56200.1	1942
固	55919.7	1940
承	55497.0	1938
散	55454.7	1936
格	55443.0	1934
吃	55367.4	1932
遇	55359.6	1931
甲	55241.6	1929
示	55206.4	1927
滅	55193.9	1925
灭	55193.9	1925
誅	55075.4	1921
诛	55075.4	1921
買	54797.0	1918
买	54797.0	1918
智	54408.9	1914
胡	54317.4	1912
富	54179.1	1910
克	54005.1	1909
懷	53825.0	1907
啱	53707.7	1905
冬	53667.7	1903
奉	53629.0	1901
刑	53501.6	1900
縣	53479.8	1898
县	53479.8	1898
舍	53448.2	1894
跑	53439.9	1893
鍾	53383.1	1891
顾	53364.8	1889
奴	53124.5	1887
屌	53123.9	1885
段	53022.1	1884
詔	52857.9	1882
诏	52857.9	1882
速	52629.1	1878
它	52551.9	1877
卿	52417.0	1875
飯	52386.9	1873
饭	52386.9	1873
确	52193.8	1870
虎	52146.6	1868
户	52138.1	1866
永	52005.0	1864
戶	51968.8	1863
夢	51812.8	1861
梦	51812.8	1861
隱	51777.3	1858
隐	51777.3	1858
皮	51768.2	1854
假	51725.7	1852
施	51684.8	1851
凝	51651.8	1849
弱	51605.0	1847
族	51564.4	1846
寫	51553.2	1844
写	51553.2	1844
達	51547.0	1840
般	51492.8	1839
震	51218.2	1837
鐵	51141.2	1835
铁	51141.2	1835
巨	51113.6	1832
楊	51004.5	1830
杨	51004.5	1830
废	50958.2	1827
尝	50897.8	1825
忧	50864.9	1823
藏	50768.1	1822
鱼	50745.3	1820
魚	50699.5	1818
權	50685.3	1817
权	50685.3	1817
英	50525.6	1813
嘗	50365.4	1812
忽	50348.5	1810
噹	50285.1	1808
旁	50284.9	1806
嘴	50252.1	1805
沉	50246.0	1803
搖	50120.3	1801
摇	50120.3	1801
运	50114.1	1798
耐	50007.6	1796
京	49953.4	1795
草	49912.0	1793
具	49907.9	1791
拿	49870.7	1790
宣	49866.9	1788
圖	49747.0	1786
图	49747.0	1786
式	49644.7	1783
程	49577.9	1782
夷	49567.9	1780
醒	49469.0	1778
注	49448.9	1777
读	49390.9	1775
讀	49363.0	1773
私	49301.5	1772
寡	49270.4	1770
弃	49215.9	1768
棄	49202.0	1767
历	49040.9	1765
雷	48906.5	1763
祭	48869.9	1762
站	48810.8	1760
巴	48795.0	1759
廢	48752.7	1757
憂	48680.7	1755
岩	48642.8	1754
波	48604.0	1752
裝	48582.3	1750
装	48582.3	1750
弗	48581.6	1747
邑	48557.0	1746
番	48470.3	1744
確	48365.2	1742
厚	48363.9	1741
罗	48111.9	1739
爵	48111.2	1738
羅	48098.0	1736
遺	47714.3	1734
遗	47714.3	1734
賞	47593.2	1731
赏	47593.2	1731
婦	47591.1	1728
妇	47591.1	1728
撚	47569.9	1725
甘	47305.2	1723
社	47138.3	1722
妖	47079.2	1720
娘	46940.4	1719
集	46861.8	1717
設	46715.2	1715
设	46715.2	1715
顧	46581.6	1712
严	46490.8	1711
鄉	46483.4	1709
乡	46483.4	1709
嚴	46476.8	1706
盛	46460.6	1705
雲	46377.0	1703
忙	46353.0	1701
负	46347.2	1700
負	46333.3	1698
召	46308.1	1697
毒	46305.9	1695
抱	46246.9	1694
資	46204.9	1692
资	46204.9	1692
湯	46153.7	1689
汤	46153.7	1689
毛	46139.3	1686
造	45997.8	1685
職	45987.3	1683
职	45987.3	1683
适	45891.9	1680
賊	45849.8	1678
贼	45849.8	1678
产	45835.5	1675
產	45765.8	1674
習	45730.2	1672
习	45730.2	1672
暴	45672.4	1669
遣	45653.2	1668
列	45648.2	1666
桓	45627.3	1665
衰	45543.3	1663
级	45519.0	1662
級	45505.1	1660
忘	45466.9	1659
調	45342.7	1657
调	45342.7	1657
屍	45340.7	1654
需	45253.9	1653
質	45116.3	1651
质	45116.3	1651
仆	45098.5	1648
专	45060.8	1647
專	45046.8	1645
樹	45027.4	1644
树	45027.4	1644
畢	45001.3	1641
毕	45001.3	1641
宁	44887.8	1638
昭	44857.5	1636
密	44840.5	1635
医	44839.3	1633
露	44681.0	1632
参	44667.1	1630
適	44664.0	1629
參	44536.3	1627
婆	44463.3	1626
豆	44376.0	1624
羽	44327.5	1623
劳	44273.2	1621
郎	44272.1	1620
怨	44260.7	1618
伏	44248.4	1617
勞	44204.1	1615
選	44128.7	1614
选	44128.7	1614
歡	43811.9	1611
欢	43811.9	1611
穿	43746.1	1608
喊	43745.7	1607
短	43734.7	1605
闲	43721.4	1604
煩	43709.9	1602
烦	43709.9	1602
嘛	43705.1	1599
運	43665.3	1598
衝	43591.4	1596
儀	43472.3	1595
仪	43472.3	1595
念	43378.8	1592
登	43344.1	1591
妻	43341.5	1589
纪	43289.9	1588
佬	43289.6	1586
紀	43275.9	1585
吉	43187.4	1583
醫	43167.7	1582
傾	43077.3	1580
倾	43077.3	1580
爾	42853.8	1578
絲	42836.9	1576
丝	42836.9	1576
床	42806.8	1573
狗	42804.3	1572
基	42753.5	1570
球	42728.1	1569
辛	42634.9	1568
估	42564.2	1566
跳	42523.5	1565
哀	42493.1	1563
堅	42455.0	1562
坚	42455.0	1562
遊	42413.8	1559
柔	42390.5	1558
狀	42378.5	1556
状	42378.5	1556
積	42316.8	1553
积	42316.8	1553
旧	42283.8	1551
戏	42280.6	1549
侍	42268.2	1548
禍	42262.0	1546
祸	42262.0	1546
朱	42260.7	1544
戲	42252.7	1542
舊	42228.0	1541
季	42211.3	1539
誠	42122.0	1538
诚	42122.0	1538
率	42005.9	1535
財	41975.2	1534
财	41975.2	1534
松	41959.4	1531
丫	41913.9	1530
翻	41830.1	1528
頂	41752.5	1527
顶	41752.5	1527
豈	41706.8	1524
岂	41706.8	1524
惠	41684.3	1521
廟	41676.8	1520
庙	41676.8	1520
脈	41603.3	1517
脉	41603.3	1517
孟	41515.3	1514
激	41489.9	1513
奔	41484.3	1512
麻	41472.0	1510
究	41443.3	1509
塊	41420.4	1507
块	41420.4	1507
骨	41417.9	1505
哂	41378.4	1503
責	41325.8	1502
责	41325.8	1502
米	41255.5	1499
充	40988.3	1498
沙	40908.7	1496
叹	40902.2	1495
窮	40832.7	1494
穷	40832.7	1494
頓	40794.9	1491
顿	40794.9	1491
避	40766.2	1488
曹	40651.9	1487
塞	40630.5	1486
姑	40613.5	1484
險	40391.9	1483
险	40391.9	1483
警	40313.1	1480
唐	40198.9	1479
鸡	40099.6	1477
丁	40051.9	1476
仍	40040.2	1475
玄	40021.3	1473
歷	39994.8	1472
歌	39969.8	1471
態	39963.3	1469
态	39963.3	1469
展	39890.1	1467
鳳	39885.8	1465
凤	39885.8	1465
哪	39799.3	1463
派	39791.5	1461
銀	39788.3	1460
银	39788.3	1460
伸	39774.2	1458
迎	39741.6	1456
迁	39725.4	1455
获	39612.0	1454
奏	39598.7	1452
休	39587.1	1451
熟	39558.3	1450
患	39519.5	1448
博	39477.6	1447
營	39410.3	1446
营	39410.3	1446
吸	39346.2	1443
申	39324.2	1442
释	39249.1	1440
介	39248.0	1439
