彷	⿰彳方	𰀪丨丶万
妞	⿰女丑	女丑
岑	⿱山今	凵丨𠆢丶乛
呑	⿱夭口	㇒大口
沂	⿰氵斤	氵𠂆一丨
吝	⿱文口	丶一乂口
彤	⿰丹彡	⺆一丶㇒㇒㇒
扽	⿰扌屯	扌一凵乚
邯	⿰甘阝	一丨丨一一阝
忒	⿹弋心	𫠠丶心
𥃦	⿱𠆢目	𠆢目
扲	⿰扌今	扌𠆢丶乛
羌	⿸⺶乚	⺶乚
羌	⿱𦍌儿	⺶乚
乕	⿸𠂆⿻二巾	𠂆二冂丨
囤	⿴囗屯	囗一凵乚
妍	⿰女开	女一廾
汾	⿰氵分	氵八刀
佗	⿰亻它	㇒丨丶冖匕
卤	⿱⺊龱	⺊囗㐅
汞	⿱工水	一丨一㇇亅{24}
沅	⿰氵元	氵一一儿
肓	⿱亡⺝	丶一𠃊⺝
肓	⿱亡⺼	丶一𠃊⺝
芷	⿱艹止	艹⺊一丨
𫹍	⿰彳支	𰀪丨十又
㚒	⿻大𠓜	大入入
汩	⿰氵曰	氵曰
汩	⿰氵日	氵曰
玖	⿰𤣩久	𤣩久
芮	⿱艹内	艹冂人
芮	⿱艹內	艹冂人
𦥔	⿻臼丨	{112}一一丨
𦥔	⿻𦥑丨	{112}一一丨
𫝹	⿱𠆢忈	𠆢二心
芩	⿱艹今	艹𠆢丶乛
芪	⿱艹氏	艹氏
佞	⿰亻𡚬	㇒丨二女
圻	⿰土斤	十一𠂆一丨
忸	⿰忄丑	忄丑
汨	⿰氵日	氵日
苁	⿱艹从	艹人人
陂	⿰阝皮	阝{84}丨又
劬	⿰句力	㇒𠃌口力
劭	⿰召力	刀口力
卣	⿱⺊囙	⺊囗{50}
岜	⿱山巴	凵丨巳丨
忤	⿰忄午	忄㇒一十
杓	⿰木勺	十𠆢㇒𠃌丶
芟	⿱艹殳	艹𠘧又
芡	⿱艹欠	艹㇒乛人
芫	⿱艹元	艹一一儿
芰	⿱艹支	艹十又
芾	⿱艹巿	艹一冂丨
𡕙	⿱夂月	夂月
{66}	⿷𠂭コ	{66}
↔邑		↔口巳丨
㒴	⿱入出	入凵丨凵
㒵	⿱白八	㇒日八
㒶	⿱八白	八㇒日
㒷	⿳𠔿一八	冂人一八
㓠	⿰占刂	⺊口刂
㔷	⿷匚丙	匚一冂人
㕯	⿵内口	冂人口
㕯	⿵內口	冂人口
㘮	⿰土尺	十一尸㇏
㚓	⿱大木	大十𠆢
㚓	⿱大朩	大十𠆢
㝎	⿱宀之	丶冖丶{100}
㝐	⿱宀公	丶冖八𠃋丶
㝑	⿱宀方	丶冖丶万
㞎	⿸尸巴	尸巳丨
㞱	⿱山日	凵丨日
㞵	⿱山文	凵丨丶一乂
㞷	⿱屮王	凵丨一十一
㞷	⿱山王	凵丨一十一
㞷	⿱䶹王	凵丨一十一
㠻	⿱耂巾	十一㇒冂丨
㤀	⿱兦心	兦心
㤀	⿱亾心	兦心
㤋	⿰忄分	忄八刀
㧍	⿰扌方	扌丶万
㧎	⿰扌牙	扌一亅𠃋㇒
㪯	⿱文𰀁	丶一乂𰀁
㫒	⿱日廾	日廾
㫕	⿱日兀	日一儿
㱑	⿱止夕	⺊一丨丿㇇丶
㳂	⿰氵公	氵八𠃋丶
㳉	⿰氵月	氵月
㳊	⿰氵攵	氵攵
㶣	⿱干火	一十火
㹞	⿰犭斤	犭𠂆一丨
㺯	⿱王大	一十一大
㽖	⿰田力	田力
㽗	⿰田人	田人
㿝	⿱白厶	㇒日𠃋丶
䀏	⿹勹目	㇒𠃌目
䆑	⿱穴丁	丶冖八一亅
䆑	⿱宂丁	丶冖八一亅
䏎	⿰月凡	月几丶
䏎	⿰⺼凡	月几丶
丣	⿱一⿰⿰匚丿⿰丨{50}	一匚丿丨{50}
丣	⿻丌⿰匚{50}	一匚丿丨{50}
伱	⿰亻尒	㇒丨𠆢小
伹	⿰亻且	㇒丨且
伿	⿰亻只	㇒丨口八
佉	⿰亻去	㇒丨十一𠃋丶
佊	⿰亻皮	㇒丨{84}丨又
佋	⿰亻召	㇒丨刀口
佦	⿰亻石	㇒丨一丿口
兎	⿷⿸⿻⿱㇒口丿乚丶	㇒口丿乚丶
兎	⿷⿱⿻⿱㇒口丨儿丶	㇒口丿乚丶
兕	⿱凹儿	凹儿
凬	⿵𠘨𣄼	𠘨一日
刜	⿰弗刂	弓丿丨刂
刢	⿰令刂	𠆢丶乛丶刂
刧	⿰去刀	十一𠃋丶刀
劯	⿰石力	一丿口力
匤	⿷匚玉	匚一十一丶
卲	⿰召卩	刀口卩
厎	⿸厂氐	厂氏丶
厏	⿸厂乍	厂㇒一丨二
叓	⿱𰀉又	一口丨又
呄	⿱乃古	乃十口
呇	⿱水口	㇇亅{24}口
呌	⿰口斗	口十⺀
呏	⿰口升	口㇒廾
呚	⿰口攵	口攵
囦	⿴囗水	囗㇇亅{24}
囧	⿴𡆦冂	囗八冂
囧	⿴四冂	囗八冂
囯	⿴囗王	囗一十一
圽	⿰土勿	十一㇒𠃌丿丿
坌	⿱分土	八刀十一
坓	⿱井土	二丿丨十一
坔	⿱水土	㇇亅{24}十一
夿	⿱大巴	大巳丨
妢	⿰女分	女八刀
宊	⿱宀犬	丶冖大丶
宍	⿱宀六	丶冖丶一八
宎	⿱宀夭	丶冖㇒大
宐	⿱宀彑	丶冖{30}一
宐	⿳宀夕一	丶冖{30}一
宐	⿱宀互	丶冖{30}一
尨	⿻龙𰀪	𠂇丶𠤎𰀪
尨	⿷尤彡	𠂇丶𠤎𰀪
尨	⿺尤彡	𠂇丶𠤎𰀪
尪	⿺尢王	尢一十一
尫	⿺兀王	一儿一十一
岕	⿱山介	凵丨𠆢丿丨
岙	⿱夭山	㇒大凵丨
巵	⿸𠂋巴	𠂆一巳丨
帋	⿱氏巾	氏冂丨
帍	⿸户巾	丶尸冂丨
帍	⿸戶巾	丶尸冂丨
庈	⿸广今	丶厂𠆢丶乛
庒	⿸广圡	丶厂十一丶
廸	⿺廴由	廴日丨
廹	⿺廴白	廴㇒日
弅	⿱分廾	八刀廾
彣	⿺文彡	丶一乂㇒㇒㇒
忮	⿰忄支	忄十又
忺	⿰忄欠	忄㇒乛人
戓	⿹戈口	𫠠㇒丶口
戺	⿰户巳	丶尸巳
戺	⿰戶巳	丶尸巳
戼	戼	戼
扵	⿰扌仒	扌𠆢⺀
扸	⿰扌片	扌丿丨一𠃍
抂	⿰扌王	扌一十一
抇	⿰扌曰	扌曰
抇	⿰扌日	扌曰
抈	⿰扌月	扌月
抐	⿰扌内	扌冂人
抐	⿰扌內	扌冂人
攺	⿰巳攵	巳攵
攼	⿰干攵	一十攵
斈	⿱文子	丶一乂了一
旰	⿰日干	日一十
旳	⿰日勺	日㇒𠃌丶
旵	⿱日山	日凵丨
曵	⿺曳丶	日㇂㇒丶
杄	⿰木千	十𠆢㇒十
杊	⿰木川	十𠆢丿丨丨
杋	⿰木凡	十𠆢几丶
杗	⿱亡木	丶一𠃊十𠆢
杘	⿸尸木	尸十𠆢
杣	⿰木山	十𠆢凵丨
杦	⿰木久	十𠆢久
汖	⿱山水	凵丨㇇亅{24}
汦	⿰氵氏	氵氏
汧	⿰氵开	氵一廾
汧	⿰氵幵	氵一廾
汫	⿰氵井	氵二丿丨
汭	⿰氵内	氵冂人
汭	⿰氵內	氵冂人
汱	⿰氵犬	氵大丶
汵	⿰氵今	氵𠆢丶乛
汸	⿰氵方	氵丶万
沄	⿰氵云	氵二𠃋丶
沔	⿰氵丏	氵一丨𠃊𠃌
沔	⿰氵丐	氵一丨𠃊𠃌
沕	⿰氵勿	氵㇒𠃌丿丿
沚	⿰氵止	氵⺊一丨
灷	⿱火廾	火廾
灻	⿱土火	十一火
狃	⿰犭丑	犭丑
狇	⿰犭木	犭十𠆢
皁	⿱白十	㇒日十
盁	⿱乃皿	乃冂一丨丨
糺	⿰糹乚	幺{86}乚
糺	⿰糸乚	幺{86}乚
耴	⿰耳乚	耳乚
耴	⿸耳乚	耳乚
肑	⿰月勺	月㇒𠃌丶
肑	⿰⺼勺	月㇒𠃌丶
肜	⿰月彡	月㇒㇒㇒
肜	⿰⺼彡	月㇒㇒㇒
芈	⿻卝𰀁	↔⺊⺊𰀁
芘	⿱艹比	艹乚一匕
芚	⿱艹屯	艹一凵乚
芠	⿱艹文	艹丶一乂
芣	⿱艹不	艹一丿丨丶
芧	⿱艹予	艹乛丶乛亅
芴	⿱艹勿	艹㇒𠃌丿丿
芶	⿱艹勾	艹㇒𠃌𠃋丶
芺	⿱艹夭	艹㇒大
芼	⿱艹毛	艹㇒二乚
芿	⿱艹仍	艹㇒丨乃
苂	⿱艹火	艹火
辵	⿱彡龰	㇒㇒㇒人⺊
迊	⿺辶帀	辶一冂丨
迍	⿺辶屯	辶一凵乚
迏	⿺辶太	辶大丶
阼	⿰阝乍	阝㇒一丨二
陁	⿰阝㐌	阝㇒一乜丨
陃	⿰阝丙	阝一冂人
𠀤	⿱夶一	大大一
𠀧	⿺巴三	巳丨三
𠁧	𠁧	𠁧
𠃬	⿻己⿱{50}匚	己{50}匚
𠄘	⿻氶二	乛㇇亅{24}二
𠄘	⊖承一	乛㇇亅{24}二
𠅋	⿱玄十	丶一幺十
𠇗	⿰亻瓜	㇒丨瓜
𠇚	⿱𠆢甲	𠆢甲
𠇤	⿰亻玉	㇒丨一十一丶
𠇦	⿰亻冉	㇒丨冂十一
𠇩	⿰亻卯	㇒丨{39}丿卩
𠇮	⿱𠆢丙	𠆢一冂人
𠇽	⿰亻匝	㇒丨匚冂丨
𠇾	⿰亻𣎶	㇒丨十𠆢一
𠑽	⿱亠兄	丶一口儿
𠑾	⿱⺈⿸尸儿	⺈尸儿
𠑿	⿱？兀	一儿
𠒁	⿸𡰤儿	丷尸儿
𠔍	⿱八由	八日丨
𠖀	⿱冖示	冖二小
𠖸	⿰冫⿱{88}匕	冫{88}匕
𠖼	⿱央⺀	冂一人⺀
𠘽	⿱⿶凵⺌几	凵⺌几
𠛜	⿰丼刂	二丿丨丶刂
𠛢	⿰乍刂	㇒一丨二刂
𠡉	⿰古力	十口力
𠦑	⿸⿵⿻廾丶⿰丶丶丶	廾丶丶丶丶
𠦑	⿸⿵升⿰丶丶丶	廾丶丶丶丶
𠦒	𠦒	𠦒
𠧚	⿱⺊囚	⺊囗人
𠩆	⿸厂此	厂⺊一丨匕
𠩈	⿸厂主	厂丶一十一
𠩉	⿸厂出	厂凵丨凵
𠬲	⿱𡗜又	大丷又
𠬸	⿱囘又	冂巳又
𠯌	⿱㐅右	㐅𠂇口
𠯍	⿰口冄	口冂𠄠
𠯑	⿱氏口	氏口
𠯓	⿱斤口	𠂆一丨口
𠯚	⿱口𥘅	口一丨丿㇄
𠯣	⿱口之	口丶{100}
𠯪	⿰口歹	口一丿㇇丶
𠯫	⿰口戈	口𫠠㇒丶
𠯭	⿱口日	口日
𠯳	⿱勿口	㇒𠃌丿丿口
𡆴	⿴囗丑	囗丑
𡆵	⿴囗⿱⿰𠃎𠃊⿰𠃎{111}	囗𠃎𠃊𠃎{111}
𡆾	⿴囗公	囗八𠃋丶
𡇂	⿴囗火	囗火
𡇆	⿴囗⿱巳一	囗巳一
𡉚	⿱㞢土	凵丨一十一
𡉣	⿱木土	十𠆢十一
𡉤	⿱不土	一丿丨丶十一
𡉰	⿱凶土	凵㐅十一
𡉵	⿰土⿺乚土	十一乚十一
𡉸	⿱𠙸土	凵𠃋丶十一
𡉺	⿱土水	十一㇇亅{24}
𡉼	⿱升土	㇒廾十一
𡉿	⿰土木	十一十𠆢
𡔞	⿱亡𡈼	丶一𠃊㇒十一
𡔞	⿱亡壬	丶一𠃊㇒十一
𡗥	⿱大屯	大一凵乚
𡗩	⿱火大	火大
𡗬	⿱比大	乚一匕大
𡗮	⿱爫大	㇒丶丶㇒大
𡗱	⿱大龰	大人⺊
𡗶	⿱夭上	㇒大⺊一
𡗶	⿱天上	㇒大⺊一
𡛊	⿰女手	女㇒二亅
𡥈	⿱爻子	㐅乂了一
𡥉	⿱㐅𡥂	㐅𠂇了一
𡧍	⿱宀丏	丶冖一丨𠃊𠃌
𡧎	⿱宀丐	丶冖一丨一㇉
𡧐	⿱宀⿱{14}八	丶冖{14}八
𡧐	⿱宀⿳𠃍一八	丶冖{14}八
𡭝	⿱少小	𡭔㇒小
𡰶	⿸尸日	尸日
𡴆	⿱䶹六	凵丿丶一八
𡴇	⿱䶹丰	凵丿三丨
𡵖	⿱山火	凵丨火
𡵧	⿱山元	凵丨一一儿
𡵩	⿱止山	⺊一丨凵丨
𡵫	⿱山片	凵丨丿丨一𠃍
𡵬	⿱山木	凵丨十𠆢
𡵯	⿱山少	凵丨𡭔㇒
𡵱	⿱山斤	凵丨𠂆一丨
𡵳	⿱山分	凵丨八刀
𡵶	⿱勿山	㇒𠃌丿丿凵丨
𡶀	⿱山内	凵丨冂人
𡶀	⿱山內	凵丨冂人
𡿮	⿱𠫓巛	一𠃋丶𡿨𡿨𡿨
𡿯	⿱日巛	日𡿨𡿨𡿨
𢀜	⿰工丮	一丨一⺄𰀁
𢁳	⿱歹巾	一丿㇇丶冂丨
𢁺	⿸𠂆⿻⿱一𠃌巾	𠂆一𠃌冂丨
𢇦	⿸广壬	丶厂㇒一丨一
𢌳	⿱𱼀廾	丿㇇丶丶廾
𢌺	⿱𠔿廾	冂人廾
𢎀	⿱弋⺝	𫠠丶⺝
𢎀	⿱弋⺼	𫠠丶⺝
𢎿	⿰弓攵	弓攵
𢒈	⿰井彡	二丿丨㇒㇒㇒
𢗑	⿰忄冗	忄冖几
𢗑	⿰忄⿱冖儿	忄冖几
𢗝	⿰忄互	忄一{30}一
𢗡	⿰忄攵	忄攵
𢗦	⿱木心	十𠆢心
𢗨	⿱水心	㇇亅{24}心
𢗭	⿱日心	日心
𢗰	⿰心心	心心
𢗼	⿰忄户	忄丶尸
𢗼	⿰忄戶	忄丶尸
𢦒	⿻戈𰀁	𫠠㇒丶𰀁
𢦙	⿹戈幺	𫠠㇒丶幺
𢨪	⿸户巳	丶尸巳
𢨪	⿸戶巳	丶尸巳
𢪒	⿰手手	㇒二亅㇒二亅
𢪘	⿱分手	八刀㇒二亅
𢪙	⿰龵⿱一𰀁	㇒二丿一𰀁
𢪛	⿰扌攵	扌攵
𢪫	⿰扌爿	扌𠃊一丿丨
𣅄	⿺廴日	廴日
𣅆	⿳一八日	一八日
𣅋	⿱日䒑	日丷一
𣅌	⿱千日	㇒十日
𣅍	⿴囗日	囗日
𣅑	⿱䒑日	丷一日
𣅔	⿺夨日	𠃊大日
𣌡	⿳丨日厶	丨日𠃋丶
𣌢	⿱日𡭔	日𡭔
𣌢	⿱日小	日𡭔
𣍟	⿱冖⿱一⺝	冖一⺝
𣍟	⿱冖⿱一月	冖一⺝
𣏈	⿰木么	十𠆢㇒𠃋丶
𣏉	⿱刃木	刀㇒十𠆢
𣏋	⿱𠫓木	一𠃋丶十𠆢
𣏌	⿰木巳	十𠆢巳
𣏏	⿱𠫔木	一𠃋丶十𠆢
𣏒	⿰木⿻九一	十𠆢九一
𣏒	⿰木丸	十𠆢九一
𣏒	⿰木⿻九丶	十𠆢九一
𣥈	⿱止巾	⺊一丨冂丨
𣧄	⿱巛歹	𡿨𡿨𡿨一丿㇇丶
𣲎	⿱今水	𠆢丶乛㇇亅{24}
𣲑	⿰氵𢆰	氵一幺
𣲙	⿰氵水	氵㇇亅{24}
𣲩	⿰氵巴	氵巳丨
𣲪	⿰氵旡	氵一𠃋丿乚
𣲭	⿰氵毛	氵㇒二乚
𤆍	⿱大火	大火
𤆎	⿰扌火	扌火
𤆗	⿱口灬	口灬
𤓳	⿱爫𠀁	㇒丶丶㇒一㇉
𤬦	⿱冖瓦	冖一𠄌㇈丶
𤰖	⿰田又	田又
𤰗	⿱𠂉田	㇒一田
𤰜	⿰田厶	田𠃋丶
𤼦	⿱癶又	{101}{102}又
𥁀	⿱刀皿	刀冂一丨丨
𥃩	⿱目匕	目匕
𥃫	⿰目又	目又
𥃮	⿱入目	入目
𥃯	⿱目几	目几
𥃰	⿱亠目	丶一目
𥎦	⿸厂矢	厂㇒一大
𥐘	⿸厂⿱二口	厂二口
𥐛	⿰石刀	一丿口刀
𥘑	⿰礻寸	礻𬺰丶
𥝐	⿰禾又	㇒十𠆢又
𥤤	⿱穴几	丶冖八几
𥤤	⿱宂几	丶冖八几
𥤥	⿱穴七	丶冖八七
𥤦	⿱穴又	丶冖八又
𥸦	⿹⺄米	⺄丷十𠆢
𦉱	⿱罒七	囗丨丨七
𦉳	⿵冂双	冂又又
𦉴	⿱罒十	囗丨丨十
𦒱	⿱耂丁	十一㇒一亅
𦘴	⿰月乇	月㇒七
𦘴	⿰⺼乇	月㇒七
𦘶	⿰月川	月丿丨丨
𦘶	⿰⺼川	月丿丨丨
𦬅	⿱艹口	艹口
𦬆	⿱艹亾	艹𠃊人
𦬊	⿱艹巳	艹巳
𦬑	⿱艹女	艹女
𧢲	⿱⺈⿵⺆仌	⺈⺆人人
𧢲	⿱⺈𠕎	⺈⺆人人
𧮫	⿱仌口	人人口
𧺆	⿱夭龰	㇒大人⺊
𨈏	𨈏	𨈏
𨑃	⿸厂⿱二⿰⿺𠄌丨乁	厂二𠄌丨乁
𨑃	⊖𨑄㇒	厂二𠄌丨乁
𨑄	⿸厂⿱二⿰⿺𠄌丨{24}	厂二𠄌丨{24}
𨑄	⿻𨑃㇒	厂二𠄌丨{24}
𨑢	⿺辵从	㇒㇒㇒人⺊人人
𨑦	⿺辶予	辶乛丶乛亅
𨑭	⿺辶止	辶⺊一丨
𨑮	⿺辶什	辶㇒丨十
𨑲	⿺辶手	辶㇒二亅
𨑳	⿺辶壬	辶㇒一丨一
𨑳	⿺辶𡈼	辶㇒一丨一
𨙨	↔邑	↔口巳丨
𨚡	⿱氶邑	乛㇇亅{24}口巳丨
𨚪	⿰立阝	丶一丷一阝
𨚫	⿰去阝	十一𠃋丶阝
𨸲	⿰阝市	阝丶一冂丨
𪜢	⿱亠旧	丶一丨日
𪜬	⿱𠆢未	𠆢一十𠆢
𪜭	⿰亻囙	㇒丨囗{50}
𪜮	⿰亻目	㇒丨目
𪜱	⿱𠆢禾	𠆢㇒十𠆢
𪞏	⿱冖夗	冖丿㇇丶㔾
𪞐	⿱{80}孑	{80}了㇀
𪞐	⿱㓁子	{80}了㇀
𪟙	⿰{18}力	{18}力
𪢾	⿱火土	火十一
𪩡	⿱巛巴	𡿨𡿨𡿨巳丨
𪪳	⿱公廾	八𠃋丶廾
𪱳	⿰木口	十𠆢口
𫔭	⿵门开	丨丶𠃌一廾
𫔮	⿵门月	丨丶𠃌月
𫝕	⿸厂⊖艮一	𫝕
𫝣	⿰夕𪢱	丿㇇丶十一卜
𫠉	⿹{51}一	{51}一
𫠨	⿱𠂤一	㇒丨{50}{50}一
𫠩	⿱一𢆶	一幺幺
𫡆	⿰丨𢑑	丨{50}一{50}一
𫢑	⿰亻⿻大二	㇒丨大二
𫢑	⿰亻𡗗	㇒丨大二
𫨶	⿰且又	且又
𫩙	⿻吕乚	口口乚
𫩜	⿰口爪	口爪
𫩞	⿰台⿹𠃌一	𠃋丶口𠃌一
𫭠	⿱止土	⺊一丨十一
𫯝	⿱上天	⺊一一大
𫯞	⿱大中	大口丨
𫰑	⿰女欠	女㇒乛人
𫲷	⿱宀夫	丶冖二人
𫲺	⿱宀止	丶冖⺊一丨
𫹏	⿰彳攴	𰀪丨⺊又
𫹯	⿱干心	一十心
𫻨	⿰戈大	𫠠㇒丶大
𬁟	⿱日寸	日𬺰丶
𬂝	⿱木寸	十𠆢𬺰丶
𬇚	⿰氵幻	氵幺𠃌
𬉶	⿱于火	一𬺰火
𬉸	⿱火口	火口
𬉹	⿱夕火	丿㇇丶火
𬋻	⿱父大	八乂大
𬍑	⿰𤣩山	𤣩凵丨
𬜥	⿱艹风	艹𠘨㐅
𬷽	⿰鸟了	{53}一了
𬻏	⿱引上	弓丨⺊一
𬽲	⿰亻㐌	㇒丨㇒一乜丨
𬽵	⿰亻付	㇒丨㇒丨𬺰丶
𭃡	⿰礻{34}	礻{34}
𭆃	⿸厂民	厂民
𭎃	⿰土冘	十一冖丿乚
𭓟	⿱宀牙	丶冖一亅𠃋㇒
𭕇	⿱天小	一大小
𭗾	⿱巛凶	𡿨𡿨𡿨凵㐅
𭛞	⿰彳予	𰀪丨乛丶乛亅
𭟯	⿱土戈	十一𫠠㇒丶
𭣖	⿰丬支	冫丨十又
𭣢	⿲亻丨攴	㇒丨丨⺊又
𭣣	⿰丬攵	冫丨攵
𭤔	⿱文巾	丶一乂冂丨
𭥐	⿱日工	日一丨一
𭮀	⿸歹巳	一丿㇇丶巳
𭮁	⿰歹巳	一丿㇇丶巳
𭯺	⿰氵壬	氵㇒一丨一
𭶻	⿱父口	八乂口
𮌁	⿻⿳乛一三⿸丨丶	乛一三丨丶
𮎟	⿱艹⺝	艹⺝
𮓗	⿸{13}土	{13}十一
𮕜	⿱一血	一㇒冂一丨丨
𮕜	⿱丆皿	一㇒冂一丨丨
𮞅	⿺辶{15}	辶{15}
𰀾	⿺𠃊西	𠃊一儿口
𰅲	⿱世十	一丨丨一𠃊十
𰅳	⿱𡗜十	大丷十
𰅴	⿱十𰋙	十冂一人
𰆺	⿱乍又	㇒一丨二又
𰌞	⿳二八子	二八了一
𰍪	⿱止小	⺊一丨小
𰍱	⿸尸专	尸一一㇉丶
𰎋	⿱山⺝	凵丨⺝
𰠧	⿱口牛	口㇒𰀁
𰠿	⿰犭分	犭八刀
𰤳	⿱龴皿	乛丶冂一丨丨
𰨛	⿰禾刀	㇒十𠆢刀
𰰡	⿱𫇦一	艹冖一
𰹲	⿱车口	一𠃋十口
𰿩	⿵门牙	丨丶𠃌一亅𠃋㇒
𱑲	⿱且又	且又
𱒋	⿱爻口	㐅乂口
𱖐	⿱文土	丶一乂十一
𱘭	⿱大⿰𰍧⺀	大㇒亅⺀
𱘭	⿱大⺗	大㇒亅⺀
𱥺	⿰氵𠬠	氵丷又
𱱴	⿱癶丁	{101}{102}一亅
𲂺	⿱巛贝	𡿨𡿨𡿨冂丿丶
的	⿰白勺	㇒日㇒𠃌丶
者	⿱耂日	十一㇒日
者	⿻⿱耂日丶	十一㇒日
門	⿰𠁣𠃛	丨{50}一匚一亅
京	⿱亠𱒃	丶一口小
隹	⿰亻⿱丶⿻工二	㇒丨丶一丨一二
隹	⿰亻⿱丶⿻王一	㇒丨丶一丨一二
隹	⿰亻⿱亠龶	㇒丨丶一丨一二
到	⿰至刂	一𠃋丶十一刂
国	⿴囗玉	囗一十一丶
固	⿴囗古	囗十口
或	⿹戈⿱口一	𫠠㇒丶口一
青	⿱龶⺝	十一一⺝
青	⿱龶月	十一一⺝
其	⿱{94}八	{94}八
事	⿻⿱𠮛{43}亅	一口{43}亅
和	⿰禾口	㇒十𠆢口
雨	⿻丅⿵冂⿰⿱丶丶⿱丶丶	一丨冂丶丶丶丶
雨	⿱一𠕒	一丨冂丶丶丶丶
㝵	⿱旦寸	日一𬺰丶
𫩠	⿱龸口	⺌冖口
靑	⿱龶円	十一一冂丨一
靑	⿱龶⿵⺆丄	十一一冂丨一
咅	⿱立口	丶一丷一口
拉	⿰扌立	扌丶一丷一
釒	釒	釒
長	⿱{76}{25}	{76}{25}
咼	⿵冎口	{108}冂口
果	⿻日木	日十𠆢
所	⿰戶斤	𠂆{50}𠂆一丨
所	⿰戸斤	𠂆{50}𠂆一丨
定	⿱宀𤴓	丶冖一人⺊
法	⿰氵去	氵十一𠃋丶
官	⿱宀㠯	丶冖丨{50}{50}
官	⿱宀⿰丨⿱{50}{50}	丶冖丨{50}{50}
非	⿰⿰三丨⿰丨三	三丨丨三
非	⿰⿰⿱𠄟㇀丿⿰丨三	三丨丨三
非	⿰⿻⿰𠄟丿㇀⿰丨三	三丨丨三
非	⿰⿰三丿⿰丨三	三丨丨三
明	⿰日月	日月
学	⿱𰃮子	丶丶㇒冖了一
知	⿰矢口	㇒一大口
直	⿱十{73}	十{73}
直	⿺𠃊𥃭	十{73}
𢆍	⿻千日	㇒十日
𦍎	⿱䒑未	丷一一十𠆢
周	⿵⺆𠮷	⺆十一口
周	⿵⺆⿱𰀁口	⺆十一口
來	⿻木从	十𠆢人人
表	⿱龶𧘇	十一一𧘇
具	⿱{73}八	{73}八
具	⿳目一八	{73}八
制	⿰⿻牛冂刂	㇒𰀁冂刂
建	⿺廴聿	廴{43}丨二
使	⿰亻吏	㇒丨一口丿乀
金	⿱𠆢⿻王丷	𠆢一十一丷
東	⿻木日	十𠆢日
受	⿳爫冖又	㇒丶丶㇒冖又
性	⿰忄生	忄㇒十一一
取	⿰耳又	耳又
𥝢	⿰禾{34}	㇒十𠆢{34}
幸	⿱土𢆉	十一丷一十
𣏟	⿰𣎳𣎳	十儿十儿
林	⿰木木	十𠆢十𠆢
物	⿰牜勿	牜㇒𠃌丿丿
些	⿱此二	⺊一丨匕二
念	⿱今心	𠆢丶乛心
飠	飠	飠
治	⿰氵台	氵𠃋丶口
{56}	⿳𠂉卌一	{56}
卑	⿱⿱㇒⿻日丿十	㇒日丿十
卑	⿱甶⿻㇒十	㇒日丿十
卑	⿱㇒𤰞	㇒日丿十
兩	⿻丅⿵冂𠓜	一丨冂入入
放	⿰方攵	丶万攵
空	⿱穴工	丶冖八一丨一
空	⿱宂工	丶冖八一丨一
於	⿰方仒	丶万𠆢⺀
於	⿰方⿱𠂉⺀	丶万𠆢⺀
於	⿸𭤨⺀	丶万𠆢⺀
戔	⿱戈戈	𫠠㇒丶𫠠㇒丶
並	⿱䒑业	丷一丨丨丷一
帛	⿱白巾	㇒日冂丨
昔	⿱龷日	一丨丨一日
始	⿰女台	女𠃋丶口
实	⿱宀头	丶冖⺀大
臤	⿰臣又	匚丨{50}丨又
𠦝	⿱十早	十日十
委	⿱禾女	㇒十𠆢女
忩	⿱公心	八𠃋丶心
𩙿	⿱{88}{75}	{88}{75}
妾	⿱立女	丶一丷一女
爭	⿱爫⿻{43}亅	㇒丶丶㇒{43}亅
罙	⿱{80}木	{80}十𠆢
罙	⿱㓁木	{80}十𠆢
炎	⿱火火	火火
采	⿱爫木	㇒丶丶㇒十𠆢
居	⿸尸古	尸十口
易	⿱日勿	日㇒𠃌丿丿
𧈧	⿱厶虫	𠃋丶口丨㇀丶
奇	⿱大可	大一亅口
侖	⿱{88}𠕁	{88}冂一丨丨
育	⿳亠厶⺝	丶一𠃋丶⺝
育	⿳亠厶⺼	丶一𠃋丶⺝
命	⿱{88}叩	{88}口卩
畀	⿱田丌	田一丿丨
𥃲	⿱目廾	目廾
服	⿰月𠬝	月卩又
帚	⿳𫜹冖巾	{50}一冖冂丨
帚	⿳{43}冖巾	{50}一冖冂丨
実	⿱宀𡗗	丶冖三人
府	⿸广付	丶厂㇒丨𬺰丶
若	⿱艹右	艹𠂇口
油	⿰氵由	氵日丨
房	⿸户方	丶尸丶万
房	⿸戸方	丶尸丶万
房	⿸戶方	丶尸丶万
供	⿰亻共	㇒丨一丨丨一八
英	⿱艹央	艹冂一人
参	⿳厶大彡	𠃋丶大㇒㇒㇒
郎	⿰{17}阝	{17}阝
店	⿸广占	丶厂⺊口
㑒	⿱𠆢⿱一⿻口人	𠆢一口人
㑒	⿱{88}⿻口人	𠆢一口人
例	⿰亻列	㇒丨一丿㇇丶刂
劵	⿱龹力	丷二人力
劵	⿱𠔉力	丷二人力
怕	⿰忄白	忄㇒日
注	⿰氵主	氵丶一十一
叔	⿰尗又	⺊一小又
往	⿰彳主	𰀪丨丶一十一
玩	⿰𤣩元	𤣩一一儿
画	⿱一𰢵	一凵田
画	⿱一⿶凵由	一凵田
兒	⿱臼儿	{112}一一儿
卖	⿱十买	十乛⺀大
