element	sub_ids	regions	elm_type	stroke	freq	freq1
今	('⿱⿵𠆢丶乛', '⿱{88}乛')	('G[P][U][B]', 'HTJKPV[S]')		4.0	328850.3	285200.63333333336
𠁣	('⿰丨\U0002b739',)	('G',)		4.0	0.0	268116.3
𠃛	('⿰\U00030004亅',)	('G',)		4.0	0.0	268116.3
专	('⿱⿻一𠀁丶',)	('G',)		4.0	45060.8	264251.00000000006
天	('⿱一大',)	('GHTJKPV',)		4.0	748944.1	263758.8666666667
牛	('⿰㇒\U00030001',)	('GHTJKPV',)		4.0	57968.0	263014.5000000001
父	('⿱八乂',)	('GHTJKPV',)		4.0	158101.3	262926.1
壬	('⿱㇒士', '⿱一士')	('GJKPV', 'HT')		4.0	13773.9	256823.74666666673
以	('\u2ffd人⿰𠄌丶',)	('GHTJKPV',)		4.0	1963693.3	247225.69999999998
分	('⿱八刀',)	('GHTJKPV',)		4.0	264892.2	245519.99999999997
长	('⿸⿺⿻一𠄌㇒乀',)	('GH',)		4.0	344689.5	244009.69999999998
𣥂	('\u31ef少丶',)	('GT',)		4.0	0.0	238531.1
屯	('⿻一𡳾', '⿻㇒𡳾')	('GHTV[B]', 'JKP')		4.0	16181.3	213834.89999999994
韦	('⿻⿳一一𠃌丨',)	('GH',)		4.0	11062.5	199444.69999999995
午	('⿱𠂉十',)	('GHTJKPV',)		4.0	33299.5	197817.10000000003
𫜵	('⿴\U0003002a⺀',)	('V',)		4.0	0.0	191251.33333333334
朩	('⿻𬺰八', '⿻一小')	('G', 'X')		4.0	69.7	188735.51666666666
氏	('氏',)	('GHTJKPV',)		4.0	100607.5	179250.40000000002
少	('⿱𡭔㇒', '⿱小㇒')	('GTP', 'HJKV')		4.0	277759.3	172296.59999999998
五	('⿱一𫝀',)	('GHTJKPV',)		4.0	307151.5	169899.6
水	('⿰㇇\U000306c5', '⿰\U000306c4{24}')	('GHTJKPV', 'X')		4.0	253508.5	165493.39999999994
尺	('⿸尸㇏',)	('GHTJKPV',)		4.0	37092.0	159391.39999999997
禸	('⿻冂厶',)	('GHTJKP',)		4.0	41.8	157332.7333333333
介	('⿱𠆢⿰丿丨',)	('GHTJKPV',)		4.0	39248.0	145951.90000000002
友	('⿸𠂇又',)	('GHTJKPV',)		4.0	133296.1	142941.9000000001
冃	('⿵冂𠄠',)	('GTJ',)		4.0	125.5	140920.5833333333
支	('⿱十又',)	('GHTJKPV',)		4.0	59793.7	137117.29999999993
仑	('⿱𠆢匕',)	('G',)		4.0	4977.0	133717.30000000002
内	('⿻冂人',)	('GTJPV',)		4.0	212062.8	129616.11666666667
𰀆	('⿱一䒑',)	('B',)		4.0	0.0	121456.8
𱐩	('⿱𠂉力',)	('V',)		4.0	0.0	119779.50000000001
化	('⿰亻𠤎', '⿰亻匕')	('GPV', 'HTJK')		4.0	106459.7	115083.08333333333
冈	('⿵冂㐅',)	('GHT',)		4.0	1743.0	103458.425
户	('⿱丶尸',)	('GHTV',)		4.0	52138.1	102612.59166666665
毛	('⿱㇒⿻二乚',)	('GHTJKPV',)		4.0	46139.3	102349.59999999996
仓	('⿱𠆢㔾',)	('G',)		4.0	16669.4	101894.4
斗	('\u2ffd十⺀',)	('GHTJKPV',)		4.0	56296.0	99474.79999999996
公	('⿱八厶',)	('GHTJKPV',)		4.0	542641.4	92824.59999999998
厸	('⿰厶厶',)	('GTJKP',)		4.0	0.0	92491.90000000001
卝	('⿰\u2ffe⺊⺊',)	('GHTKP',)		4.0	55.8	91798.075
丰	('⿻三丨', '⿻㇒\U00030001')	('GJKPV[S][U]', 'HT')		4.0	24717.9	83967.25
卬	('⿰{39}卩',)	('GHTJKPV',)		4.0	3695.2	75560.99999999999
厄	('⿸厂㔾',)	('GHTJKPV',)		4.0	3399.9	73160.90000000001
肀	('⿻{43}丨',)	('GH',)		4.0	5.1	68734.09999999999
卅	('⿻一川', '⿻廾丨')	('GHTJKPV', 'X')		4.0	572.3	67096.45
𡯃	('⿸𠂇𠤎',)	('T',)		4.0	0.0	64526.0
区	('⿷匚㐅', '⿷匸㐅')	('GJK', 'T')		4.0	34566.5	62142.8
厃	('⿱⺈厂',)	('GTJ',)		4.0	83.7	61092.9
办	('⿻力八',)	('GTP',)		4.0	57062.8	60536.0
风	('⿵𠘨㐅',)	('GH',)		4.0	168126.9	55694.400000000016
冗	('⿱冖几',)	('GHTJKPV',)		4.0	889.5	51706.53333333333
⺗	.	.		4.0	0.0	50719.76666666666
厷	('⿸𠂇厶',)	('GTJKP',)		4.0	84.6	49505.100000000006
匹	('⿷匚儿', '⿷匸儿')	('GJKPV', 'HT')		4.0	17341.6	48795.4
凶	('⿶凵㐅',)	('GHTJKPV',)		4.0	37528.8	48183.0
爪	('爪',)	('GHTJKPV',)		4.0	8941.0	47815.450000000004
毋	('毋',)	('GHTJKPV',)		4.0	24115.3	47665.7
丑	('⿻{42}丨', '？')	('G[B]', 'HTJKPV')		4.0	32536.7	45106.900000000016
允	('⿱厶儿',)	('GHTJKP',)		4.0	11068.5	43666.850000000006
亢	('⿱亠几',)	('GHTJKPV',)		4.0	4549.8	43550.700000000004
勾	('⿹勹厶',)	('GHTJKPV',)		4.0	11445.5	42622.4
太	('⿵大丶',)	('GHTJKPV',)		4.0	379525.0	42152.20000000001
冘	('⿸⿻冖丿乚',)	('GHTJKPV',)		4.0	320.8	41971.45
毌	('毌',)	('GHTJKP',)		4.0	700.0	36289.7
攴	('⿱⺊又',)	('GHTJKP',)		4.0	1325.3	34809.60000000001
切	('⿰七刀',)	('GHTJKPV',)		4.0	64230.7	34458.799999999996
圡	('⿷土丶',)	('GTJ',)		4.0	0.0	33271.6
片	('⿰丿⿱丄𠃍',)	('GHTJKPV',)		4.0	59558.0	31507.10000000001
巿	('⿻一巾',)	('GHTK',)		4.0	2269.4	30499.816666666673
乏	('⿱㇒之',)	('GHTJKPV',)		4.0	10095.5	28818.20000000001
𭁟	('⿵{110}{111}',)	('S',)		4.0	0.0	27681.683333333334
匂	('⿹勹匕',)	('GJK',)		4.0	0.0	26195.949999999997
𠀇	('⿴𠀃一', '\u31ef且一')	('GT', 'X')		4.0	0.0	25710.6
无	('⿱一尢',)	('GHTJKP',)		4.0	962823.8	23213.95
乌	('\u31ef鸟丶', '⿹\u31ef{53}丶一')	('G', 'X')		4.0	26478.3	21526.399999999998
匀	('⿹勹冫',)	('GTJK',)		4.0	1364.2	21506.250000000004
夃	('⿵乃又',)	('GHTK',)		4.0	55.8	20236.5
瓦	('⿵⿸⿱一𠄌㇈丶', '⿱⿵⿸丅㇈丶㇀')	('GHTPV', 'JK')		4.0	9362.4	20076.900000000027
內	('⿻冂入',)	('GHTKP',)		4.0	211709.3	19299.783333333333
𠔿	('⿵冂人',)	('G',)		4.0	0.0	18370.05
𠀉	('𠀉', '\u31ef丘丨')	('TP', 'X')		4.0	0.0	17483.4
为	('\u2ffd⿵力丶丶',)	('G',)		4.0	1524455.0	16591.100000000002
双	('⿰又又',)	('GHTJKPV',)		4.0	90770.7	15924.099999999999
𠔾	('⿱㇒⿻⺆一', '\u31ef舟⿱丶丶')	('GT', 'X')		4.0	0.0	14301.4
勻	('⿹勹二',)	('GHTJKP',)		4.0	1256.0	13873.550000000003
爻	('⿱㐅乂',)	('GHTJKPV',)		4.0	1954.6	10038.966666666665
孔	('⿰子乚',)	('GHTJKPV',)		4.0	80996.9	9458.900000000001
𠠵	('⿺九力',)	('G',)		4.0	0.0	8778.6
仌	('⿱人人', '⿱𠆢𠆢')	('GT', 'X')		4.0	334.7	6799.5
队	('⿰阝人',)	('G',)		4.0	79175.6	6574.9
冄	('⿻冂𠄠',)	('GMTJKP',)		4.0	306.8	6069.549999999998
丹	('⿻⿻⺆一丶',)	('GHTJKPV',)		4.0	31215.5	5720.3
𠂑	('⿴𠂎丶',)	('G',)		4.0	0.0	4762.0
㓁	('⿱冖儿',)	('HJK',)		4.0	0.0	3398.7
㕚	('\u2ffc叉丶',)	('GTJP',)		4.0	69.7	2401.45
历	('⿸厂力',)	('GT',)		4.0	49040.9	2304.0
㝉	('⿱宀一',)	('G',)		4.0	0.0	2008.9
引	('⿰弓丨',)	('GHTJKPV',)		4.0	63153.5	1812.4
升	('⿱㇒廾',)	('GHTJKPV',)		4.0	62556.4	1641.3
卞	('⿱丶下',)	('GHTJKPV',)		4.0	1475.0	1171.6000000000001
𰅭	('⿱八十',)	('S',)		4.0	0.0	1087.8
㞢	('⿱屮一',)	('GT',)		4.0	13.9	1085.3500000000001
𠤏	('⿱匕十',)	('GT',)		4.0	0.0	873.5
丐	('⿱⿸丅一㇉',)	('GHTJKPV',)		4.0	3896.5	773.7
丯	('⿻彡丨',)	('GHTJP',)		4.0	139.5	721.3
六	('⿱亠八',)	('GHTJKPV',)		4.0	193799.1	638.45
丏	('⿱丅⿰𠃊𠃌',)	('GHTJKP',)		4.0	125.5	602.1000000000001
扎	('⿰扌乚',)	('GHTJKPV',)		4.0	15908.8	518.5
仄	('⿸厂人',)	('GHTJKPV',)		4.0	835.6	514.6
𣎳	('⿻十儿', '⿻十⿰丿㇄')	('G', 'TP')		4.0	0.0	421.8166666666667
兂	('⿸⿻⿱一𠃋丿乚', '⿻⿸⿻二丿乚丨')	('GT', 'J')		4.0	69.7	292.8
互	('⿱一彑',)	('GHTJKPV',)		4.0	18387.0	280.2
兮	('⿱八丂',)	('GHTJKPV',)		4.0	64567.6	250.99999999999997
𡭕	('⿱一小',)	('GTV',)		4.0	0.0	227.64999999999998
艺	('⿱艹乙',)	('GHV',)		4.0	13876.5	212.8
𠠴	('⿰力力',)	('GT',)		4.0	0.0	167.4
阞	('⿰阝力',)	('GHTJKP',)		4.0	55.8	43.6
刅	('⿰刃丶', '⿰⿹刀㇒丶')	('GHTK', 'J[P]')		4.0	41.8	41.8
𠆧	('⿰亻人',)	('T',)		4.0	0.0	41.8
尣	('⿱八儿',)	('GHTJK',)		4.0	139.5	27.9
𡗜	('⿻大丷',)	('GTV',)		4.0	0.0	27.9
弔	('⿻弓丨',)	('GHTJKPV',)		4.0	5136.7	27.8
仍	('⿰亻乃',)	('GHTJKPV',)		4.0	40040.2	13.9
卆	('⿱九十',)	('GTJKP',)		4.0	0.0	13.9
𢆰	('⿱一幺',)	('G',)		4.0	0.0	13.9
丮	('⿹⺄\U00030001',)	('GHTJKP',)		4.0	237.1	6.95
卍	('卍',)	('GHTJKP',)		4.0	1.4	1.4
㐊	('⿱士乙',)	('K',)		4.0	0.0	0.0
㐋	('⿱土乙',)	('K',)		4.0	0.0	0.0
㐧	('\u2ffd⿹⿻乛亅㇒丶',)	('J',)		4.0	0.0	0.0
㓀	('⿱冖卜',)	('K',)		4.0	0.0	0.0
㔫	('⿸𠂇匕',)	('J',)		4.0	0.0	0.0
㕕	('⿱厶厶',)	('GT',)		4.0	0.0	0.0
㕛	('⿱又又',)	('GTJP',)		4.0	0.0	0.0
㠪	('⿱一上', '\u31ef正丨')	('GTJ', 'X')		4.0	0.0	0.0
㸦	('⿻丁⿱𠃋乀', '⿻丁⿱𠃋丶')	('GT', 'P')		4.0	13.9	0.0
丒	('⿱刃一', '⿱⿹𠃌㐅一')	('GT', 'JP')		4.0	0.0	0.0
乣	('⿰幺乚',)	('GTJKP',)		4.0	0.0	0.0
书	('⿺⿻⿱𠃍𠃌丨丶',)	('G',)		4.0	202547.8	0.0
亓	('⿱一丌',)	('GHTK',)		4.0	1164.0	0.0
亖	('⿱二二',)	('GMTJ',)		4.0	0.0	0.0
亣	('⿱丶丌', '⿱亠⿰丿丨')	('GHT', 'X')		4.0	27.9	0.0
什	('⿰亻十',)	('GHTJKPV',)		4.0	183549.8	0.0
仁	('⿰亻二',)	('GHTJKPV',)		4.0	67300.9	0.0
仂	('⿰亻力',)	('GHTJKP',)		4.0	57.5	0.0
仃	('⿰亻丁',)	('GHTJKPV',)		4.0	79.7	0.0
仅	('⿰亻又',)	('GTP',)		4.0	23396.5	0.0
仆	('⿰亻卜',)	('GHTJKPV',)		4.0	45098.5	0.0
仇	('⿰亻九',)	('GHTJKPV',)		4.0	26384.8	0.0
仉	('⿰亻几',)	('GHTKPV',)		4.0	2.7	0.0
仏	('⿰亻厶',)	('GTJKP',)		4.0	0.0	0.0
仐	('⿱𠆢十',)	('GTJ',)		4.0	0.0	0.0
円	('⿵冂丄',)	('GHTJKP',)		4.0	0.0	0.0
冇	('⿸𠂇冂', '⿸𠂇⺆', '\u31ef有𠄠')	('GH', '[M]T', 'X')		4.0	213606.4	0.0
凤	('⿵𠘨又',)	('GHT',)		4.0	39885.8	0.0
刈	('⿰㐅刂',)	('GHTJKP',)		4.0	896.6	0.0
勼	('⿹勹九',)	('GHTK',)		4.0	41.8	0.0
勽	('⿹勹人',)	('GT',)		4.0	13.9	0.0
匁	('⿻勹乂', '⿻{34}乀')	('GHTJK', 'X')		4.0	0.0	0.0
卐	('\u2ffe卍',)	('GT',)		4.0	1.3	0.0
厅	('⿸厂丁',)	('GP',)		4.0	21738.3	0.0
厹	('⿱九厶',)	('GHTKP',)		4.0	952.7	0.0
収	('⿰丩又',)	('GTJKP',)		4.0	41.8	0.0
尐	('⿱𡭔㇝', '⿱小乁', '⿱𡭔乁', '⿱小乀')	('G', 'H', 'T', 'K')		4.0	14.4	0.0
屲	('⿱㇒山',)	('G',)		4.0	0.0	0.0
币	('⿱㇒巾',)	('GT',)		4.0	16571.0	0.0
幻	('⿰幺𠃌',)	('GHTJKPV',)		4.0	18118.9	0.0
弌	('⿹弋一',)	('GHTJKP',)		4.0	0.0	0.0
弖	('⿱弓一',)	('GJ',)		4.0	0.0	0.0
罓	('⿵冂㐅',)	('GHJ',)		4.0	0.0	0.0
计	('⿰讠十',)	('G',)		4.0	102885.7	0.0
邓	('⿰又阝',)	('GT',)		4.0	14940.0	0.0
𠀈	('𠀈',)	('GT',)		4.0	0.0	0.0
𠀋	('⿺丈丶',)	('GTJP',)		4.0	0.0	0.0
𠀌	('⿱⿰𠃍{111}一',)	('G',)		4.0	0.0	0.0
𠁾	('𠁾',)	('GT',)		4.0	0.0	0.0
𠃙	('⿱九九',)	('T',)		4.0	0.0	0.0
𠆦	('⿺𠃊亼',)	('GT',)		4.0	0.0	0.0
𠓝	('⿱入十',)	('GT',)		4.0	0.0	0.0
𠔁	('⿱八八',)	('GT',)		4.0	0.0	0.0
𠔃	('⿱丷丂',)	('GT',)		4.0	0.0	0.0
𠔄	('⿱丷匸',)	('T',)		4.0	0.0	0.0
𠔽	('⿵冂冂',)	('GT',)		4.0	0.0	0.0
𠕀	('⿵冂又',)	('G',)		4.0	0.0	0.0
𠘬	('⿰几几',)	('T',)		4.0	0.0	0.0
𠘭	('⿱厶几',)	('T',)		4.0	0.0	0.0
𠘯	('⿻𠘨厶', '⿻几厶')	('G', 'T')		4.0	0.0	0.0
𠙷	('⿶凵十',)	('GT',)		4.0	0.0	0.0
𠙸	('⿶凵厶',)	('GT',)		4.0	0.0	0.0
𠚪	('⿰刀刀',)	('GTV',)		4.0	0.0	0.0
𠚫	('⿰又刂',)	('T',)		4.0	0.0	0.0
𠤭	('⿷匚人',)	('T',)		4.0	0.0	0.0
𠥻	('𠥻',)	('GT',)		4.0	0.0	0.0
𠨎	('⿰㔾㔾',)	('GT',)		4.0	0.0	0.0
𠨐	('⿰匕卩',)	('T',)		4.0	0.0	0.0
𠨬	('⿸厂匕',)	('GT',)		4.0	0.0	0.0
𠫗	('⿵𠘨厶', '⿻⿻丿㇈厶')	('G', 'T')		4.0	0.0	0.0
𠫘	('⿱厶十',)	('G',)		4.0	0.0	0.0
𠬚	('⿱九又',)	('GT',)		4.0	0.0	0.0
𠬛	('⿱刀又',)	('GTV',)		4.0	0.0	0.0
𠬜	('⿰又⿻𠃊乚',)	('GT',)		4.0	0.0	0.0
𠬞	('⿰𠂈又',)	('GT',)		4.0	0.0	0.0
𠬠	('⿱丷又',)	('V',)		4.0	0.0	0.0
𠮚	('⿴口丶',)	('GT',)		4.0	0.0	0.0
𡈽	('⿺土丶',)	('J',)		4.0	0.0	0.0
𡗒	('𡗒',)	('GT',)		4.0	0.0	0.0
𡗓	('⿱大一',)	('GT',)		4.0	0.0	0.0
𡴯	('⿱山乙',)	('GTV',)		4.0	0.0	0.0
𡿧	('⿻巛一',)	('GT',)		4.0	0.0	0.0
𢀳	('⿻巳一',)	('K',)		4.0	0.0	0.0
𢆯	('⿱幺丨',)	('GT',)		4.0	0.0	0.0
𢎜	('𢎜',)	('GT',)		4.0	0.0	0.0
𢎟	('\u2ffc弓丨',)	('GT',)		4.0	0.0	0.0
𣁬	('⿻{50}十',)	('GT',)		4.0	0.0	0.0
𣂑	('⿸𠂆十',)	('GT',)		4.0	0.0	0.0
𣎴	('⿻丅𠆢',)	('GHTPV',)		4.0	0.0	0.0
𣦵	('⿱⺊𠔼',)	('GTP',)		4.0	0.0	0.0
𣦶	('𣦶',)	('GTP',)		4.0	0.0	0.0
𣫬	('𣫬',)	('GT',)		4.0	0.0	0.0
𣬛	('⿻⿱㇒二乚',)	('GT',)		4.0	0.0	0.0
𣱲	('⿱水一',)	('T',)		4.0	0.0	0.0
𣱳	('⿱一水',)	('G',)		4.0	0.0	0.0
𤓯	('⿻丅八',)	('GT',)		4.0	0.0	0.0
𤓰	('\u31ef瓜丶',)	('G',)		4.0	0.0	0.0
𤣥	('⿱亠{27}', '\u31ef玄丶')	('G', 'X')		4.0	0.0	0.0
𥘅	('⿸⿹丅丿㇄', '⿱一⿲丿丨㇄', '⿸⿹丅丿乚', '⿱一𫶧')	('G', 'H', 'T', 'X')		4.0	0.0	0.0
𪟽	('⿱⺊了',)	('V',)		4.0	0.0	0.0
𫡅	('⿰丩丩',)	('T',)		4.0	0.0	0.0
𬺷	('\u31ef𬺻㇒',)	('S',)		4.0	0.0	0.0
𬺹	('\u2ffc{50}𠄠',)	('S',)		4.0	0.0	0.0
𬼆	('⿱乄乄', '⿱㐅㐅')	('J', 'X')		4.0	0.0	0.0
𬽢	('⿰亻㔾',)	('K',)		4.0	0.0	0.0
𭀗	('⿻𠃔丶',)	('J',)		4.0	0.0	0.0
𭀘	('⿰𡿨𠃔',)	('J',)		4.0	0.0	0.0
𭂩	('⿵𠘨十',)	('S',)		4.0	0.0	0.0
𭂫	('⿵凢丶',)	('J',)		4.0	0.0	0.0
𭃄	('⿰十刀',)	('J',)		4.0	0.0	0.0
𭄞	('⿱𠆢力',)	('J',)		4.0	0.0	0.0
𭅄	('⿹勹又',)	('S',)		4.0	0.0	0.0
𭅠	('⿱十几',)	('J',)		4.0	0.0	0.0
𭣔	('⿺支丶',)	('J',)		4.0	0.0	0.0
𭺫	('\u31ef耳一',)	('J',)		4.0	0.0	0.0
𰁒	('⿰了了',)	('G',)		4.0	0.0	0.0
𰋵	('⿺女丶',)	('B',)		4.0	0.0	0.0
𰍰	('⿸尸一',)	('U',)		4.0	0.0	0.0
𱍷	('⿰⿰丶丿又',)	('V',)		4.0	0.0	0.0
𱤻	('\u2ffe止',)	('S',)		4.0	0.0	0.0
𲋄	('⿻𠘨二',)	('V',)		4.0	0.0	0.0
白	('⿱㇒日',)	('GHTJKPV',)		5.0	237999.5	4332824.050000004
目	('⿴囗𠄠',)	('GHTJKPV',)		5.0	133013.8	3482566.766666664
𤴓	('⿱一龰',)	('GHTP',)		5.0	0.0	2071558.9
禾	('⿱㇒木',)	('GHTJKP',)		5.0	8238.9	1957302.5999999999
田	('⿴囗十',)	('GHTJKPV',)		5.0	83989.5	1909779.433333333
矢	('⿱𠂉大', '⿰㇒天')	('GHTJKPV', 'X')		5.0	15497.1	1668296.0999999992
𦓐	('⿱㇒𦉫',)	('GT',)		5.0	0.0	1640206.6
占	('⿱⺊口',)	('GHTJKPV',)		5.0	27302.0	1146806.7999999996
可	('⿹丁口',)	('GHTJKPV',)		5.0	895999.2	1133974.9000000001
未	('⿻一木',)	('GHTJKPV',)		5.0	263098.8	1112735.45
立	('⿱亠䒑', '⿱丶\U00030006')	('GHTJKPV', 'X')		5.0	242913.6	926318.9500000009
甘	('⿴廿一',)	('GHTJKPV',)		5.0	47305.2	920158.3499999997
古	('⿱十口',)	('GHTJKPV',)		5.0	93885.3	899994.3166666672
示	('⿱二小', '⿱二𡭔', '⿱二⿲丿丨丨')	('GHP', 'T[P]V', 'JK')		5.0	55206.4	873992.166666667
尔	('⿱⿰㇒乛小',)	('GHTKV',)		5.0	63148.6	868273.4666666667
尓	('⿱𠂉小',)	('GHTJK',)		5.0	0.3	867743.4833333333
业	('⿱⿻⿰丨丨丷一',)	('GH',)		5.0	70366.2	854109.1000000002
钅	('钅',)	('GH',)		5.0	27.8	789009.4000000004
罒	('⿴囗⿰丨丨',)	('GHTJP',)		5.0	0.0	785167.0750000001
衤	('⿱𪜊\U00030020', '⿷礻㇒')	('GHJK', 'X')		5.0	20.5	737447.3000000024
主	('⿱丶王', '⿱亠土')	('GHTJKPV', 'X')		5.0	288740.7	736995.3
皿	('⿴𠀃⿰丨丨',)	('GHTJKPV',)		5.0	1088.2	643896.9166666664
旦	('⿱日一',)	('GHTJKPV',)		5.0	25161.5	632248.0
𢀖	('⿱⿰㇇丶工',)	('GVU',)		5.0	0.0	612982.1
玉	('⿻王丶',)	('GHTJKPV',)		5.0	83197.5	547926.0000000002
且	('⿴𠀃𠄠',)	('GHTJKPV',)		5.0	150707.8	542875.5
戊	('⿰丿戈',)	('GHTJKPV',)		5.0	14671.1	533233.1500000001
𰃮	('⿱𭕄冖',)	('B',)		5.0	0.0	525990.2
石	('⿸丆口',)	('GHTJKPV',)		5.0	134257.5	507309.00000000076
去	('⿱土厶',)	('GHTJKPV',)		5.0	833905.7	504791.0500000002
皮	('⿻{84}⿱丨又',)	('GHTJKPV',)		5.0	51768.2	482440.7000000002
冋	('⿵冂口',)	('GTJ',)		5.0	125.5	481775.5500000001
疒	('⿰冫广',)	('GHTJKP',)		5.0	1479.1	467904.2000000009
正	('⿱一止',)	('GHTJKPV',)		5.0	328100.3	445948.7000000001
生	('⿰㇒龶', '⿻𠂉土')	('GHTJKPV', 'X')		5.0	570532.9	442600.80000000005
尼	('⿸尸匕',)	('GHTJKPV',)		5.0	22985.6	439239.30000000005
台	('⿱厶口',)	('GHTJKPV',)		5.0	61783.3	419969.4000000001
乍	('⿸⿱𠂉丨二',)	('GHTJKPV',)		5.0	3719.2	412134.7
𡗗	('⿻三人',)	('GJV',)		5.0	0.0	386971.39999999997
头	('⿻⺀大',)	('GHT',)		5.0	447495.9	385205.4
癶	('⿰{101}{102}',)	('GHTJKP',)		5.0	97.6	378656.2
龷	('⿱卄一',)	('GU',)		5.0	0.0	375612.01666666666
令	('⿱⿵𠆢丶龴', '⿱{88}龴', '⿱{88}\U0003018a')	('G[P][V][U][B]', 'H[M]TPV', 'JK[S]')		5.0	259743.0	374705.65000000014
冉	('⿻冂土',)	('GHTJKPV',)		5.0	5233.5	372373.4833333335
冬	('⿱夂⺀', '⿱夂冫')	('GHTJPV', 'K')		5.0	53667.7	358103.70000000007
申	('⿻日丨',)	('GHTJKPV',)		5.0	39324.2	341958.89999999997
穴	('⿱宀八',)	('GHTJKPV',)		5.0	15784.2	324630.85833333357
左	('⿸𠂇工',)	('GHTJKPV',)		5.0	636074.6	314713.40000000026
疋	('⿱乛龰',)	('GHTJKPV',)		5.0	1027.3	308684.2
召	('⿱刀口',)	('GHTJKPV',)		5.0	46308.1	306323.2
加	('⿰力口',)	('GHTJKPV',)		5.0	158731.9	288361.5
由	('⿻日丨',)	('GHTJKPV',)		5.0	175828.0	282896.05
民	('民',)	('GHTJKPV',)		5.0	263451.9	276431.4000000001
𢆉	('⿱丷干',)	('GTPV',)		5.0	0.0	274305.05
𫩑	('⿱丆囗',)	('G',)		5.0	0.0	266921.7
甲	('⿻日丨',)	('GHTJKPV',)		5.0	55241.6	261834.3666666667
𨈐	('𨈐', '\u31ef身𠄠')	('GT', 'X')		5.0	0.0	258278.95
句	('⿹勹口',)	('GHTJKPV',)		5.0	95402.2	252875.5
右	('⿸𠂇口',)	('GHTJKPV',)		5.0	123417.1	247984.0
龸	('⿱⺌冖',)	('GU',)		5.0	0.0	246882.55000000005
母	('母',)	('GHTJKPV',)		5.0	125035.3	246689.90000000002
丘	('⿱㇒⿺丄丅', '⿷𠀉丨')	('GHTJKPV', 'X')		5.0	34966.8	246490.8
只	('⿱口八',)	('GHTJKPV',)		5.0	501021.1	241054.90000000002
北	('⿰{45}匕',)	('GHTJKPV',)		5.0	137042.3	235677.20000000004
兄	('⿱口儿',)	('GHTJKPV',)		5.0	87251.0	231738.4
戋	('⿻戈一',)	('G',)		5.0	394.4	228801.45000000004
𢎨	('⿹弔㇒',)	('GTV',)		5.0	0.0	224252.15
𠁤	('⿻儿口', '\u31ef西一')	('GT', 'X')		5.0	0.0	208990.45
氐	('⿱氏丶', '⿱氏一')	('G[V][B]', 'HTJKP[S]')		5.0	2980.2	208253.69999999998
氺	('⿰冫\U000306c5',)	('GHJK',)		5.0	0.0	203379.93333333335
叩	('⿰口卩',)	('GHTJKPV',)		5.0	4815.7	201930.3
圥	('⿱土儿',)	('GTJKP',)		5.0	83.7	201898.3
𠀐	('⿱中一',)	('T',)		5.0	0.0	186448.2
鸟	('⿹{53}一',)	('GH',)		5.0	34683.0	163900.7999999997
処	('⿺夂几',)	('GJKP',)		5.0	13.9	159558.6
本	('⿻木一',)	('GHTJKPV',)		5.0	258541.1	157061.95
东	('⿻⿻一𠃋小',)	('GH',)		5.0	222585.3	150998.30000000002
付	('⿰亻寸',)	('GHTJKPV',)		5.0	23466.3	142318.4
包	('⿹勹巳', '⿹勹己')	('GHTKPV', 'J')		5.0	58075.2	139535.61666666667
另	('⿱口力',)	('GHTJKPV',)		5.0	60309.4	134410.55000000002
𠬤	('⿱又\U00030001',)	('GV',)		5.0	0.0	129422.49999999999
弗	('⿻弓⿰丿丨',)	('GHTJKPV',)		5.0	48581.6	127866.90000000001
戉	('⿰𠄌戈',)	('GHTJKP',)		5.0	334.7	124418.29999999999
丙	('⿱一内',)	('GHTJKPV',)		5.0	17330.9	122733.79999999997
圣	('⿱又土',)	('GHTJKV',)		5.0	112843.1	116471.90000000001
矛	('⿹予㇒',)	('GHTJKPV',)		5.0	8936.1	115693.79999999996
朮	('⿺⿻十⿰丿㇄丶', '⿺𣎳丶', '⿺⿻十儿丶')	('GH', 'TP', 'JK')		5.0	1139.9	109772.01666666665
𠮠	('⿱口⿰丿𠃌', '⿱口勹')	('GT', 'X')		5.0	0.0	101118.1
奴	('⿰女又',)	('GHTJKPV',)		5.0	53124.5	100546.90000000001
㐱	('⿱𠆢彡',)	('GTPV',)		5.0	251.0	95235.5
龙	('⿸⿺𠂇丶𠤎', '⿺𡯃丶')	('GHT', 'X')		5.0	129052.0	94297.79999999997
氶	('⿱乛水',)	('GHTJK',)		5.0	0.0	93950.8
𣄼	('⿱一日',)	('GTP',)		5.0	0.0	92380.3
失	('⿰㇒夫',)	('GHTJKPV',)		5.0	180225.4	89900.59999999996
司	('⿹𠃌𠮛',)	('GHTJKPV',)		5.0	143596.9	87424.19999999997
布	('⿸𠂇巾',)	('GHTJKPV',)		5.0	74811.3	83000.40000000001
𠮦	('⿱丷口',)	('GT',)		5.0	0.0	81276.2
央	('⿻𠀃人',)	('GHTJKPV',)		5.0	12624.2	77689.49999999999
瓜	('瓜',)	('GHTJKPV',)		5.0	9332.3	71254.39999999995
号	('⿱口丂',)	('GHTJKPV',)		5.0	69276.0	70914.9
刍	('⿱⺈\U0002b739',)	('G',)		5.0	4103.7	70304.4
乎	('⿻𠂌丷',)	('GHTJKPV',)		5.0	254516.2	69375.49999999999
㠯	('⿰丨⿱{50}{50}', '⿱{50}⿰丨{50}')	('G[H][M]JKP[V][B]', 'T')		5.0	167.4	69077.075
